Entry Name,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
FOLD_YEAST,2,4,3
DFM1_YEAST,3,2,2
RTP1_YEAST,2,0,1
HAA1_YEAST,5,3,2
ATG44_YEAST,2,1,3
COX26_YEAST,0,0,4
EFG1P_YEAST,3,0,3
COX19_YEAST,2,1,2
SDHF1_YEAST,2,0,2
TSC3_YEAST,3,1,3
MIM2_YEAST,2,0,1
COXM2_YEAST,1,1,5
COA3_YEAST,3,0,2
TFB5_YEAST,4,0,4
RS22B_YEAST,1,1,2
NBL1_YEAST,4,1,4
LSO1_YEAST,1,0,2
CENPX_YEAST,5,2,1
YOS1_YEAST,2,0,3
CENPS_YEAST,4,3,1
ISD11_YEAST,1,0,4
SCS22_YEAST,5,1,3
KISH_YEAST,2,0,3
HSH49_YEAST,2,1,5
AP2M_YEAST,2,1,3
RGS2_YEAST,1,1,2
MTR10_YEAST,6,2,3
DET1_YEAST,1,2,2
ODC2_YEAST,6,4,2
MPD2_YEAST,1,2,1
HPH1_YEAST,3,0,2
UBA3_YEAST,1,2,3
RAD61_YEAST,5,0,1
ENV10_YEAST,2,0,3
IZH4_YEAST,1,1,4
HTL1_YEAST,4,0,3
YM084_YEAST,6,1,0
YO304_YEAST,1,0,5
YD13A_YEAST,1,1,1
HIS1_YEAST,1,3,1
TRPF_YEAST,2,1,1
RS17A_YEAST,2,1,2
CBP2_YEAST,2,1,1
AI1M_YEAST,4,1,1
AI2M_YEAST,4,3,2
HEM4_YEAST,3,1,1
HIS8_YEAST,1,2,1
SYTM_YEAST,1,2,2
CBP1_YEAST,3,1,1
PT494_YEAST,1,1,2
AMYG_YEAST,2,2,2
SPS2_YEAST,1,0,3
PT111_YEAST,2,1,3
SRD1_YEAST,2,2,2
HO_YEAST,3,3,1
CBPS2_YEAST,1,2,1
PELS1_YEAST,1,0,2
RL27B_YEAST,1,1,3
YH11A_YEAST,1,1,1
YL14A_YEAST,1,1,1
YL21A_YEAST,1,1,1
YL22A_YEAST,1,1,1
GMT2_YEAST,1,2,5
MAN2_YEAST,1,2,0
ERR1_YEAST,1,2,1
ERR2_YEAST,1,2,1
COS3_YEAST,2,0,3
YRF18_YEAST,1,4,1
RL20B_YEAST,1,1,2
YA11A_YEAST,0,1,1
YP12A_YEAST,1,1,1
YO12A_YEAST,1,1,1
YP13A_YEAST,1,1,1
YF21A_YEAST,1,1,1
YG22A_YEAST,1,1,1
YD14A_YEAST,1,1,1
YE12A_YEAST,1,1,1
YG13A_YEAST,1,1,1
YL11A_YEAST,1,1,1
YM14A_YEAST,1,1,1
YD15A_YEAST,1,1,1
YE11A_YEAST,1,1,1
YL12A_YEAST,1,1,1
YP11A_YEAST,1,1,1
YJ11A_YEAST,1,1,1
YL13A_YEAST,1,1,1
YM12A_YEAST,1,1,1
HMAL1_YEAST,3,2,1
HMAL2_YEAST,3,4,1
HMRA1_YEAST,1,3,2
RT01_YEAST,1,1,4
RT02_YEAST,2,1,3
RS17B_YEAST,2,1,2
CBS2_YEAST,1,3,3
THRC_YEAST,1,2,2
ERD1_YEAST,4,0,2
MER1_YEAST,2,2,1
OM45_YEAST,0,0,2
ATE1_YEAST,1,1,1
SPO12_YEAST,4,0,2
RTPT_YEAST,1,1,3
FUN14_YEAST,3,0,2
ATP10_YEAST,1,1,4
ART10_YEAST,1,2,2
DAP2_YEAST,2,3,2
RM44_YEAST,1,1,3
TYR1_YEAST,2,4,1
PUR6_YEAST,2,3,1
PWP1_YEAST,1,0,3
MSB1_YEAST,1,0,5
DIT1_YEAST,1,1,2
DAL82_YEAST,2,1,1
KRE5_YEAST,4,2,2
SLY41_YEAST,2,2,3
PDE1_YEAST,3,4,0
RPI1_YEAST,3,2,1
RIT1_YEAST,1,2,1
GPI12_YEAST,1,1,3
PPA3_YEAST,2,1,3
MNE1_YEAST,2,0,4
YSP3_YEAST,2,1,3
TSR4_YEAST,2,1,1
ALLC_YEAST,2,1,0
YCR3_YEAST,0,1,2
YCP7_YEAST,0,0,3
OCA4_YEAST,0,1,1
TRX3_YEAST,1,1,1
SPS22_YEAST,1,0,4
YC21A_YEAST,1,1,1
ATG22_YEAST,2,0,1
LRE1_YEAST,1,1,1
PEX34_YEAST,1,0,2
FYV5_YEAST,3,0,3
RDS1_YEAST,2,4,1
YCQ6_YEAST,2,1,2
HSP30_YEAST,0,0,2
IMG2_YEAST,1,1,3
AHC2_YEAST,2,0,3
FUB1_YEAST,1,1,0
YIM1_YEAST,1,1,4
RT06_YEAST,1,2,3
PYRX_YEAST,4,1,1
GPI10_YEAST,1,1,2
AFG1_YEAST,2,2,3
IMPX_YEAST,1,1,1
ALN_YEAST,2,3,1
RM49_YEAST,1,1,3
MFAL2_YEAST,2,2,2
ASF2_YEAST,1,0,2
PHA2_YEAST,1,2,1
ATP11_YEAST,2,1,2
LYP1_YEAST,2,2,3
AEP1_YEAST,1,1,1
SPS18_YEAST,3,2,1
SRP40_YEAST,1,0,2
PT127_YEAST,2,0,2
YEF5_YEAST,0,1,1
PMD1_YEAST,2,0,3
ISC10_YEAST,1,2,0
DRI1_YEAST,0,2,4
GYP6_YEAST,0,1,4
PTM1_YEAST,1,0,5
AIM26_YEAST,2,0,2
PDC2_YEAST,3,2,1
RT04_YEAST,1,1,3
PMP1_YEAST,1,1,2
YGB5_YEAST,2,0,5
SFC1_YEAST,2,1,2
AFR1_YEAST,5,1,2
RE104_YEAST,2,0,1
NTF2_YEAST,2,2,3
SGE1_YEAST,1,2,2
SPO23_YEAST,2,0,0
SEF1_YEAST,3,3,1
YKS7_YEAST,2,0,4
LOT5_YEAST,2,0,5
SEG2_YEAST,0,0,2
TREB_YEAST,1,2,2
RRP1_YEAST,1,0,4
ECM15_YEAST,0,0,3
SPT21_YEAST,4,0,2
MNR2_YEAST,1,1,2
SFK1_YEAST,4,0,2
UBP11_YEAST,2,1,2
TPO5_YEAST,2,1,3
MCH2_YEAST,0,2,1
CBT1_YEAST,4,0,1
RCN1_YEAST,1,2,2
HOT13_YEAST,1,1,2
ANR2_YEAST,0,0,3
GMH1_YEAST,1,0,2
UIP5_YEAST,1,1,7
PET10_YEAST,1,0,2
FMP46_YEAST,1,1,1
SUMT_YEAST,4,1,1
MSA2_YEAST,2,0,2
YK58_YEAST,3,3,4
VBA5_YEAST,2,1,2
RM40_YEAST,2,1,3
APT2_YEAST,3,3,1
CBP4_YEAST,1,0,3
NAT2_YEAST,0,1,1
PAM1_YEAST,1,0,4
RL32_YEAST,1,1,3
EDS1_YEAST,1,3,1
YRO2_YEAST,0,0,4
YBQ6_YEAST,1,2,5
YMC2_YEAST,3,2,2
PP2C4_YEAST,1,3,1
RT09_YEAST,1,2,3
FLR1_YEAST,1,2,4
THI2_YEAST,3,3,1
YB91_YEAST,2,2,2
RISA_YEAST,1,1,0
PBP2_YEAST,3,1,3
TXTP_YEAST,2,2,2
MAL31_YEAST,3,2,2
MAL33_YEAST,3,4,1
MRX3_YEAST,0,0,2
AVT5_YEAST,2,7,2
PLPHP_YEAST,1,1,2
CTPP1_YEAST,0,0,3
RKM3_YEAST,1,1,2
GIP1_YEAST,1,2,2
QOR_YEAST,1,5,3
RFS1_YEAST,1,2,4
OPY1_YEAST,1,1,3
APD1_YEAST,0,0,3
AIM4_YEAST,0,0,1
OM14_YEAST,2,1,3
RMD9L_YEAST,1,1,5
MTC4_YEAST,0,0,4
SLM6_YEAST,1,0,1
VBA2_YEAST,2,1,2
PPAC_YEAST,0,1,2
MSC7_YEAST,1,1,1
LEU5_YEAST,2,1,2
SYNC_YEAST,1,3,2
YHI0_YEAST,1,3,2
SYRM_YEAST,3,2,2
EFM1_YEAST,2,1,2
MUP3_YEAST,2,2,2
OCA5_YEAST,0,0,1
WSC4_YEAST,4,1,1
YHB7_YEAST,1,0,4
YLF2_YEAST,0,3,2
YHA8_YEAST,3,2,2
YHI9_YEAST,2,1,2
ERC1_YEAST,2,3,1
RRF1_YEAST,2,2,1
DOG1_YEAST,1,3,0
YHK8_YEAST,3,2,2
VMA22_YEAST,2,1,2
PANE_YEAST,1,2,2
HTD2_YEAST,2,2,1
SDO1L_YEAST,1,0,2
YHP7_YEAST,0,0,4
SBE22_YEAST,2,0,2
ERP5_YEAST,4,1,6
LSM12_YEAST,1,1,3
YHS2_YEAST,4,0,4
SPL2_YEAST,1,1,1
PEX28_YEAST,1,0,2
MTC6_YEAST,1,0,1
LIN1_YEAST,1,0,4
TDA11_YEAST,0,0,1
YHY2_YEAST,2,1,4
ADY1_YEAST,1,0,3
PTH_YEAST,1,1,1
AIM18_YEAST,0,2,2
AIM46_YEAST,0,2,2
YH02_YEAST,1,1,3
FAD1_YEAST,1,2,1
PET8_YEAST,1,1,2
PT100_YEAST,1,1,2
PNT1_YEAST,2,0,2
ALP1_YEAST,2,2,2
KRE9_YEAST,4,0,2
CIN4_YEAST,2,2,2
YM11_YEAST,1,0,2
CEM1_YEAST,1,1,1
PRM9_YEAST,1,0,2
IMDH1_YEAST,1,2,1
PRP39_YEAST,2,0,5
DHE5_YEAST,1,1,3
SEO1_YEAST,1,2,2
PEX22_YEAST,3,1,2
PAC2_YEAST,4,1,2
UBP5_YEAST,2,1,2
SAP1_YEAST,0,2,1
YEW0_YEAST,3,4,1
TOG1_YEAST,2,3,1
SYPM_YEAST,1,2,1
UBP9_YEAST,2,1,3
AVT2_YEAST,1,1,3
HHY1_YEAST,0,0,1
MIT1_YEAST,0,1,2
IRC22_YEAST,0,0,2
GIP2_YEAST,2,3,1
HMF1_YEAST,0,1,5
FCY21_YEAST,2,1,1
VHR2_YEAST,1,1,2
MRX1_YEAST,0,0,1
IES5_YEAST,4,0,2
MGDP1_YEAST,0,3,2
YEY8_YEAST,1,1,0
PUG1_YEAST,1,0,1
PEX17_YEAST,1,0,2
RRG9_YEAST,2,0,2
PIG2_YEAST,1,3,2
RGI2_YEAST,1,0,1
SIP5_YEAST,1,0,1
FDO1_YEAST,1,0,1
KHA1_YEAST,1,1,4
SOK1_YEAST,1,0,1
HUA1_YEAST,0,0,1
TBP6_YEAST,1,2,2
SWM2_YEAST,2,0,1
NTA1_YEAST,2,2,1
YIR7_YEAST,1,4,1
YIR1_YEAST,0,1,1
AIM20_YEAST,0,0,4
VHS2_YEAST,3,0,1
FLX1_YEAST,2,2,2
YIK8_YEAST,1,2,1
FMC1_YEAST,2,0,2
RT25_YEAST,1,1,3
SPO22_YEAST,7,0,3
RL34B_YEAST,2,1,2
AGE2_YEAST,2,2,3
GVP36_YEAST,3,0,3
TED1_YEAST,2,1,2
YKE4_YEAST,3,1,2
HIS4_YEAST,2,1,2
FAF1_YEAST,1,0,3
SGN1_YEAST,1,1,1
VLD1_YEAST,0,0,4
YJW5_YEAST,1,4,1
CIN1_YEAST,4,2,0
MSS2_YEAST,1,0,2
GLDS1_YEAST,1,1,3
ERR3_YEAST,1,2,2
SBE2_YEAST,2,0,1
MDJ2_YEAST,1,1,2
EMW1_YEAST,1,0,2
THI12_YEAST,2,2,0
ETFB_YEAST,2,1,2
SERB_YEAST,1,2,2
TCPH_YEAST,2,4,2
SET4_YEAST,3,2,2
YFG6_YEAST,0,4,1
AGP3_YEAST,3,1,2
FMP32_YEAST,2,0,2
YFE0_YEAST,2,2,3
GYP8_YEAST,3,1,3
YFI6_YEAST,1,0,4
IGD1_YEAST,2,1,1
RRT5_YEAST,0,1,4
OSW7_YEAST,1,0,1
ERJ5_YEAST,1,0,2
IRC6_YEAST,1,1,0
RMD8_YEAST,2,0,4
SPO74_YEAST,1,1,3
HUR1_YEAST,4,0,1
MTHR1_YEAST,2,4,0
NCA3_YEAST,2,0,4
IDS2_YEAST,2,2,2
HIT1_YEAST,3,1,3
ATG36_YEAST,2,0,1
ASG7_YEAST,1,0,2
JJJ2_YEAST,2,1,2
PIR5_YEAST,1,1,3
DAS1_YEAST,4,1,1
MRX5_YEAST,0,0,1
AIM23_YEAST,1,2,1
MTC1_YEAST,0,0,4
IRC8_YEAST,1,0,4
YJE9_YEAST,3,1,4
UBX6_YEAST,3,0,2
LPLA_YEAST,1,3,2
COX16_YEAST,1,0,2
MRX12_YEAST,0,0,1
MHO1_YEAST,0,0,2
YJ12A_YEAST,1,1,1
VPS55_YEAST,2,0,3
AIM24_YEAST,1,0,2
AIM25_YEAST,4,1,2
RT26_YEAST,1,3,4
PXP2_YEAST,0,1,4
TDA4_YEAST,1,0,2
ILM1_YEAST,1,0,2
EFM3_YEAST,1,1,1
XPT1_YEAST,4,2,1
SGM1_YEAST,0,1,2
YJ9I_YEAST,6,3,3
HMS2_YEAST,2,2,2
2NDP_YEAST,0,1,1
THI11_YEAST,2,2,0
COS5_YEAST,1,0,3
CTH1_YEAST,2,2,1
HLJ1_YEAST,1,1,2
HGH1_YEAST,1,1,2
SYIM_YEAST,2,4,2
TOS6_YEAST,0,0,4
MRX6_YEAST,2,0,1
STB4_YEAST,1,4,2
KNH1_YEAST,3,0,2
LYS5_YEAST,1,2,2
ATP22_YEAST,2,1,1
PPAD_YEAST,2,1,2
EXG2_YEAST,2,1,5
MSN5_YEAST,3,2,3
COS10_YEAST,2,0,5
SAP4_YEAST,2,2,3
ROM1_YEAST,1,1,1
RTA1_YEAST,0,0,2
MGA1_YEAST,2,2,2
VEL1_YEAST,0,0,3
RMR1_YEAST,2,0,2
TAN1_YEAST,1,2,2
TPN1_YEAST,1,2,2
YGT5_YEAST,0,5,2
ROG1_YEAST,2,1,2
GPG1_YEAST,3,0,1
YGK8_YEAST,0,0,1
VPS73_YEAST,3,2,4
TOS8_YEAST,1,3,2
YGI2_YEAST,1,3,4
SDS23_YEAST,3,1,2
YGD9_YEAST,2,4,1
EFM5_YEAST,1,2,1
PEX31_YEAST,2,0,4
VHT1_YEAST,1,3,3
YG29_YEAST,7,0,2
PEX8_YEAST,1,1,2
NNF2_YEAST,0,0,2
TPC1_YEAST,2,2,1
YG3A_YEAST,2,0,2
FHN1_YEAST,3,0,2
VPS62_YEAST,1,0,2
RTS3_YEAST,0,0,2
RT35_YEAST,1,1,3
SLI1_YEAST,1,1,3
RT27_YEAST,1,1,3
SOL4_YEAST,2,1,3
YG5B_YEAST,1,1,2
6PGD2_YEAST,2,2,2
MAL13_YEAST,3,3,1
SULX_YEAST,0,2,3
SOK2_YEAST,2,2,2
BIOD_YEAST,1,3,0
YN8B_YEAST,1,1,2
RM50_YEAST,1,1,3
CYP8_YEAST,2,2,3
RT19_YEAST,2,2,3
ZRG17_YEAST,1,1,2
BIO5_YEAST,2,1,2
BSC5_YEAST,3,1,1
PRM1_YEAST,1,0,3
RTC4_YEAST,0,0,2
CWC25_YEAST,1,0,1
YNX4_YEAST,2,4,2
SWT21_YEAST,1,0,1
YNS1_YEAST,0,1,3
TDA7_YEAST,0,0,2
NOP13_YEAST,0,1,3
MDG1_YEAST,2,1,4
IBD2_YEAST,2,0,3
NSG2_YEAST,1,1,2
FYV6_YEAST,1,0,2
ESBP6_YEAST,0,2,5
OCA2_YEAST,1,2,1
BOP3_YEAST,1,0,2
YNE0_YEAST,4,5,1
GPI15_YEAST,2,1,3
EFM6_YEAST,1,2,1
DIA1_YEAST,2,0,1
UBX4_YEAST,3,1,3
SNA2_YEAST,0,0,3
RL34A_YEAST,2,1,3
AIM11_YEAST,0,0,3
DDR2_YEAST,4,0,2
RGM1_YEAST,1,3,3
CYT2_YEAST,0,2,3
HAL1_YEAST,2,0,1
RT16_YEAST,1,1,3
ECM23_YEAST,3,2,0
PT191_YEAST,1,0,3
OAZ_YEAST,3,1,1
UBP16_YEAST,2,1,2
SYH1_YEAST,1,0,3
MGR2_YEAST,2,0,3
YP113_YEAST,0,4,1
YP109_YEAST,2,0,3
SPO19_YEAST,2,0,4
MRX11_YEAST,0,0,2
SRL4_YEAST,1,1,1
YMN3_YEAST,1,4,2
MTG1_YEAST,1,2,3
ATP25_YEAST,3,0,2
RT10_YEAST,1,1,4
MMT1_YEAST,2,1,3
NGL2_YEAST,1,3,2
PABC_YEAST,3,1,1
IZH1_YEAST,1,1,2
RMD1_YEAST,2,0,3
CTPP2_YEAST,0,0,1
YD22A_YEAST,1,1,1
RSN1_YEAST,0,1,5
TMA23_YEAST,1,0,1
DML1_YEAST,3,0,2
MIX17_YEAST,2,0,4
AIM34_YEAST,0,0,2
YMD8_YEAST,2,2,6
PML39_YEAST,2,1,2
GNTK_YEAST,2,2,2
TPP1_YEAST,1,2,1
AIM36_YEAST,0,0,2
RT08_YEAST,1,1,3
YD11A_YEAST,1,1,1
PKR1_YEAST,1,0,2
YD131_YEAST,3,1,2
RKM2_YEAST,1,1,0
YD17A_YEAST,0,1,1
RT24_YEAST,1,1,3
LIC4_YEAST,2,0,2
SND1_YEAST,1,0,1
THI74_YEAST,0,0,3
CUE4_YEAST,0,1,2
YET2_YEAST,3,0,2
ARA2_YEAST,1,2,0
YM13A_YEAST,1,1,1
DLT1_YEAST,0,0,1
RRB1_YEAST,2,1,1
GIS4_YEAST,2,0,3
VBA1_YEAST,2,1,1
ICY1_YEAST,0,0,1
MIX14_YEAST,2,0,4
PLM2_YEAST,1,1,2
GMC1_YEAST,4,2,1
RBA50_YEAST,1,0,1
HLR1_YEAST,1,0,1
SHH3_YEAST,2,3,3
AIM33_YEAST,0,1,1
METX_YEAST,2,2,2
YDR09_YEAST,2,1,1
RM34_YEAST,1,1,5
RM01_YEAST,1,2,3
TMA64_YEAST,2,2,0
VBA4_YEAST,2,1,1
ECM18_YEAST,4,2,2
AIM32_YEAST,2,0,2
YM11A_YEAST,1,1,1
PALI_YEAST,1,0,4
TVP18_YEAST,1,0,1
IRC21_YEAST,2,3,1
DCE_YEAST,2,2,2
GTO3_YEAST,1,1,1
FSH2_YEAST,0,2,2
MRX10_YEAST,1,0,1
RBS1_YEAST,2,1,2
SOM1_YEAST,2,0,2
HOR7_YEAST,1,0,4
YL281_YEAST,1,2,1
YL283_YEAST,1,0,3
HRI1_YEAST,1,0,3
STP3_YEAST,1,4,1
ADY4_YEAST,2,1,2
ECM19_YEAST,1,0,2
RGC1_YEAST,1,1,1
RRG8_YEAST,2,0,2
HOB2_YEAST,0,0,3
SPO77_YEAST,3,0,1
TMA10_YEAST,0,0,2
ECM7_YEAST,2,0,3
JIP5_YEAST,1,0,2
PIG1_YEAST,2,3,1
YL173_YEAST,3,0,2
TDA6_YEAST,1,0,3
CUR1_YEAST,3,1,1
YL352_YEAST,3,0,1
ATG33_YEAST,2,0,2
THI22_YEAST,1,3,2
PLR1_YEAST,1,2,2
GPN3_YEAST,2,2,0
SYM1_YEAST,1,0,3
ARR2_YEAST,1,2,2
YP174_YEAST,1,0,5
GPI11_YEAST,1,1,2
YD306_YEAST,2,1,1
PMT7_YEAST,1,1,2
RAD34_YEAST,2,2,4
ECM30_YEAST,1,0,4
CTR3_YEAST,1,1,3
SRR1L_YEAST,1,0,3
YL413_YEAST,1,0,4
YL419_YEAST,0,6,2
SWC7_YEAST,2,0,3
MDM36_YEAST,4,0,2
ASA1_YEAST,1,0,1
MRX9_YEAST,0,0,3
STP4_YEAST,1,4,3
PBP4_YEAST,0,0,4
MCH1_YEAST,0,1,1
YET3_YEAST,3,0,2
RXT3_YEAST,3,0,3
SNA4_YEAST,0,0,2
ACK1_YEAST,2,0,1
HBT1_YEAST,2,0,3
WHI4_YEAST,2,1,1
BRE4_YEAST,2,0,2
MFG1_YEAST,2,0,3
THI13_YEAST,2,2,0
DHSO2_YEAST,2,3,0
COS7_YEAST,1,1,4
SPO75_YEAST,2,1,2
IRC19_YEAST,2,0,0
ENT4_YEAST,4,2,5
YL067_YEAST,1,4,1
YL001_YEAST,1,0,4
CMS1_YEAST,0,0,3
THI73_YEAST,1,1,5
IZH3_YEAST,1,1,2
PAU23_YEAST,1,1,3
AFB1_YEAST,1,0,4
YL042_YEAST,1,0,5
LCL2_YEAST,1,0,1
COQ10_YEAST,2,1,2
YOL19_YEAST,0,0,7
YAP7_YEAST,1,2,1
OPI10_YEAST,3,1,3
AIM39_YEAST,0,0,4
DPP3_YEAST,1,4,2
CRT10_YEAST,1,0,0
INP54_YEAST,2,1,3
YO075_YEAST,1,4,3
MCH4_YEAST,1,2,3
BSC6_YEAST,0,1,4
BDS1_YEAST,1,3,0
IRC23_YEAST,0,0,2
ETT1_YEAST,3,0,1
TMC1_YEAST,2,1,2
SYC1_YEAST,3,1,2
SSP2_YEAST,2,2,3
TRE2_YEAST,1,3,1
DSE3_YEAST,0,0,3
MUM3_YEAST,3,1,3
MSC6_YEAST,2,1,2
RDR1_YEAST,2,4,1
FIT3_YEAST,1,0,5
TRE1_YEAST,1,1,2
UIP4_YEAST,1,0,4
RSA1_YEAST,2,0,1
YIG1_YEAST,1,0,2
MMT2_YEAST,2,1,3
YP225_YEAST,1,5,1
RAD28_YEAST,4,0,3
YL053_YEAST,2,3,1
PPT2_YEAST,2,2,1
YO283_YEAST,0,1,2
PIN2_YEAST,0,0,3
ULA1_YEAST,1,2,2
YG11A_YEAST,1,1,1
AEP3_YEAST,3,1,3
DAP1_YEAST,1,1,4
RTC5_YEAST,1,0,2
SYWC_YEAST,1,3,1
MRH1_YEAST,0,0,4
FCY22_YEAST,2,1,3
BAG7_YEAST,3,1,1
YP022_YEAST,2,4,3
PER33_YEAST,4,0,4
CMR3_YEAST,0,3,1
EMA19_YEAST,1,0,2
RRG1_YEAST,3,0,2
RPIA_YEAST,4,1,2
RGL1_YEAST,2,0,3
OSW2_YEAST,1,0,2
HOS1_YEAST,2,2,3
YB12A_YEAST,1,1,1
PUF2_YEAST,1,2,2
AYT1_YEAST,1,1,1
TM115_YEAST,1,0,3
YL054_YEAST,1,4,1
FYV7_YEAST,2,0,3
YP011_YEAST,3,3,2
PHM7_YEAST,0,1,3
YB21A_YEAST,1,1,1
YB11A_YEAST,1,1,1
TPT1_YEAST,1,1,2
YO093_YEAST,3,0,4
HER1_YEAST,1,0,2
YO214_YEAST,0,0,4
YL126_YEAST,2,1,4
BMT6_YEAST,1,2,2
YO22A_YEAST,1,1,1
SFM1_YEAST,1,1,1
SUL2_YEAST,1,2,1
YRM1_YEAST,1,3,2
JID1_YEAST,0,0,2
APTH1_YEAST,1,2,2
JLP1_YEAST,2,2,1
RKM5_YEAST,1,2,0
SNU23_YEAST,1,1,3
NCA2_YEAST,2,0,2
YN11A_YEAST,1,1,1
YD21A_YEAST,1,1,1
GEP5_YEAST,2,0,2
YD199_YEAST,2,2,2
PNS1_YEAST,1,1,3
YD206_YEAST,3,1,4
PRPD_YEAST,2,2,3
ZRT2_YEAST,1,1,2
YO21A_YEAST,1,1,1
YD12A_YEAST,1,1,1
OCA6_YEAST,1,2,1
MRX4_YEAST,0,0,2
YN12A_YEAST,1,1,1
ETFA_YEAST,1,2,2
YG12A_YEAST,1,1,1
YD012_YEAST,0,0,3
AVL9_YEAST,1,0,3
RKM4_YEAST,1,1,1
SFG1_YEAST,5,0,2
ZPS1_YEAST,0,3,5
PAR32_YEAST,0,0,1
SRF1_YEAST,1,0,3
RL21B_YEAST,1,1,2
RL13A_YEAST,1,2,2
CENPW_YEAST,1,1,2
ADF1_YEAST,2,1,1
YD381_YEAST,3,0,3
SPO24_YEAST,1,0,1
TMA7_YEAST,1,0,2
YE077_YEAST,0,4,1
YO020_YEAST,2,0,4
EMR1_YEAST,1,0,3
EGO2_YEAST,4,0,2
HUB1_YEAST,5,1,2
YP14A_YEAST,1,1,1
HUG1_YEAST,3,1,2
CTPP3_YEAST,0,0,3
CCW22_YEAST,0,0,3
YKD3A_YEAST,0,4,0
TAR1_YEAST,1,0,1
NAG1_YEAST,2,0,2
YO11A_YEAST,1,1,1
BRR1_YEAST,2,1,2
YL066_YEAST,1,4,1
DFG16_YEAST,3,0,1
DUF1_YEAST,1,1,1
ECM3_YEAST,2,0,3
YD23A_YEAST,1,1,1
FSH3_YEAST,0,2,3
PET20_YEAST,1,0,1
IRC2_YEAST,0,0,1
YD149_YEAST,0,0,1
YD154_YEAST,0,0,0
OPI11_YEAST,0,0,0
YM294_YEAST,0,0,0
YP010_YEAST,1,0,2
YAJ3_YEAST,0,0,1
YA065_YEAST,0,0,1
YA64B_YEAST,0,0,2
ECM12_YEAST,1,0,1
YL294_YEAST,1,0,1
YP099_YEAST,0,0,1
VPS63_YEAST,1,0,0
YL269_YEAST,1,0,1
VPS65_YEAST,1,0,1
VPS69_YEAST,1,0,1
YP089_YEAST,0,1,1
YP096_YEAST,1,0,0
YB085_YEAST,0,0,2
OPI9_YEAST,0,0,1
BUD19_YEAST,1,0,0
AAP_YEAST,1,1,1
MSS18_YEAST,2,0,1
SPS4_YEAST,1,0,1
YM057_YEAST,0,0,1
YG21A_YEAST,0,1,1
YH050_YEAST,0,0,1
YR039_YEAST,0,0,1
YLL53_YEAST,0,1,1
YK104_YEAST,1,2,1
PAU19_YEAST,1,1,1
PAU21_YEAST,1,1,2
PAU22_YEAST,1,1,2
PAU1_YEAST,1,1,2
PAU14_YEAST,1,1,1
PAU6_YEAST,1,1,2
PAU18_YEAST,1,1,1
PAU8_YEAST,2,1,1
PAU11_YEAST,1,1,1
YM085_YEAST,4,2,0
YO162_YEAST,1,1,2
YO163_YEAST,1,1,1
YI168_YEAST,2,2,1
YI167_YEAST,1,1,1
YL016_YEAST,2,1,0
FDH2_YEAST,0,2,0
YP276_YEAST,0,2,0
YER90_YEAST,0,0,1
YGR96_YEAST,0,0,1
YML33_YEAST,0,0,1
YNL39_YEAST,0,0,1
YPL83_YEAST,0,0,1
YH219_YEAST,0,0,1
YML3B_YEAST,0,0,1
YNL33_YEAST,0,0,1
YD545_YEAST,0,0,1
YL66C_YEAST,0,0,1
YL67C_YEAST,0,0,1
YOR96_YEAST,0,0,1
YJ255_YEAST,0,0,1
YI177_YEAST,0,0,1
YJ107_YEAST,1,0,0
COS2_YEAST,1,0,3
YA066_YEAST,0,0,2
YH214_YEAST,0,0,2
YFG8_YEAST,0,0,2
HMRA2_YEAST,1,2,1
YEY2_YEAST,1,2,2
SS100_YEAST,1,0,0
AMDY_YEAST,0,2,0
MAK32_YEAST,0,0,0
MBR1_YEAST,1,0,1
ATX10_YEAST,2,0,3
YCT3_YEAST,0,0,3
PET18_YEAST,1,0,1
GFD2_YEAST,0,1,0
YCA2_YEAST,0,0,3
YCZ1_YEAST,0,0,2
YCZ2_YEAST,2,1,0
PAU3_YEAST,1,1,2
AAD3_YEAST,1,1,0
CTO1_YEAST,1,1,0
YCU1_YEAST,0,0,2
YCV1_YEAST,1,0,2
YCY0_YEAST,0,1,2
FUN19_YEAST,2,2,2
YIM2_YEAST,0,0,1
AHT1_YEAST,0,0,0
MLF3_YEAST,1,0,2
DGR2_YEAST,0,0,0
RNP1_YEAST,1,2,3
AUA1_YEAST,1,0,0
DCG1_YEAST,0,1,0
ISF1_YEAST,1,0,0
SCM4_YEAST,2,0,2
PAU2_YEAST,1,1,2
YEF3_YEAST,0,0,2
MTC7_YEAST,0,0,1
YHH7_YEAST,0,0,2
YKJ1_YEAST,0,2,1
YBF9_YEAST,0,0,2
MTC2_YEAST,0,0,0
YKK7_YEAST,1,1,2
MTH1_YEAST,2,0,0
MRP8_YEAST,0,0,1
YKF0_YEAST,1,0,1
PAU16_YEAST,1,1,2
YKW2_YEAST,1,3,2
YO062_YEAST,2,0,3
COS9_YEAST,1,0,2
NDUF7_YEAST,1,1,1
MGR3L_YEAST,1,1,2
PSY1_YEAST,1,0,0
YKH5_YEAST,2,0,2
STB6_YEAST,0,0,1
YKH1_YEAST,1,2,1
YKC3_YEAST,1,0,1
YKR18_YEAST,0,0,2
OPI8_YEAST,0,0,0
YK21_YEAST,0,0,3
YK25_YEAST,0,0,1
YK50_YEAST,1,1,1
AIM29_YEAST,0,0,1
YK55_YEAST,2,0,3
