Entry Name,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
UTP25_YEAST,3,2,4
AVT7_YEAST,3,7,4
SDS3_YEAST,10,1,5
PPCS_YEAST,1,1,3
AIR1_YEAST,8,2,3
COPE_YEAST,6,2,2
SER33_YEAST,2,4,1
FIS1_YEAST,6,0,4
DFG10_YEAST,5,2,2
ATC7_YEAST,6,8,7
PDK1_YEAST,4,3,2
ACA2_YEAST,6,4,2
ULP2_YEAST,5,3,2
EMC5_YEAST,4,0,2
SCC3_YEAST,7,1,8
ATG45_YEAST,3,2,2
VID28_YEAST,4,0,4
SNL1_YEAST,2,2,4
DOT5_YEAST,2,1,3
URM1_YEAST,7,3,3
YIA6_YEAST,3,1,2
EPS1_YEAST,3,3,2
CFD1_YEAST,2,5,4
INP51_YEAST,3,2,3
MPH1_YEAST,6,7,1
AIM21_YEAST,3,0,4
DJP1_YEAST,3,1,5
IST3_YEAST,6,1,6
DSN1_YEAST,5,0,5
RPR2_YEAST,3,2,1
MET28_YEAST,6,3,4
MND2_YEAST,11,1,2
GPX3_YEAST,1,3,4
RLP7_YEAST,3,4,3
SYA_YEAST,2,6,2
MKT1_YEAST,4,2,7
AXL1_YEAST,4,2,3
HACD_YEAST,4,3,5
YAP4_YEAST,4,3,2
CHS6_YEAST,3,0,4
GTS1_YEAST,4,3,4
MAD1_YEAST,7,0,4
MAD2_YEAST,4,0,5
MVP1_YEAST,3,2,5
PHB1_YEAST,7,0,3
SAS2_YEAST,3,6,6
PRP17_YEAST,4,1,3
CBF3B_YEAST,3,5,3
LCB2_YEAST,4,2,3
FET4_YEAST,4,2,3
FKS2_YEAST,3,1,6
NOP2_YEAST,6,2,4
RRN7_YEAST,1,3,3
RMRP_YEAST,5,2,2
ARF3_YEAST,9,4,4
RL33B_YEAST,2,1,2
GPP1_YEAST,2,4,2
LST8_YEAST,9,1,8
ERG10_YEAST,2,2,5
OST1_YEAST,3,1,3
HAC1_YEAST,5,2,1
BUB1_YEAST,7,5,5
AZF1_YEAST,3,5,2
BUD6_YEAST,13,3,10
BUD8_YEAST,2,0,3
COQ7_YEAST,1,4,3
MMM1_YEAST,9,1,8
RL10_YEAST,3,1,3
VATH_YEAST,4,1,5
SMK1_YEAST,5,3,4
HKR1_YEAST,6,1,4
COPB_YEAST,5,1,2
COPB2_YEAST,6,2,2
POP1_YEAST,6,2,4
FKH2_YEAST,11,8,2
OYE3_YEAST,1,2,0
MID1_YEAST,2,2,2
BNI1_YEAST,13,4,10
MTA70_YEAST,6,2,4
UFE1_YEAST,4,1,4
THI6_YEAST,3,4,2
T2FA_YEAST,6,4,2
T2FB_YEAST,5,3,2
SPR3_YEAST,3,4,8
PXA1_YEAST,8,5,3
GPD2_YEAST,4,4,3
YRB1_YEAST,5,2,3
GSHR_YEAST,3,3,5
IDHC_YEAST,4,3,2
MEP2_YEAST,4,1,1
REF2_YEAST,5,2,3
EGT2_YEAST,1,1,7
PFA3_YEAST,3,2,5
FIG4_YEAST,3,1,4
LEM3_YEAST,4,0,5
VNX1_YEAST,5,3,5
ZIM17_YEAST,5,2,3
STB1_YEAST,4,1,5
ELP2_YEAST,5,1,4
MVB12_YEAST,5,1,4
UTP10_YEAST,6,2,8
TIM16_YEAST,2,1,4
LSB6_YEAST,4,3,5
QRI7_YEAST,2,4,2
UAP1_YEAST,1,1,2
BRE2_YEAST,2,1,3
SMD3_YEAST,6,2,17
CWP2_YEAST,1,1,4
THI5_YEAST,2,2,0
GCN20_YEAST,5,4,1
EMP47_YEAST,1,2,5
OTU1_YEAST,4,2,2
FET5_YEAST,5,2,5
MOB2_YEAST,5,1,7
MIL1_YEAST,1,2,4
RIM15_YEAST,12,5,2
AGX1_YEAST,1,2,3
BST1_YEAST,7,1,2
EPL1_YEAST,5,0,4
BUD27_YEAST,9,2,2
BLM10_YEAST,7,3,3
VTC2_YEAST,8,2,7
LOC1_YEAST,8,2,5
YPI1_YEAST,8,3,2
RPN11_YEAST,6,5,6
UBP6_YEAST,5,2,2
MIC19_YEAST,1,0,5
ATG18_YEAST,14,4,12
ROG3_YEAST,4,2,3
LSB3_YEAST,2,3,4
ECO1_YEAST,12,4,4
RSC8_YEAST,6,3,4
SA155_YEAST,3,2,4
DUG1_YEAST,2,5,2
CENPT_YEAST,3,2,2
COPD_YEAST,6,0,2
ALK1_YEAST,5,5,2
CISY3_YEAST,3,2,2
ALG2_YEAST,1,5,2
TOS3_YEAST,4,5,2
CSK2B_YEAST,8,2,7
SFT1_YEAST,5,1,5
ROK1_YEAST,5,5,4
SCD6_YEAST,3,2,3
ALDH4_YEAST,4,2,2
RSSA2_YEAST,5,1,2
SYEC_YEAST,2,4,5
RPA43_YEAST,6,1,2
ARC1_YEAST,3,4,3
NUP85_YEAST,6,1,4
SAC3_YEAST,10,1,4
STU2_YEAST,6,3,5
SUM1_YEAST,10,4,2
TAF1_YEAST,3,6,3
TFC5_YEAST,4,2,2
AIP1_YEAST,3,2,6
DLD2_YEAST,1,4,2
AP3B_YEAST,4,0,4
GUF1_YEAST,2,3,4
TRS85_YEAST,10,0,5
COM1_YEAST,8,4,4
CWC26_YEAST,3,0,6
RRP41_YEAST,13,1,5
YPP1_YEAST,3,0,6
DPOD2_YEAST,10,2,4
TRM61_YEAST,1,1,2
CTK2_YEAST,7,2,7
CTK3_YEAST,6,1,5
OST2_YEAST,1,0,3
PMT4_YEAST,4,2,3
IMP2_YEAST,2,2,2
GON7_YEAST,6,2,4
MNN11_YEAST,3,1,3
ATG27_YEAST,6,1,10
RL17B_YEAST,2,1,3
SET2_YEAST,10,3,3
CIS3_YEAST,1,1,7
SSY5_YEAST,3,1,1
RPA34_YEAST,6,1,3
SFH5_YEAST,5,3,8
GLG2_YEAST,1,3,2
DS1P1_YEAST,3,2,2
NIT2_YEAST,1,2,1
LSM1_YEAST,3,2,5
YJ41B_YEAST,5,8,2
MDV1_YEAST,4,1,2
GWT1_YEAST,2,1,4
DPB11_YEAST,8,2,3
ALY2_YEAST,5,2,4
PRY1_YEAST,2,4,5
PRY3_YEAST,3,0,4
NET1_YEAST,7,3,2
SMC3_YEAST,9,5,3
BNA3_YEAST,2,3,2
BIT61_YEAST,5,0,5
ZAP1_YEAST,3,4,1
TIM54_YEAST,2,0,8
MTR4_YEAST,14,7,3
CUL8_YEAST,10,2,4
NU192_YEAST,5,1,4
SNX4_YEAST,13,1,6
TAD2_YEAST,2,3,3
VPS53_YEAST,4,0,5
AP3S_YEAST,4,0,4
BBC1_YEAST,3,2,2
MPS3_YEAST,9,2,9
MAD3_YEAST,6,0,2
VTC4_YEAST,6,3,9
RPC9_YEAST,4,1,4
NOP9_YEAST,5,2,5
AVT1_YEAST,5,5,2
MPP10_YEAST,4,1,7
LSM8_YEAST,3,1,8
3HAO_YEAST,5,2,2
YJ11B_YEAST,5,8,2
YJ12B_YEAST,5,8,2
GEA1_YEAST,6,1,6
CYP7_YEAST,3,3,2
RAV1_YEAST,5,0,4
DPOD3_YEAST,10,2,3
CDT1_YEAST,4,1,4
BFA1_YEAST,3,2,5
KCH1_YEAST,1,1,4
PTK2_YEAST,7,5,3
ITPA_YEAST,4,13,2
DOHH_YEAST,2,2,2
GPN1_YEAST,3,3,2
HOC1_YEAST,3,1,1
EAF6_YEAST,3,0,5
CSN12_YEAST,5,2,4
BIR1_YEAST,8,1,8
BUD4_YEAST,3,1,3
VPS25_YEAST,5,2,2
ADK_YEAST,4,2,3
NNF1_YEAST,3,0,5
STE24_YEAST,7,2,4
JHD2_YEAST,10,3,3
CAF17_YEAST,3,1,2
ENT3_YEAST,7,4,5
MET7_YEAST,3,2,2
CENPK_YEAST,5,0,2
MET5_YEAST,3,7,5
IML1_YEAST,10,1,4
HIR3_YEAST,6,1,3
BCA2_YEAST,6,5,3
DAN1_YEAST,2,1,4
PMT3_YEAST,4,1,4
CCC1_YEAST,7,3,4
SSN8_YEAST,5,2,3
MED21_YEAST,6,4,3
LCF4_YEAST,4,2,5
CTH2_YEAST,5,3,4
ATH1_YEAST,3,2,6
RS7B_YEAST,4,1,4
TCB2_YEAST,5,1,6
GPC1_YEAST,3,1,3
CCM1_YEAST,8,2,1
MTR3_YEAST,11,1,5
ADRO_YEAST,2,2,2
UPF3_YEAST,6,1,3
SEC16_YEAST,5,1,3
OST3_YEAST,4,2,4
BPL1_YEAST,1,2,2
DSK2_YEAST,4,3,2
BUL1_YEAST,8,1,3
BXI1_YEAST,3,0,7
YPT11_YEAST,8,3,8
TRF5_YEAST,13,3,2
CLA4_YEAST,15,6,6
MON2_YEAST,5,1,7
GYP3_YEAST,7,1,11
RAD17_YEAST,4,3,2
BRO1_YEAST,10,1,5
GNP1_YEAST,5,2,6
VATG_YEAST,4,2,5
NUP57_YEAST,6,2,4
COQ5_YEAST,3,1,4
GPI8_YEAST,3,1,3
GCSP_YEAST,3,3,2
RL37A_YEAST,2,4,3
TOM22_YEAST,2,0,3
APT1_YEAST,3,4,2
CTR1_YEAST,1,1,4
RL4B_YEAST,1,2,4
NUP42_YEAST,6,1,5
NU145_YEAST,13,4,6
PRP31_YEAST,3,1,8
RIR4_YEAST,1,2,3
HNT2_YEAST,1,4,3
SF3B1_YEAST,3,1,6
CTF18_YEAST,5,3,4
TRM9_YEAST,4,5,3
ALG10_YEAST,2,2,3
TOS2_YEAST,2,0,6
HSV2_YEAST,5,4,8
AMA1_YEAST,14,2,1
PHB2_YEAST,6,0,3
MIC26_YEAST,1,0,4
KEL2_YEAST,6,0,5
PEX21_YEAST,1,1,5
IMDH4_YEAST,2,4,1
IMDH3_YEAST,2,5,2
UBP15_YEAST,5,1,5
UBP8_YEAST,4,3,4
TAF4_YEAST,3,3,2
RPA14_YEAST,7,1,2
LGUL_YEAST,2,2,2
MNN10_YEAST,4,1,4
SAM37_YEAST,5,0,4
ZDS1_YEAST,6,1,4
FMS1_YEAST,3,9,1
ASE1_YEAST,8,1,6
UBC9_YEAST,3,3,2
RIB4_YEAST,1,1,4
ORC5_YEAST,4,2,6
SPT20_YEAST,3,1,3
INP52_YEAST,3,4,4
MIC27_YEAST,2,0,4
PHO23_YEAST,10,2,4
RL37B_YEAST,2,4,3
GCH1_YEAST,4,3,2
ROM2_YEAST,5,2,5
HFM1_YEAST,5,5,1
YPT32_YEAST,5,2,7
SKP1_YEAST,26,2,8
UBA2_YEAST,1,3,3
KPYK2_YEAST,3,6,2
UBC13_YEAST,5,2,5
UBC12_YEAST,1,3,1
PFD6_YEAST,4,3,3
NU188_YEAST,5,1,4
SC6B1_YEAST,2,2,6
SC6B2_YEAST,3,1,4
NUP84_YEAST,12,2,5
ACS2_YEAST,3,4,3
VPS4_YEAST,20,4,9
NBP35_YEAST,2,6,5
PIP2_YEAST,7,4,3
CWH41_YEAST,4,1,2
PAN2_YEAST,3,3,3
SEH1_YEAST,6,1,6
SCS3_YEAST,7,2,3
SUT1_YEAST,6,3,2
MIG2_YEAST,4,3,3
PSD2_YEAST,4,2,4
TEL2_YEAST,6,2,4
YIP1_YEAST,4,0,5
TAF6_YEAST,6,7,5
PPT1_YEAST,0,3,3
UFD1_YEAST,11,2,7
ERG25_YEAST,1,2,2
MAL11_YEAST,6,4,2
YOR1_YEAST,2,5,2
MALX3_YEAST,3,5,1
ZIP2_YEAST,7,2,4
DXO_YEAST,10,7,4
RTF1_YEAST,13,3,3
IMB5_YEAST,3,2,5
APC10_YEAST,7,1,2
VID30_YEAST,4,0,3
COG1_YEAST,4,1,2
BOL2_YEAST,5,2,4
MDM34_YEAST,5,1,6
KIP3_YEAST,13,5,7
CTU1_YEAST,4,2,4
ARO8_YEAST,6,4,1
MCM6_YEAST,7,5,10
YIP4_YEAST,1,2,3
DSD1_YEAST,3,2,0
HOS2_YEAST,7,2,5
ATG1_YEAST,14,5,9
AIM14_YEAST,3,2,3
PEX14_YEAST,1,3,2
MED5_YEAST,5,1,4
INO80_YEAST,12,5,4
HUL5_YEAST,7,2,4
SNT2_YEAST,5,4,5
MON1_YEAST,8,4,5
PRP43_YEAST,7,6,6
SLD3_YEAST,5,1,4
CUE3_YEAST,3,2,2
RMD9_YEAST,7,2,2
MLC1_YEAST,8,4,9
YGK1_YEAST,1,3,2
LSG1_YEAST,3,3,4
USE1_YEAST,3,1,4
KNL1_YEAST,7,1,6
LIF1_YEAST,1,1,4
MMS2_YEAST,5,1,5
GUP1_YEAST,3,1,4
MPC1_YEAST,1,1,3
MPS2_YEAST,5,1,8
MNP1_YEAST,2,2,4
NPY1_YEAST,5,4,3
SGF73_YEAST,9,2,5
MRH4_YEAST,3,4,3
DUO1_YEAST,6,0,5
PDK2_YEAST,3,3,2
ERV14_YEAST,5,1,5
MST27_YEAST,4,0,6
ALG13_YEAST,1,2,6
PNC1_YEAST,4,2,4
PIB2_YEAST,2,4,2
GET1_YEAST,5,2,6
JAC1_YEAST,7,2,4
COG7_YEAST,3,0,4
RPN14_YEAST,2,1,4
CDH1_YEAST,8,3,3
ERG26_YEAST,1,4,2
SWC4_YEAST,6,1,4
CUL3_YEAST,5,2,3
NMA2_YEAST,1,3,1
SNU71_YEAST,2,1,6
EAT1_YEAST,1,3,1
THG1_YEAST,2,5,2
POP6_YEAST,6,3,5
IMO32_YEAST,1,3,1
CAX4_YEAST,3,2,3
ORM1_YEAST,5,0,3
TAM41_YEAST,2,1,3
RSC1_YEAST,7,1,2
PEF1_YEAST,3,2,6
TWF1_YEAST,7,2,3
SLX9_YEAST,3,1,5
PIL1_YEAST,4,1,8
UTP22_YEAST,6,1,7
DRN1_YEAST,1,2,3
RRP46_YEAST,11,1,5
PCP1_YEAST,2,1,1
PESC_YEAST,5,4,5
VOA1_YEAST,5,1,6
CLD1_YEAST,4,2,2
SHY1_YEAST,1,1,4
DAM1_YEAST,8,2,5
COG2_YEAST,6,0,3
UTP8_YEAST,4,2,5
SYF2_YEAST,1,0,7
LSB1_YEAST,1,0,3
BTN2_YEAST,6,3,5
RAGCD_YEAST,11,2,9
PUS6_YEAST,2,3,2
ATF2_YEAST,3,2,4
PBP1_YEAST,8,2,6
CENPQ_YEAST,3,0,2
TIM13_YEAST,1,2,4
CRH1_YEAST,3,2,5
ZPR1_YEAST,3,3,2
AP18B_YEAST,4,5,6
MPC3_YEAST,1,1,4
CPD1_YEAST,1,1,2
NOP19_YEAST,5,0,5
COQ6_YEAST,1,6,3
BUD32_YEAST,8,5,6
SAY1_YEAST,2,1,6
ASCC3_YEAST,6,5,3
RT102_YEAST,5,1,4
SCW4_YEAST,3,3,5
PXR1_YEAST,3,3,3
TBG_YEAST,9,2,9
MKC7_YEAST,3,1,5
OGG1_YEAST,5,4,2
TOM7_YEAST,2,0,3
SSU72_YEAST,9,5,2
SPC98_YEAST,7,1,10
SPO1_YEAST,5,2,9
PRS10_YEAST,6,5,4
DCP2_YEAST,6,5,5
H1_YEAST,6,9,4
THO2_YEAST,9,2,6
SUCA_YEAST,3,3,3
SSK2_YEAST,6,4,5
MSO1_YEAST,4,0,9
CAN_YEAST,3,2,3
SUN4_YEAST,4,1,4
NRD1_YEAST,8,4,2
COPA_YEAST,5,2,2
SNF12_YEAST,4,1,4
PAP2_YEAST,20,5,4
PRA1_YEAST,0,0,7
HST1_YEAST,10,5,3
HST2_YEAST,2,5,2
HST3_YEAST,5,4,3
HST4_YEAST,8,4,5
PPID_YEAST,3,4,2
DUS2_YEAST,4,4,2
RCF2_YEAST,2,0,3
ATP23_YEAST,2,2,2
MPP6_YEAST,5,2,2
ZNG1_YEAST,2,5,1
ALG12_YEAST,3,2,2
ARPC2_YEAST,8,4,3
DBP6_YEAST,3,4,3
TR112_YEAST,8,1,8
FPK1_YEAST,5,5,4
YN8S_YEAST,1,0,5
BRE5_YEAST,7,2,6
NOG2_YEAST,2,3,4
ESF2_YEAST,5,2,3
FRE4_YEAST,4,3,1
ENG1_YEAST,3,2,6
DUS1_YEAST,2,5,1
CWC24_YEAST,3,2,3
CAF40_YEAST,3,0,3
WSC2_YEAST,3,1,7
POP3_YEAST,6,0,4
BOR1_YEAST,5,2,5
GOR1_YEAST,1,6,4
TOF1_YEAST,8,1,4
IST1_YEAST,3,1,2
PDR17_YEAST,9,1,6
YIF1_YEAST,2,0,4
LTO1_YEAST,1,0,3
DSL1_YEAST,5,0,6
FOL1_YEAST,3,6,4
VPS75_YEAST,4,4,4
ATG2_YEAST,10,3,8
CSL4_YEAST,8,1,6
PDR16_YEAST,5,3,8
CNM67_YEAST,6,1,5
SQS1_YEAST,3,2,6
ATG4_YEAST,11,2,5
ALG9_YEAST,3,4,2
DUG3_YEAST,2,3,2
PGA14_YEAST,1,0,3
UBP10_YEAST,3,1,5
IPI3_YEAST,5,1,4
RHO5_YEAST,9,3,9
APC1_YEAST,8,2,4
BNI5_YEAST,3,2,3
RIA1_YEAST,1,3,3
CBK1_YEAST,8,5,11
ASI2_YEAST,3,0,3
PGA1_YEAST,3,1,4
IGO1_YEAST,6,2,3
CUZ1_YEAST,4,2,2
PFD4_YEAST,4,2,2
INN1_YEAST,4,1,6
TBCB_YEAST,2,2,3
LSM7_YEAST,6,1,13
ADE_YEAST,5,2,2
EAF7_YEAST,6,0,3
NAT10_YEAST,5,5,4
NRK1_YEAST,4,4,2
FAR11_YEAST,6,0,5
NAF1_YEAST,4,1,3
NM111_YEAST,6,2,1
CTU2_YEAST,6,3,2
DMA2_YEAST,9,3,6
NOP15_YEAST,2,2,4
AF9_YEAST,6,1,6
APP1_YEAST,1,1,1
NST1_YEAST,2,0,2
NIS1_YEAST,3,1,6
APJ1_YEAST,3,5,6
IMP4_YEAST,3,3,5
RNH2A_YEAST,2,3,3
AQR1_YEAST,3,4,4
VAC7_YEAST,5,1,5
COG5_YEAST,3,1,3
ALG11_YEAST,3,2,1
SLM2_YEAST,8,1,2
COG6_YEAST,3,0,2
SIW14_YEAST,3,6,2
CRZ1_YEAST,11,4,2
SAM50_YEAST,3,2,3
RCM1_YEAST,1,2,2
HDA1_YEAST,4,3,2
ARK1_YEAST,4,5,3
EF3B_YEAST,3,4,1
PYP1_YEAST,2,6,2
ASI3_YEAST,4,3,3
SUB1_YEAST,13,3,4
SUR7_YEAST,6,0,6
KTR6_YEAST,6,2,4
ASI1_YEAST,4,3,3
PUR91_YEAST,2,2,1
ALDH6_YEAST,4,3,2
MPS1_YEAST,10,8,4
RL15B_YEAST,2,2,5
ERG5_YEAST,2,5,2
ALO_YEAST,2,2,2
ORC1_YEAST,6,6,5
MOT3_YEAST,6,4,3
ZDS2_YEAST,4,0,3
VPS9_YEAST,5,3,3
ORC3_YEAST,3,2,5
ORC4_YEAST,3,1,5
TMEDA_YEAST,4,1,8
HXT15_YEAST,5,4,2
TGL2_YEAST,2,1,2
UFD2_YEAST,7,1,3
DNM1_YEAST,13,4,7
HXT11_YEAST,3,5,2
SLG1_YEAST,9,1,6
RUXF_YEAST,6,3,12
LSM3_YEAST,5,1,12
ACT_YEAST,10,4,9
ATP9_YEAST,1,3,5
H3_YEAST,9,4,5
ERI1_YEAST,3,1,3
DID2_YEAST,6,0,4
DAD3_YEAST,6,0,4
DAD4_YEAST,6,0,4
HSK3_YEAST,6,0,4
PURA_YEAST,3,4,1
ARP4_YEAST,7,3,6
PEX13_YEAST,1,2,2
TOM5_YEAST,4,0,3
ATPJ_YEAST,3,2,3
ATP18_YEAST,3,1,4
TIM10_YEAST,1,3,5
SEC5_YEAST,6,0,7
CTR9_YEAST,14,5,3
GPD1_YEAST,6,4,4
RHO3_YEAST,7,3,3
RHO4_YEAST,7,3,6
2ABA_YEAST,12,1,8
AP2S_YEAST,3,0,6
NUM1_YEAST,6,2,5
SEN1_YEAST,15,8,7
NAM8_YEAST,4,1,7
RAD25_YEAST,9,7,6
RAGAB_YEAST,14,3,8
PGTA_YEAST,3,2,4
CDC14_YEAST,17,3,10
SDHA_YEAST,3,3,4
TPS1_YEAST,5,2,2
SLT2_YEAST,16,5,7
AP1M1_YEAST,4,1,4
REG1_YEAST,4,1,4
RU17_YEAST,2,2,5
STP1_YEAST,4,4,3
ACAC_YEAST,5,8,4
RPA49_YEAST,8,2,3
MCE1_YEAST,3,3,2
ARG56_YEAST,4,5,2
BCK1_YEAST,8,6,3
HPC2_YEAST,6,0,3
CTF4_YEAST,8,2,5
UBP2_YEAST,7,2,3
UBP3_YEAST,9,2,5
COX12_YEAST,4,1,5
BLH1_YEAST,5,8,2
NOP3_YEAST,6,7,4
ACS1_YEAST,3,4,4
SED1_YEAST,2,1,6
SED5_YEAST,7,2,7
CIK1_YEAST,5,3,5
MAP1_YEAST,2,4,3
GCR2_YEAST,5,2,3
TIM44_YEAST,2,3,5
RS15_YEAST,3,2,3
ATN2_YEAST,5,7,2
KIN4_YEAST,5,5,3
MRS2_YEAST,1,2,2
PRS8_YEAST,7,5,4
MTD1_YEAST,4,2,2
SKO1_YEAST,4,7,2
UBC7_YEAST,5,3,6
NUP49_YEAST,9,5,5
OSH6_YEAST,8,10,6
MEH1_YEAST,9,0,6
RSC4_YEAST,3,3,2
FOX2_YEAST,1,4,1
PVH1_YEAST,8,3,3
SMD1_YEAST,6,2,18
RL6A_YEAST,2,2,2
ADA2_YEAST,6,4,6
UTP6_YEAST,5,3,5
MLP1_YEAST,9,4,4
TBF1_YEAST,4,6,2
ABF2_YEAST,3,2,4
RNT1_YEAST,11,2,3
MEC3_YEAST,9,1,4
NU100_YEAST,12,4,5
NU116_YEAST,10,5,5
NACB1_YEAST,5,1,4
DYL1_YEAST,7,1,7
RMI1_YEAST,6,3,4
ULP1_YEAST,3,2,3
VTC3_YEAST,7,2,7
CENPP_YEAST,7,0,3
IRC15_YEAST,6,4,4
VPS28_YEAST,5,1,4
RPM2_YEAST,7,2,5
SHR3_YEAST,4,1,3
SLU7_YEAST,1,2,2
TIM50_YEAST,4,2,3
GLRX5_YEAST,7,3,3
PDR12_YEAST,1,4,2
XRN2_YEAST,12,4,4
SKI8_YEAST,8,0,3
STD1_YEAST,6,1,2
OSTD_YEAST,1,1,2
ARL3_YEAST,4,2,3
ROD1_YEAST,4,2,3
IMA1_YEAST,5,4,8
ELP4_YEAST,3,1,4
ATG21_YEAST,8,3,6
INA17_YEAST,1,0,4
PNG1_YEAST,3,2,5
NOG1_YEAST,4,3,3
YDC1_YEAST,2,1,3
ELP3_YEAST,3,4,4
UTP17_YEAST,4,3,7
RNY1_YEAST,4,3,5
TFB2_YEAST,3,2,3
BECN1_YEAST,14,2,10
RT51_YEAST,2,1,3
HOS3_YEAST,3,1,4
FRK1_YEAST,3,5,2
UME1_YEAST,10,2,5
SPP1_YEAST,4,3,4
ESP1_YEAST,10,1,7
ISU1_YEAST,3,5,4
FDC1_YEAST,3,2,1
COFI_YEAST,5,1,5
DIG1_YEAST,6,1,3
SGF11_YEAST,2,3,4
ELOC_YEAST,4,1,4
MET31_YEAST,5,3,3
EST3_YEAST,2,3,4
ERO1_YEAST,1,3,2
RSC9_YEAST,6,1,2
NRG1_YEAST,8,5,3
SNO1_YEAST,7,2,3
SNZ1_YEAST,5,2,1
MUB1_YEAST,4,1,2
PIR1_YEAST,2,1,4
PIR3_YEAST,1,1,2
RLI1_YEAST,7,5,2
HOT1_YEAST,4,3,1
PGM3_YEAST,4,2,2
TOM1_YEAST,12,2,3
TFB3_YEAST,6,2,2
RMT2_YEAST,1,1,2
VPS16_YEAST,9,1,6
TLG1_YEAST,8,2,9
GCN5_YEAST,5,7,7
TRS31_YEAST,4,0,6
DIG2_YEAST,5,1,2
VPS72_YEAST,3,2,4
VPS60_YEAST,3,0,4
SLD5_YEAST,3,0,6
PKH1_YEAST,7,4,2
VPS71_YEAST,3,2,3
YM12B_YEAST,5,8,2
NHP10_YEAST,5,2,2
MSC2_YEAST,4,1,5
RPN4_YEAST,5,2,2
EBS1_YEAST,3,2,4
YD22B_YEAST,5,8,2
THADA_YEAST,3,0,1
STE20_YEAST,22,8,5
NAA30_YEAST,2,2,3
SCS7_YEAST,5,7,3
HAS1_YEAST,7,6,5
TDA1_YEAST,2,7,2
GOT1_YEAST,3,0,6
GATA_YEAST,3,2,2
OYE2_YEAST,1,2,3
YE11B_YEAST,5,8,2
YE12B_YEAST,5,8,2
BET5_YEAST,4,0,7
WAR1_YEAST,2,4,2
TCB3_YEAST,6,4,5
MGL2_YEAST,3,4,0
CEF1_YEAST,2,1,4
GAS3_YEAST,2,1,5
SKY1_YEAST,10,5,3
TR130_YEAST,5,0,4
PLB2_YEAST,2,2,7
MTND_YEAST,2,4,2
ANY1_YEAST,2,0,9
CLU_YEAST,1,2,2
ROT1_YEAST,8,1,2
CCE1_YEAST,1,5,2
CG121_YEAST,6,1,5
RCF1_YEAST,3,0,3
USA1_YEAST,3,2,3
OST6_YEAST,2,1,3
BUL2_YEAST,4,1,3
TAF12_YEAST,5,7,5
GIR2_YEAST,5,1,1
ENT5_YEAST,5,3,6
ACL4_YEAST,4,3,3
TRM82_YEAST,3,1,5
RIFK_YEAST,4,3,4
TRS23_YEAST,5,0,7
VHS1_YEAST,3,5,2
NUP53_YEAST,11,4,5
ATG16_YEAST,8,2,8
MSS11_YEAST,5,0,2
GIS1_YEAST,5,5,4
MSH6_YEAST,4,6,3
GLRX3_YEAST,3,5,4
YD11B_YEAST,5,8,2
ARX1_YEAST,2,2,5
SPO71_YEAST,2,1,1
WDR59_YEAST,4,1,3
FIN1_YEAST,5,2,10
MTQ2_YEAST,4,4,5
DOP1_YEAST,7,1,7
RUVB1_YEAST,6,4,6
CAB5_YEAST,2,2,7
VPS64_YEAST,5,0,5
SPC19_YEAST,6,0,4
CTK1_YEAST,9,5,7
HMO1_YEAST,11,3,7
SCC2_YEAST,12,2,7
SAS4_YEAST,1,2,4
YHM2_YEAST,4,2,3
SYF1_YEAST,2,0,8
POLH_YEAST,6,3,4
SNX41_YEAST,3,2,3
RPN9_YEAST,3,1,5
EIF3G_YEAST,4,2,5
GPI17_YEAST,2,0,5
GPI19_YEAST,2,1,4
LRS4_YEAST,7,0,3
DOT1_YEAST,13,4,3
ECM11_YEAST,7,0,3
PPN1_YEAST,2,4,5
TSA2_YEAST,8,2,2
NHX1_YEAST,5,2,6
MUS81_YEAST,7,5,2
SXM1_YEAST,2,2,5
UTP5_YEAST,3,0,5
HPRT_YEAST,5,4,2
URH1_YEAST,7,5,3
SIZ1_YEAST,4,4,4
CAC2_YEAST,5,0,5
YM13B_YEAST,5,8,2
DHR1_YEAST,3,5,5
TAF11_YEAST,3,2,2
UBX2_YEAST,5,2,8
TYW2_YEAST,3,4,1
PDS5_YEAST,9,1,5
VPS20_YEAST,7,0,6
UTP15_YEAST,4,1,6
RPC10_YEAST,4,3,4
VMS1_YEAST,5,4,5
GYL1_YEAST,4,1,8
VTI1_YEAST,13,2,11
HNT1_YEAST,1,2,2
SPO20_YEAST,6,4,5
PEX9_YEAST,2,1,3
PEX12_YEAST,7,5,3
ARMT1_YEAST,1,4,2
TAP42_YEAST,5,1,2
PUF6_YEAST,4,5,6
LCD1_YEAST,7,1,4
LPP1_YEAST,2,3,2
SDHF3_YEAST,4,0,3
EMI2_YEAST,7,5,3
GRH1_YEAST,5,1,7
PANK_YEAST,3,2,3
ZWINT_YEAST,3,0,7
HSP31_YEAST,4,2,3
KU80_YEAST,9,7,2
MYO5_YEAST,11,5,9
HFD1_YEAST,5,3,7
EUC1_YEAST,2,3,3
MGR3_YEAST,3,1,3
SPC24_YEAST,4,1,4
SEC13_YEAST,13,1,9
PFD5_YEAST,6,2,2
UTP14_YEAST,4,1,3
UFO1_YEAST,5,1,3
APC4_YEAST,6,0,4
DPB4_YEAST,8,3,4
SWF1_YEAST,6,2,6
POB3_YEAST,6,1,3
ITT1_YEAST,6,3,2
ERV41_YEAST,3,1,6
CSM3_YEAST,8,1,4
