Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
COG2_YEAST,6,0,3
FA53C_HUMAN,1,0,1
TFR1_HUMAN,31,9,24
YI167_YEAST,1,1,1
GPX3_HUMAN,2,3,3
FNTA_YEAST,2,3,3
PARPT_HUMAN,16,6,1
SIA10_HUMAN,5,3,3
AMPD3_HUMAN,4,2,4
FFAR1_HUMAN,11,3,1
SRPK3_HUMAN,7,4,2
TMM89_HUMAN,0,0,2
DNLI4_HUMAN,35,6,8
YL285_YEAST,0,0,0
F110A_HUMAN,1,0,6
SH3L3_HUMAN,1,0,5
PTSS1_HUMAN,1,3,2
NP1L3_HUMAN,1,2,2
TDRD9_HUMAN,8,5,3
WTM1_YEAST,8,2,4
RBM7_HUMAN,3,5,2
CNDP1_HUMAN,2,4,2
TVAM2_HUMAN,2,0,1
PFKAP_HUMAN,4,9,6
ADAP2_HUMAN,2,7,4
YOR97_YEAST,0,0,1
YD413_YEAST,0,0,1
DCAM_YEAST,3,1,3
S26A4_HUMAN,7,7,5
TRPV6_HUMAN,7,4,2
YL64A_YEAST,0,0,0
KMT5B_HUMAN,5,8,3
TDH_HUMAN,0,0,1
MMS19_HUMAN,3,5,10
NPY_HUMAN,12,5,5
CONA1_HUMAN,1,3,7
LIPK_HUMAN,2,1,2
KYNU_HUMAN,9,4,4
SHLB1_HUMAN,17,4,9
OR2D3_HUMAN,1,2,1
ANR62_HUMAN,0,0,0
CL20A_HUMAN,0,1,0
SIRB2_HUMAN,0,0,1
NB5R5_HUMAN,1,1,2
ITIH2_HUMAN,2,3,5
EDS1_YEAST,1,3,1
TPST2_HUMAN,2,2,3
CL037_HUMAN,0,0,0
MKRN4_HUMAN,2,2,0
ELYS_HUMAN,6,1,11
SSY1_YEAST,2,1,3
FBX42_HUMAN,0,1,1
FTM_HUMAN,20,1,14
OPA3_HUMAN,2,0,1
HSP60_YEAST,10,7,6
KNG1_HUMAN,9,5,8
FAS_HUMAN,13,11,8
CXG1_HUMAN,12,4,8
TNR14_HUMAN,12,4,2
ACADL_HUMAN,10,5,4
CC033_HUMAN,2,0,3
MSRA_HUMAN,5,2,9
TBPL1_HUMAN,5,3,3
TDRD1_HUMAN,6,1,6
BIK1_YEAST,10,2,9
MCUB_HUMAN,7,1,7
TS1R2_HUMAN,4,3,4
CAR14_HUMAN,6,1,4
ZMYM4_HUMAN,2,2,0
2ABB_HUMAN,1,1,5
EMAL1_HUMAN,5,3,6
CTI6_YEAST,6,2,3
CFTR_HUMAN,21,17,18
MO4L2_HUMAN,7,0,5
SGCB_HUMAN,7,0,6
MRGRD_HUMAN,1,1,2
EXO1_YEAST,8,5,2
RAB3A_HUMAN,30,5,19
O51F1_HUMAN,0,2,1
LRC55_HUMAN,2,3,2
METC_YEAST,4,2,0
NBPF6_HUMAN,0,0,1
PRA15_HUMAN,4,0,0
CASS4_HUMAN,7,1,3
ZN506_HUMAN,1,3,1
ELOA2_HUMAN,3,0,2
AHC1_YEAST,3,0,3
IFNA7_HUMAN,13,2,2
CERS3_HUMAN,5,2,2
CC50B_HUMAN,3,1,4
CUZD1_HUMAN,3,0,4
ZN675_HUMAN,12,5,2
LIPA_YEAST,2,3,1
LEG7_HUMAN,2,1,4
CASK_HUMAN,2,0,2
H2AX_HUMAN,14,8,12
CARL2_HUMAN,12,2,10
C2G1P_HUMAN,0,4,0
NP5_HUMAN,0,0,1
SNR40_HUMAN,4,1,9
AJAP1_HUMAN,4,3,7
GIS1_YEAST,5,5,4
LDH6A_HUMAN,2,1,3
KLH25_HUMAN,6,1,3
TENR_HUMAN,22,0,9
PAR16_HUMAN,7,8,6
UBN2_HUMAN,1,0,3
AAD14_YEAST,1,1,0
TM45B_HUMAN,1,0,3
KAD2_YEAST,7,3,4
MGT4D_HUMAN,4,1,5
SRG2C_HUMAN,8,2,1
CSN7B_HUMAN,3,0,5
GPR15_HUMAN,4,3,3
YCA2_YEAST,0,0,3
NLRC3_HUMAN,17,2,5
MY18B_HUMAN,4,3,7
HFL1_YEAST,1,0,3
YU004_HUMAN,0,0,0
CACL1_HUMAN,4,2,0
VPS41_YEAST,13,1,4
DB119_HUMAN,3,1,1
TKT_HUMAN,5,5,7
SNX22_HUMAN,1,1,1
RDUR_HUMAN,0,0,0
CK2N2_HUMAN,0,2,3
PASD1_HUMAN,4,2,4
FEZF1_HUMAN,10,4,2
F185A_HUMAN,0,0,1
XPO5_HUMAN,4,7,6
SHRM1_HUMAN,2,2,5
6PGD2_YEAST,2,2,2
ZN676_HUMAN,1,3,1
MMSA_HUMAN,6,3,3
IDH2_YEAST,3,4,3
TOPRS_HUMAN,19,7,11
SYP1_YEAST,6,2,12
ZN322_HUMAN,2,3,3
CSN4_HUMAN,3,1,8
PTHY_HUMAN,36,5,2
PDE10_HUMAN,4,8,1
NBPFE_HUMAN,0,0,1
VIGLN_HUMAN,2,4,4
GNL3L_HUMAN,8,2,5
CP081_HUMAN,0,0,0
SRPR_YEAST,2,4,4
GBRE_HUMAN,6,2,9
IF2B_HUMAN,6,6,4
ZN670_HUMAN,3,3,1
AT10D_HUMAN,3,5,6
AP1G1_HUMAN,13,5,17
SURF2_HUMAN,0,0,4
PAM1_YEAST,1,0,4
LIAS_HUMAN,6,3,2
KI18A_HUMAN,9,7,12
RPP14_HUMAN,1,2,3
FKH2_YEAST,11,8,2
ZN134_HUMAN,3,3,1
CCNG2_HUMAN,3,1,3
YN097_YEAST,0,0,0
GBB_YEAST,8,6,7
KLH17_HUMAN,3,3,6
COXM1_YEAST,1,1,3
ZNF26_HUMAN,1,3,1
ATRX_HUMAN,23,11,10
O52D1_HUMAN,1,2,2
SNO4_YEAST,2,1,2
ASCL4_HUMAN,2,3,2
ZDHC9_HUMAN,7,3,7
CGB3_HUMAN,6,1,4
AL3B2_HUMAN,5,3,2
TLXNB_HUMAN,0,0,0
S11IP_HUMAN,1,1,5
RTP2_HUMAN,3,2,2
GCYA1_HUMAN,10,4,4
DPOD2_YEAST,10,2,4
PPID_HUMAN,13,7,5
OXLA_HUMAN,13,3,5
O10W1_HUMAN,0,3,1
NAGS_HUMAN,3,1,2
LATS1_HUMAN,24,7,9
GPR55_HUMAN,6,2,1
KR241_HUMAN,0,1,2
AIRE_HUMAN,12,6,5
WNT3_HUMAN,26,4,9
CCG6_HUMAN,2,2,3
VCX3B_HUMAN,1,0,2
ZFX_HUMAN,10,4,4
CDN2C_HUMAN,8,2,3
HES1_YEAST,6,3,4
COX16_HUMAN,1,0,2
COX7C_HUMAN,3,0,4
TPX2_HUMAN,8,3,10
DPOD2_HUMAN,5,1,4
CMI2C_HUMAN,1,0,4
YJ255_YEAST,0,0,1
ZIP1_YEAST,8,1,4
PPT2_YEAST,2,2,1
CLD11_HUMAN,6,2,8
CAF20_YEAST,4,2,1
UTP25_YEAST,3,2,4
ZN229_HUMAN,1,3,1
S4A7_HUMAN,8,3,5
VPS16_HUMAN,7,1,12
CP2E1_HUMAN,12,14,4
COX41_HUMAN,3,1,8
NTM1_YEAST,2,1,2
CT191_HUMAN,0,0,0
TFDP1_HUMAN,10,5,7
VPS36_YEAST,8,3,2
GATD1_HUMAN,3,2,2
MIL1_YEAST,1,2,4
HXA11_HUMAN,28,3,5
TEX54_HUMAN,0,0,0
TNR6B_HUMAN,5,1,3
O10J6_HUMAN,1,2,1
ITR2_YEAST,2,2,4
TJAP1_HUMAN,1,0,5
E2F3_HUMAN,8,9,4
RLA0_YEAST,2,2,3
RN207_HUMAN,5,4,1
POP7_HUMAN,3,3,8
SGSM3_HUMAN,6,2,2
GRIA1_HUMAN,38,21,34
YD009_YEAST,0,0,2
PGRP3_HUMAN,9,5,3
YL019_YEAST,0,0,0
MEH1_YEAST,9,0,6
S66A2_HUMAN,2,0,4
AP5B1_HUMAN,3,0,4
ALKL2_HUMAN,4,4,3
MEST_HUMAN,1,1,3
BFAR_HUMAN,9,4,4
YGR96_YEAST,0,0,1
LRC43_HUMAN,1,1,1
EFCB6_HUMAN,1,1,3
SIF2_YEAST,7,1,3
SIM17_HUMAN,0,0,1
ORN_YEAST,4,3,1
CYTS_HUMAN,3,1,4
SYCE3_HUMAN,9,0,3
NCBP1_YEAST,9,2,4
ZNF25_HUMAN,1,3,1
EDF1_HUMAN,5,5,5
AN13B_HUMAN,1,1,6
GPR84_HUMAN,1,1,4
MYO19_HUMAN,6,7,8
H11_HUMAN,5,5,7
IFNA2_HUMAN,23,2,3
O56B4_HUMAN,0,2,1
YKD3A_YEAST,0,4,0
POTE1_HUMAN,15,8,4
CCD25_HUMAN,1,1,2
CCNA1_HUMAN,4,1,9
ILDR1_HUMAN,9,2,6
TVB57_HUMAN,2,0,2
KI2LA_HUMAN,1,0,1
RED2_HUMAN,3,7,2
RGI2_YEAST,1,0,1
CTBP1_HUMAN,10,11,6
RRAAH_YEAST,1,3,0
CYC_HUMAN,5,3,6
ITGBL_HUMAN,3,1,5
EIF3J_YEAST,4,1,4
PLS5_HUMAN,1,1,1
ALG5_YEAST,1,1,1
HXC5_HUMAN,3,3,4
T184B_HUMAN,0,0,1
EIF3K_HUMAN,3,3,6
MT4_HUMAN,5,1,2
AP180_HUMAN,5,5,4
ELL_HUMAN,7,2,8
RGF1A_HUMAN,3,1,2
RRP3_YEAST,3,5,4
ATX2_HUMAN,6,3,8
KS6B1_HUMAN,42,11,11
TEX14_HUMAN,9,3,5
CCNE1_HUMAN,11,3,6
AP1M1_YEAST,4,1,4
GPR20_HUMAN,2,1,3
ZBT32_HUMAN,3,6,3
IL13_HUMAN,31,2,4
NADE_HUMAN,2,3,2
CMTA1_HUMAN,5,3,3
VGLL2_HUMAN,3,1,2
YO11A_YEAST,1,1,1
OR1FC_HUMAN,1,2,1
ABC3G_HUMAN,11,5,6
ASA1_YEAST,1,0,1
DEFM_HUMAN,5,2,1
BEM2_YEAST,4,3,8
TNIK_HUMAN,14,5,11
PKHG6_HUMAN,1,2,6
SFTA3_HUMAN,1,0,6
SPNS3_HUMAN,1,1,1
KRA62_HUMAN,1,1,2
FRMSR_YEAST,1,1,3
MCTP2_HUMAN,2,1,4
YL11B_YEAST,5,8,2
NUD12_HUMAN,8,7,4
ATM_YEAST,8,7,4
GIN11_YEAST,0,0,0
YBR4_YEAST,0,0,1
F163B_HUMAN,0,0,1
DOPO_HUMAN,23,4,13
PDE1A_HUMAN,4,6,2
ENP1_YEAST,4,1,6
RBY1D_HUMAN,3,1,3
YI004_HUMAN,0,0,1
PELI2_HUMAN,5,2,1
NRAP_HUMAN,1,5,3
CAN10_HUMAN,9,3,4
RFC4_YEAST,7,3,6
KIF5A_HUMAN,8,6,10
O2T10_HUMAN,1,2,1
O10AD_HUMAN,1,2,1
RBM20_HUMAN,7,5,2
ZAR1L_HUMAN,3,2,3
DCS2_YEAST,9,5,4
PPB1_HUMAN,0,3,3
TVB68_HUMAN,2,0,2
LTOR4_HUMAN,6,0,6
GOGA1_HUMAN,0,0,6
CSK_HUMAN,15,9,5
M3K13_HUMAN,11,12,2
ZDH16_HUMAN,6,2,2
MT1H_HUMAN,6,2,2
YM14B_YEAST,5,8,2
SPR2A_HUMAN,3,1,6
CRNS1_HUMAN,2,5,1
ZN138_HUMAN,1,3,1
GNAI3_HUMAN,7,6,11
BMX_HUMAN,10,4,4
PAFA2_HUMAN,3,3,2
IMA3_HUMAN,4,2,6
PDGFC_HUMAN,14,3,9
YFAS1_YEAST,0,0,1
TVA35_HUMAN,2,0,1
ZFP62_HUMAN,1,3,1
YD18A_YEAST,0,0,0
RPF1_YEAST,5,1,2
TRIMM_HUMAN,4,3,1
TCPB_HUMAN,10,6,8
SLX9_YEAST,3,1,5
CAYP2_HUMAN,0,1,0
SWM2_YEAST,2,0,1
PIGY_HUMAN,1,0,3
PAEP_HUMAN,4,1,1
AATC_YEAST,5,3,2
FGFP1_HUMAN,9,3,4
GNMT_HUMAN,10,5,1
HPH1_YEAST,3,0,2
T23O_HUMAN,5,6,1
UB2R1_HUMAN,12,3,4
PRDM8_HUMAN,5,5,3
PRCA1_HUMAN,2,2,0
RL18A_HUMAN,2,2,5
RB27B_HUMAN,5,6,15
YD15B_YEAST,5,8,2
PKH2_YEAST,7,5,2
CLD18_HUMAN,16,2,4
Z585A_HUMAN,1,3,1
SLAF7_HUMAN,5,1,2
YKR18_YEAST,0,0,2
C5AR1_HUMAN,26,2,4
FRMD6_HUMAN,4,0,5
CT2NL_HUMAN,3,1,5
U119B_HUMAN,3,1,3
RE114_HUMAN,4,0,1
CF97D_HUMAN,1,0,0
IL3RA_HUMAN,2,3,3
SARM1_HUMAN,14,5,13
IGDC3_HUMAN,2,0,1
TRMB_HUMAN,6,3,6
SETBP_HUMAN,1,2,4
ANKY2_HUMAN,0,2,1
TBCE_HUMAN,10,2,2
CQ107_HUMAN,0,0,0
NONO_HUMAN,11,4,9
TVP15_YEAST,1,1,1
F90AD_HUMAN,0,0,0
MA13P_HUMAN,1,0,1
S5A1_HUMAN,34,5,4
ELP1_HUMAN,3,1,4
YM013_YEAST,0,0,0
KDM1A_HUMAN,32,19,7
RAD51_YEAST,15,9,4
FLR1_YEAST,1,2,4
MYLIP_HUMAN,9,4,3
TSN4_HUMAN,1,2,3
TBX21_HUMAN,17,7,3
AKAP4_HUMAN,9,1,13
FBX17_HUMAN,3,0,3
RIT1_YEAST,1,2,1
IDHH_YEAST,5,3,3
OR6V1_HUMAN,0,2,1
RL8B_YEAST,2,2,2
NFAM1_HUMAN,9,1,4
BARH2_HUMAN,6,4,2
ADAM7_HUMAN,5,1,1
VPS15_YEAST,11,5,10
BAGE3_HUMAN,0,0,1
CSE1_YEAST,5,2,3
SPHK1_HUMAN,39,11,11
OR1K1_HUMAN,1,3,2
DSE3_YEAST,0,0,3
SKP2_YEAST,3,1,2
NXPH4_HUMAN,2,1,2
TEAN2_HUMAN,1,0,1
SIAT9_HUMAN,3,3,2
YD381_YEAST,3,0,3
ZN136_HUMAN,2,3,1
O52Z1_HUMAN,0,2,1
YCH5_YEAST,0,0,0
CUL8_YEAST,10,2,4
1433S_HUMAN,26,6,5
CLGN_HUMAN,5,3,3
YP107_YEAST,0,0,1
PKHG2_HUMAN,1,2,1
PATL2_HUMAN,4,1,3
HEAT4_HUMAN,0,1,0
ALDH2_HUMAN,7,6,3
CC125_HUMAN,3,1,1
TR10D_HUMAN,3,2,2
RFIP4_HUMAN,4,3,9
SYT13_HUMAN,1,5,4
MFI_HUMAN,2,0,2
UBE4B_HUMAN,6,2,3
DYH10_HUMAN,1,5,4
YA075_YEAST,1,1,0
MTSS1_HUMAN,13,5,5
GRM6_HUMAN,10,4,6
H2A3_HUMAN,3,4,3
IGIP_HUMAN,0,0,1
OR6B2_HUMAN,0,3,2
O10H2_HUMAN,1,2,1
TMM99_HUMAN,0,0,1
PTR2_YEAST,5,3,3
NALP7_HUMAN,6,5,1
BL1S1_HUMAN,12,0,10
BTNLA_HUMAN,2,1,1
YE152_YEAST,0,0,0
ZN208_HUMAN,1,3,1
YCE6_YEAST,0,0,0
CC4L_HUMAN,5,2,1
HASP_HUMAN,6,5,6
TSBP1_HUMAN,0,0,2
CPLN2_HUMAN,13,2,5
S36A4_HUMAN,6,4,3
RPAB1_YEAST,14,2,5
FUCO_HUMAN,4,1,7
MOT14_HUMAN,1,2,1
RGDSR_HUMAN,1,1,2
SRTD4_HUMAN,0,0,1
PI2R_HUMAN,8,2,2
MTG2_HUMAN,3,3,4
PDXK_HUMAN,4,9,7
PP2C4_YEAST,1,3,1
ZNT7_HUMAN,2,2,9
TGL4_YEAST,5,4,1
RT08_YEAST,1,1,3
MIT1_YEAST,0,1,2
ANR39_HUMAN,0,0,0
PROF2_HUMAN,14,4,7
IL25_HUMAN,5,2,2
DSE_HUMAN,5,2,5
PEF1_YEAST,3,2,6
PAXI_HUMAN,10,5,8
F133B_HUMAN,0,1,0
I18RA_HUMAN,8,4,2
ALG14_YEAST,1,1,6
ACSM1_HUMAN,8,10,4
MSH4_YEAST,1,3,3
ZSCA2_HUMAN,3,3,1
BAZ2B_HUMAN,2,2,2
DRD2_HUMAN,102,9,22
CCNO_HUMAN,6,1,6
RNF43_HUMAN,6,4,3
RBX1_YEAST,20,4,7
PFS2_YEAST,3,0,2
RCM1_YEAST,1,2,2
KDM4C_HUMAN,9,8,4
HOC1_YEAST,3,1,1
MINY4_HUMAN,2,2,0
CASP7_HUMAN,17,7,5
RBFA_HUMAN,1,0,1
GPAT1_HUMAN,19,1,4
OPSD_HUMAN,15,4,15
TALD3_HUMAN,3,0,5
KCC2D_HUMAN,28,10,10
FACD2_HUMAN,12,1,8
KAD8_HUMAN,2,5,5
PCGF5_HUMAN,3,2,7
TYW1B_HUMAN,1,4,0
TMCO4_HUMAN,0,0,1
PT117_HUMAN,1,0,1
NKX21_HUMAN,40,9,4
MARE2_HUMAN,8,4,7
MITOK_HUMAN,3,1,3
SNZ1_YEAST,5,2,1
KCNH1_HUMAN,6,3,10
SUV3_YEAST,5,4,3
CPXM1_HUMAN,1,2,1
ZN474_HUMAN,0,1,0
COG5_YEAST,3,1,3
DHTK1_HUMAN,3,3,3
ACTT1_HUMAN,3,1,3
XPO1_YEAST,8,8,5
PLCD4_HUMAN,4,4,5
Q0010_YEAST,0,0,1
YAL7_YEAST,0,0,1
CAHM6_HUMAN,2,2,2
OPT_HUMAN,5,1,2
MMP1_YEAST,2,2,4
RTC4_YEAST,0,0,2
NDJ1_YEAST,6,1,3
PMS1_YEAST,2,4,3
OBSCN_HUMAN,4,15,7
GBRG3_HUMAN,6,3,12
OR6B1_HUMAN,1,2,1
SIM38_HUMAN,0,0,1
SPR1_YEAST,3,1,6
RAB24_HUMAN,2,2,6
LTV1_YEAST,8,0,9
GPR19_HUMAN,1,1,2
MITD1_HUMAN,3,3,5
ESIP1_HUMAN,0,0,0
YL12B_YEAST,5,8,2
JLP1_YEAST,2,2,1
RHBL4_HUMAN,13,2,4
P20D1_HUMAN,8,5,2
RBY1E_HUMAN,3,1,3
PPT1_HUMAN,25,4,17
PTM1_YEAST,1,0,5
GILT_HUMAN,4,2,6
YDR10_YEAST,0,0,0
SLU7_YEAST,1,2,2
ZAP1_YEAST,3,4,1
BORC8_HUMAN,5,0,2
SIG16_HUMAN,3,2,1
OSH1_YEAST,5,3,12
DUS14_HUMAN,1,4,0
CORIN_HUMAN,6,2,5
STRCL_HUMAN,1,0,4
ERR3_HUMAN,6,10,2
RS11_HUMAN,3,3,12
CAB3_YEAST,1,3,3
REG2_YEAST,1,1,1
KLH15_HUMAN,4,1,2
ATG5_HUMAN,47,1,16
SSR2_HUMAN,11,3,3
GAK8_HUMAN,1,3,1
LV861_HUMAN,2,0,3
PA2G5_HUMAN,17,4,6
RBY1A_HUMAN,4,2,3
KLH24_HUMAN,4,0,6
GLYM_YEAST,4,2,2
SWAHD_HUMAN,0,0,0
VRK3_HUMAN,4,3,4
NRM1_YEAST,2,1,3
NNAT_HUMAN,3,0,1
WDR48_HUMAN,14,5,7
P4R3B_HUMAN,4,1,6
YL54F_YEAST,0,0,0
S100B_HUMAN,11,8,10
YGZG_YEAST,0,0,0
STRAB_HUMAN,5,2,5
ODPA_HUMAN,3,3,5
TVB58_HUMAN,2,0,2
T2AG_HUMAN,5,6,5
ARRD2_HUMAN,1,0,3
SYCY1_HUMAN,4,0,1
KAT5_HUMAN,43,15,16
CAND1_HUMAN,5,1,12
RM23_HUMAN,2,2,4
YH21D_YEAST,0,0,1
YBI1_YEAST,0,0,0
TFAP4_HUMAN,14,10,5
TOX3_HUMAN,5,5,3
RN152_HUMAN,8,4,3
SPIB_HUMAN,2,4,3
MLP1_YEAST,9,4,4
ANX11_HUMAN,3,8,16
CE052_HUMAN,0,0,0
IL2RA_HUMAN,16,2,3
EAF5_YEAST,5,0,4
ZN443_HUMAN,2,3,1
FXR1_HUMAN,24,9,17
B2L10_HUMAN,9,3,8
DUG1_YEAST,2,5,2
THP2_YEAST,5,1,4
TSP4_HUMAN,12,4,7
CBLN2_HUMAN,6,0,4
PHF7_HUMAN,0,1,6
AP3B1_HUMAN,31,2,10
SEM3F_HUMAN,17,2,3
CLH1_HUMAN,16,8,22
KCT2_HUMAN,0,0,1
BEX2_HUMAN,5,3,2
ADA19_HUMAN,6,4,3
UGGG1_HUMAN,4,2,6
CD151_HUMAN,6,1,6
RED1_YEAST,6,3,3
ZDH12_HUMAN,6,2,5
DSC2_YEAST,2,0,3
TOH1_YEAST,1,1,5
SOX14_HUMAN,9,6,3
TNF18_HUMAN,11,4,3
OR4X1_HUMAN,0,2,1
HNF4A_HUMAN,26,14,4
SLAF1_HUMAN,22,7,4
RS10L_HUMAN,0,2,1
S12A4_HUMAN,8,3,4
TCP11_HUMAN,5,0,4
AIM39_YEAST,0,0,4
GSHB_YEAST,1,5,2
PNPH_HUMAN,17,6,6
SDC1_YEAST,1,0,3
GIS3_YEAST,1,0,2
YPEL4_HUMAN,0,1,1
MRP6_HUMAN,14,5,7
RT02_YEAST,2,1,3
HST1_YEAST,10,5,3
PLR1_YEAST,1,2,2
YBJ4_YEAST,0,0,1
YO098_YEAST,0,1,1
BAP1_HUMAN,27,5,6
RTL4_HUMAN,2,2,0
PIWL4_HUMAN,9,2,6
FIBP_HUMAN,2,1,5
ZN524_HUMAN,1,4,1
T11L2_HUMAN,2,0,2
ZN616_HUMAN,1,3,1
TVB79_HUMAN,3,2,2
NTR1_HUMAN,24,4,11
ZN195_HUMAN,1,3,1
CCD81_HUMAN,0,0,2
CD82_HUMAN,0,0,3
YO387_YEAST,0,0,1
MXI1_HUMAN,2,3,6
MAX_HUMAN,4,9,9
RNF4_HUMAN,12,8,6
AGAP9_HUMAN,0,3,0
RM32_YEAST,1,2,3
IRA2_YEAST,2,1,4
EMW1_YEAST,1,0,2
CA162_HUMAN,0,0,1
APCD1_HUMAN,5,2,1
DIC1_YEAST,7,7,3
BL1S4_HUMAN,6,0,4
TCF15_HUMAN,18,7,3
GBA1_HUMAN,50,6,7
RER2_YEAST,3,2,5
Q0092_YEAST,0,0,1
VWF_HUMAN,7,6,9
RHXF2_HUMAN,2,4,2
NICOL_HUMAN,2,2,2
YJ09_YEAST,0,0,1
SYTL2_HUMAN,4,5,6
ELK3_HUMAN,6,7,4
H3C_HUMAN,1,3,4
YEB4_YEAST,0,0,1
OR1J2_HUMAN,1,2,1
TM242_HUMAN,1,0,2
YD042_YEAST,0,0,0
MRM2_YEAST,2,1,1
NRSN1_HUMAN,1,0,6
ML12B_HUMAN,1,2,10
ZN689_HUMAN,2,3,1
PGDH_HUMAN,16,6,5
MTURN_HUMAN,5,0,1
RS25A_YEAST,1,1,2
OR5P2_HUMAN,0,3,1
SUR2_YEAST,2,3,1
S35G5_HUMAN,0,0,1
TNNT3_HUMAN,5,4,2
PRP18_YEAST,3,0,3
GRHL2_HUMAN,21,10,5
ENK25_HUMAN,0,1,1
UBS3B_HUMAN,8,4,2
O6C65_HUMAN,0,2,1
YM98_YEAST,0,0,0
CJ095_HUMAN,0,0,0
SRPRA_HUMAN,4,5,4
THYN1_HUMAN,0,0,1
PDE5A_HUMAN,11,7,1
WDR76_HUMAN,2,2,3
YP159_YEAST,0,0,2
NMD3B_HUMAN,5,7,4
HINFP_HUMAN,15,12,3
YNB3_YEAST,0,0,1
DHX29_HUMAN,3,10,2
MRGRG_HUMAN,1,1,1
CCD91_HUMAN,2,1,5
BUR2_YEAST,6,2,3
DER1_YEAST,5,2,3
S49A3_HUMAN,0,1,1
UBE2O_HUMAN,4,5,5
SCS22_YEAST,5,1,3
GDT1_YEAST,6,4,5
SMIM7_HUMAN,0,0,1
HPPD_HUMAN,2,3,4
SCRN1_HUMAN,3,2,4
PLP2_YEAST,7,2,1
CS018_HUMAN,0,0,2
UBP50_HUMAN,11,2,7
EXOC2_HUMAN,8,2,5
YSC84_YEAST,4,2,2
STAC2_HUMAN,3,1,3
TT39C_HUMAN,2,0,0
CDKL5_HUMAN,11,7,10
FGD2_HUMAN,6,4,9
TVAL1_HUMAN,1,1,1
FAXC_HUMAN,0,0,2
ZN263_HUMAN,4,8,1
CG13_YEAST,8,1,4
S22A1_HUMAN,25,17,7
AGFG1_HUMAN,4,4,5
MS116_YEAST,7,6,2
S13A1_HUMAN,3,2,2
MRP2_HUMAN,12,10,4
YNB8_YEAST,1,0,1
UD110_HUMAN,8,6,2
TPC11_HUMAN,6,0,5
LYNX1_HUMAN,2,4,5
KIF14_HUMAN,29,8,8
DAPK1_HUMAN,19,10,7
ERG29_YEAST,3,0,4
CCD60_HUMAN,0,0,0
HV205_HUMAN,2,1,3
YE078_YEAST,0,0,0
PMYT1_HUMAN,8,7,10
FBLN5_HUMAN,5,3,5
RL3L_HUMAN,3,2,3
CLC4C_HUMAN,2,2,5
ZC3HD_HUMAN,3,2,4
PGAM5_HUMAN,4,5,3
YL464_YEAST,0,0,0
YBR3_YEAST,1,0,3
CL17A_HUMAN,0,4,2
F118B_HUMAN,0,1,1
MEF2D_HUMAN,11,11,5
PEX26_HUMAN,3,3,3
SPNXD_HUMAN,0,0,2
TXTP_HUMAN,2,4,4
OR5W2_HUMAN,0,3,1
CD054_HUMAN,0,0,0
HS902_HUMAN,4,5,5
STP1_YEAST,4,4,3
RYBP_HUMAN,7,5,4
SSD1_YEAST,6,5,6
FOXS1_HUMAN,8,5,2
NSF_HUMAN,11,10,7
I10R1_HUMAN,9,3,3
ACON2_YEAST,2,3,2
MET22_HUMAN,1,4,4
SC22B_HUMAN,6,1,9
FOXP1_HUMAN,32,8,3
LSM12_HUMAN,0,1,1
PI51C_HUMAN,13,3,10
ATC8_YEAST,4,8,7
SLAI1_HUMAN,3,0,2
RU2A_HUMAN,4,2,11
P3C2A_HUMAN,15,6,11
K2C6A_HUMAN,10,2,5
MD2BP_HUMAN,2,0,6
CASP_HUMAN,1,0,3
CYBC1_HUMAN,2,0,2
MRAS1_HUMAN,0,0,0
EOMES_HUMAN,25,7,3
YL161_YEAST,0,0,0
B2LA1_HUMAN,5,2,3
BRSK2_HUMAN,17,10,5
RT23_HUMAN,1,2,4
PEG3_HUMAN,5,3,2
HDAC1_HUMAN,41,17,12
TM267_HUMAN,0,0,1
AIM33_YEAST,0,1,1
TPC6A_HUMAN,3,0,7
PRS37_HUMAN,8,1,3
CAAS1_HUMAN,0,0,0
BRMS1_HUMAN,11,2,4
XRN2_YEAST,12,4,4
IGDC4_HUMAN,1,0,1
RO52_HUMAN,29,9,9
DYR1B_HUMAN,6,7,4
RM25_YEAST,1,1,3
NTCP4_HUMAN,1,1,1
OCM2_HUMAN,0,1,1
ATG22_YEAST,2,0,1
ERP1_YEAST,5,1,7
UD11_HUMAN,22,7,6
SIM33_HUMAN,0,0,1
T200B_HUMAN,0,0,1
MICA2_HUMAN,6,9,3
BMP4_HUMAN,138,6,3
M1AP_HUMAN,7,1,2
KRA92_HUMAN,0,1,2
UBL4A_HUMAN,5,2,6
UGPA1_YEAST,5,3,3
FAM9A_HUMAN,2,0,2
FA10_HUMAN,4,3,6
SIM23_HUMAN,0,0,1
PUS5_YEAST,3,4,1
NPM2_HUMAN,7,5,5
NCPR_YEAST,1,6,5
PCDA4_HUMAN,3,2,1
H2BWT_HUMAN,0,3,4
DDX25_HUMAN,4,4,4
HXA5_HUMAN,25,6,2
GOG8C_HUMAN,1,0,3
PSB6_HUMAN,1,3,9
TDA5_YEAST,1,1,3
LHX3_HUMAN,18,8,3
CGAT1_HUMAN,12,6,2
MCM3_YEAST,9,7,10
RAV2_YEAST,4,0,3
KRA63_HUMAN,1,0,2
SIGL5_HUMAN,1,2,4
DGK1_YEAST,4,3,3
SCAM4_HUMAN,1,0,2
PLA1A_HUMAN,4,2,3
UBP16_HUMAN,13,8,3
PLPHP_HUMAN,0,1,3
