Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
S26A4_HUMAN,7,7,5
MED7_HUMAN,7,2,7
WIPF1_HUMAN,4,4,5
AT8B1_HUMAN,14,9,10
B2L11_HUMAN,40,2,7
FOXO3_HUMAN,42,14,9
KCNQ3_HUMAN,26,3,7
KCNQ2_HUMAN,4,4,6
CHSTA_HUMAN,7,2,3
SMAD6_HUMAN,30,12,9
XRCC3_HUMAN,13,3,9
XRCC2_HUMAN,15,3,6
TGM5_HUMAN,3,2,2
SGCE_HUMAN,2,0,7
TNF14_HUMAN,13,5,3
FRS3_HUMAN,2,3,2
LAT_HUMAN,15,3,8
RGS14_HUMAN,20,8,13
RNF13_HUMAN,4,4,10
CAH12_HUMAN,3,2,4
AKA10_HUMAN,2,1,4
SYT7_HUMAN,15,8,16
DENR_HUMAN,4,2,1
PPIP1_HUMAN,6,2,9
XPOT_HUMAN,3,2,5
HAIR_HUMAN,1,5,3
SPY2_HUMAN,31,4,9
DNPH1_HUMAN,5,3,4
DCX_HUMAN,6,2,5
GALR2_HUMAN,16,3,3
SPY1_HUMAN,16,0,4
SPY3_HUMAN,7,0,2
OREX_HUMAN,17,3,6
OX1R_HUMAN,6,4,2
OX2R_HUMAN,9,4,2
TIM44_HUMAN,3,2,5
TPPC3_HUMAN,5,0,9
SNAI2_HUMAN,41,9,4
CHM2A_HUMAN,31,2,17
NCK2_HUMAN,19,7,5
PSCA_HUMAN,2,1,4
PLRG1_HUMAN,3,0,9
PRC1_HUMAN,6,4,14
RGS10_HUMAN,5,3,6
ZN207_HUMAN,9,5,8
NDUB5_HUMAN,4,1,4
NDUB3_HUMAN,4,1,3
NDUA2_HUMAN,5,1,4
LDB2_HUMAN,9,3,6
TCF21_HUMAN,28,10,4
GET3_HUMAN,2,5,6
BUB1_HUMAN,9,6,7
BUB3_HUMAN,5,1,5
AKA7A_HUMAN,8,1,3
PLPP2_HUMAN,6,3,7
SIGL6_HUMAN,2,2,4
ST1B1_HUMAN,9,2,2
ACTN4_HUMAN,13,14,19
MAAI_HUMAN,4,5,3
BUD23_HUMAN,3,4,4
TLX3_HUMAN,9,3,3
TRIA1_HUMAN,14,1,5
GATC_HUMAN,3,2,2
HTSF1_HUMAN,4,3,6
ERD23_HUMAN,4,2,6
CIKS_HUMAN,33,2,4
CYH3_HUMAN,4,2,7
AAKB2_HUMAN,4,1,5
CHP2_HUMAN,7,1,6
AP1G1_HUMAN,13,5,17
OR1F1_HUMAN,1,2,1
STX6_HUMAN,8,3,16
SNG1_HUMAN,6,0,7
SNG2_HUMAN,2,0,5
SNG3_HUMAN,5,1,4
TLX2_HUMAN,6,5,3
SGTA_HUMAN,7,3,5
LIAS_HUMAN,6,3,2
ENSA_HUMAN,6,7,2
MCAT_HUMAN,4,1,4
SYNC_HUMAN,4,5,3
DYRK3_HUMAN,11,7,9
KRT86_HUMAN,2,1,3
SPOP_HUMAN,3,3,5
MYO1B_HUMAN,5,7,14
SSNA1_HUMAN,8,2,11
PM34_HUMAN,5,10,4
CPSF5_HUMAN,10,7,9
LANC1_HUMAN,4,6,2
STRN_HUMAN,5,5,9
U3IP2_HUMAN,2,3,4
SCO2_HUMAN,7,3,3
HYAL3_HUMAN,13,2,9
CF410_HUMAN,5,0,8
AKAP8_HUMAN,9,6,8
B3GT2_HUMAN,4,2,1
G6PT1_HUMAN,5,2,3
ANGL7_HUMAN,3,1,3
ZBT14_HUMAN,7,7,5
IDH3B_HUMAN,2,4,4
NRDC_HUMAN,6,3,4
CALU_HUMAN,0,1,8
EDIL3_HUMAN,2,2,3
ATP9B_HUMAN,3,4,4
SAHH2_HUMAN,12,3,6
CD5L_HUMAN,7,1,6
S28A2_HUMAN,14,7,6
CREB3_HUMAN,21,14,13
XPP2_HUMAN,1,3,5
KIF1C_HUMAN,6,6,7
TLL1_HUMAN,5,4,2
PRIC3_HUMAN,1,1,2
GAS2_HUMAN,9,3,4
EXTL3_HUMAN,10,4,5
ORC5_HUMAN,3,3,7
TYOBP_HUMAN,34,6,4
VEGFD_HUMAN,13,6,4
CHST1_HUMAN,7,3,3
AIRE_HUMAN,12,6,5
NDUS5_HUMAN,4,1,4
EFNA2_HUMAN,6,1,4
PDE6D_HUMAN,1,2,6
CXL13_HUMAN,22,8,2
ORC4_HUMAN,3,4,7
PEX1_HUMAN,6,5,5
RAD21_HUMAN,22,4,14
AK1BA_HUMAN,5,8,4
TIM8A_HUMAN,2,2,4
KALRN_HUMAN,8,6,7
DHX16_HUMAN,3,8,5
ZNRD2_HUMAN,2,1,0
TM11D_HUMAN,2,2,3
MYPT2_HUMAN,2,4,6
BNI3L_HUMAN,12,3,7
3BP5_HUMAN,3,3,5
PLIN1_HUMAN,3,1,3
AGRB2_HUMAN,6,1,3
AGRB3_HUMAN,12,2,6
H6ST1_HUMAN,5,2,2
MED14_HUMAN,7,4,5
SOX15_HUMAN,16,6,4
KPRB_HUMAN,4,5,2
FGF17_HUMAN,10,3,3
KLK8_HUMAN,7,1,5
PRKN_HUMAN,101,26,17
SMCA5_HUMAN,20,8,15
ADCY3_HUMAN,10,4,6
GRIN2_HUMAN,1,0,1
JIP4_HUMAN,9,5,7
ZN292_HUMAN,1,4,1
KIF5C_HUMAN,9,6,10
ST18_HUMAN,7,3,3
NUAK1_HUMAN,8,6,5
MGRN1_HUMAN,11,3,10
SI1L3_HUMAN,6,1,11
ZC3H1_HUMAN,1,1,3
TYW4_HUMAN,3,1,1
TRAK2_HUMAN,5,3,8
KATIP_HUMAN,1,0,4
ZN500_HUMAN,1,3,1
AQR_HUMAN,1,6,5
MAST3_HUMAN,3,5,1
CE104_HUMAN,0,0,5
AT10A_HUMAN,4,7,5
OPA1_HUMAN,20,8,13
ZEB2_HUMAN,23,5,5
GANP_HUMAN,5,5,8
PI51C_HUMAN,13,3,10
KIF1B_HUMAN,9,6,9
MABP1_HUMAN,4,0,4
MARH6_HUMAN,6,6,5
KDM1A_HUMAN,32,19,7
TBCD4_HUMAN,3,1,2
PHLP1_HUMAN,9,3,4
FZD6_HUMAN,13,4,6
NUPR1_HUMAN,32,4,6
CCG3_HUMAN,10,4,10
HBP1_HUMAN,3,3,4
GDF9_HUMAN,6,2,2
NMD3B_HUMAN,5,7,4
NOBOX_HUMAN,2,3,2
AT8B3_HUMAN,4,5,6
FADS1_HUMAN,11,6,4
PEPL_HUMAN,4,3,8
GSDME_HUMAN,11,3,4
EVI5_HUMAN,3,2,4
LY75_HUMAN,3,2,3
NRP2_HUMAN,26,8,7
DSCAM_HUMAN,15,3,8
MA1A2_HUMAN,6,2,5
BRNP1_HUMAN,18,0,4
G137B_HUMAN,8,0,3
DLX3_HUMAN,13,8,3
ZIC3_HUMAN,30,8,3
PLXC1_HUMAN,6,2,4
MPZL2_HUMAN,3,0,2
ACSL4_HUMAN,11,5,11
SNX3_HUMAN,14,6,9
CUBN_HUMAN,8,5,16
DOK2_HUMAN,5,1,2
STX10_HUMAN,6,3,9
NPHN_HUMAN,10,2,6
OGA_HUMAN,5,4,3
ADCY9_HUMAN,6,3,5
VINEX_HUMAN,7,2,6
HNRPQ_HUMAN,11,2,12
TPST1_HUMAN,3,2,3
PRP17_HUMAN,2,2,4
B4GT3_HUMAN,4,4,5
B4GT4_HUMAN,6,4,4
4EBP3_HUMAN,1,2,4
CRBL2_HUMAN,10,3,2
NEMF_HUMAN,5,3,4
CIDEA_HUMAN,16,3,6
GMDS_HUMAN,4,3,3
FOXD2_HUMAN,4,6,2
NMT2_HUMAN,3,2,5
CCNT1_HUMAN,9,9,5
GREM1_HUMAN,41,7,3
BUB1B_HUMAN,7,4,10
PLOD3_HUMAN,13,7,9
IF4E2_HUMAN,6,7,4
CCNT2_HUMAN,12,6,6
TLR5_HUMAN,6,4,1
TLR2_HUMAN,50,12,12
GFRA3_HUMAN,6,4,5
DIAP1_HUMAN,10,5,10
SEP15_HUMAN,2,3,1
TSN1_HUMAN,1,0,10
TSN2_HUMAN,6,0,4
AP180_HUMAN,5,5,4
EXOC3_HUMAN,7,2,8
UD19_HUMAN,9,7,2
PDE8A_HUMAN,5,5,4
KLH41_HUMAN,8,0,11
LMX1B_HUMAN,6,5,2
PLIN3_HUMAN,5,1,8
FCMR_HUMAN,6,3,5
MOT2_HUMAN,4,5,9
RAD1_HUMAN,6,2,5
REV3L_HUMAN,3,5,4
JAK2_HUMAN,92,19,19
MAFK_HUMAN,2,6,4
ANM3_HUMAN,4,7,3
MUSC_HUMAN,8,7,3
PEX10_HUMAN,8,3,2
IMA7_HUMAN,10,2,6
SRPX2_HUMAN,7,3,7
UGDH_HUMAN,7,3,4
TPST2_HUMAN,2,2,3
ABCC9_HUMAN,39,12,7
LPXN_HUMAN,9,2,10
CTND1_HUMAN,6,5,19
NCKX1_HUMAN,11,3,5
ICMT_HUMAN,5,2,3
CC14B_HUMAN,8,3,7
PLPL9_HUMAN,11,9,7
HCN1_HUMAN,10,8,7
SNX2_HUMAN,4,9,11
GALR3_HUMAN,9,2,5
CYTIP_HUMAN,1,0,5
HPGDS_HUMAN,7,5,4
DPM1_HUMAN,8,5,5
USO1_HUMAN,9,2,11
S19A2_HUMAN,7,2,2
RT14_HUMAN,2,2,5
TOM1_HUMAN,8,6,11
TBX19_HUMAN,8,4,2
HNRC1_HUMAN,0,2,2
H2B1K_HUMAN,6,3,5
F262_HUMAN,7,4,2
CCD22_HUMAN,8,1,4
PQBP1_HUMAN,11,4,7
PAGE4_HUMAN,5,3,3
TI17B_HUMAN,3,1,3
PRAF2_HUMAN,2,0,6
DKC1_HUMAN,14,5,9
CAC1F_HUMAN,4,3,4
IF2P_HUMAN,3,6,3
ZG16_HUMAN,3,2,5
TRI13_HUMAN,12,5,4
GAS7_HUMAN,2,2,3
EDF1_HUMAN,5,5,5
KIN17_HUMAN,5,4,6
DIAP2_HUMAN,3,3,6
SH21A_HUMAN,9,1,2
MMP20_HUMAN,7,2,3
G37L1_HUMAN,10,4,4
DNJA2_HUMAN,3,6,4
BRD4_HUMAN,12,11,4
CUTA_HUMAN,2,2,3
OPHN1_HUMAN,20,4,5
RAMP1_HUMAN,13,4,4
RAMP2_HUMAN,25,3,7
RAMP3_HUMAN,21,4,6
SHOX2_HUMAN,27,2,2
NSMA_HUMAN,4,3,4
TBL1X_HUMAN,9,4,5
B4GT2_HUMAN,7,5,5
CATL2_HUMAN,5,4,3
HUS1_HUMAN,13,0,6
PFD1_HUMAN,3,3,2
PP1RB_HUMAN,5,5,2
KCJ13_HUMAN,3,1,2
RNH1_HUMAN,2,5,1
CTNS_HUMAN,29,2,8
NBN_HUMAN,33,6,13
NOL3_HUMAN,23,7,6
KERA_HUMAN,2,0,5
SCN2B_HUMAN,12,3,6
DTNB_HUMAN,2,1,8
MCE1_HUMAN,3,8,2
FCG3B_HUMAN,3,3,5
LIRA1_HUMAN,5,3,1
LIRB3_HUMAN,5,2,2
LIRB5_HUMAN,4,1,1
ABCB7_HUMAN,8,7,2
MITF_HUMAN,20,7,7
HSF2B_HUMAN,5,0,3
KI21B_HUMAN,1,4,5
PLCH2_HUMAN,5,2,2
SRGP2_HUMAN,15,4,10
PLXA2_HUMAN,11,2,2
CAPON_HUMAN,12,3,13
IGSF3_HUMAN,1,0,2
SDC3_HUMAN,1,1,7
AUXI_HUMAN,8,5,7
XYLK_HUMAN,2,4,3
TMCC2_HUMAN,1,0,3
FKTN_HUMAN,8,1,6
LRP3_HUMAN,6,0,3
ADA23_HUMAN,4,3,4
ADA11_HUMAN,6,3,4
MTG16_HUMAN,8,2,4
WDR1_HUMAN,17,1,10
FZD7_HUMAN,21,6,4
SLIT1_HUMAN,12,4,1
SLIT3_HUMAN,14,3,2
LRP4_HUMAN,26,6,8
AOC2_HUMAN,4,5,2
ATP9A_HUMAN,7,5,11
LDB3_HUMAN,4,5,7
N4BP1_HUMAN,7,3,4
ROCK2_HUMAN,56,13,7
MFA3L_HUMAN,0,0,5
CLAP2_HUMAN,30,5,20
PTCD1_HUMAN,2,2,2
COBL_HUMAN,12,1,12
ASTN2_HUMAN,6,2,8
CPNE3_HUMAN,4,6,11
ZBED4_HUMAN,1,8,5
DEPD5_HUMAN,4,3,5
ATG13_HUMAN,9,3,8
ICOSL_HUMAN,9,2,5
LIPA3_HUMAN,4,0,6
HIP1R_HUMAN,21,13,18
OBSL1_HUMAN,7,1,9
BRE1B_HUMAN,4,5,6
PHF2_HUMAN,5,7,4
ZC11A_HUMAN,1,2,1
RFIP3_HUMAN,16,8,17
CAND2_HUMAN,3,1,2
SOCS5_HUMAN,16,3,2
NPHP4_HUMAN,11,1,14
KDM4A_HUMAN,11,8,6
DJC13_HUMAN,6,0,10
PHAR2_HUMAN,1,2,2
PP6R2_HUMAN,1,2,3
ATS4_HUMAN,4,5,5
CNOT3_HUMAN,7,0,5
CREST_HUMAN,5,1,5
ANR17_HUMAN,10,2,7
SIN3B_HUMAN,2,2,9
AT2C2_HUMAN,6,5,8
DNJB6_HUMAN,14,8,7
XYLB_HUMAN,6,2,1
PX11A_HUMAN,6,1,3
LRP5_HUMAN,46,3,5
TM127_HUMAN,4,1,4
COQ9_HUMAN,2,2,3
GGCT_HUMAN,1,2,2
NDUS7_HUMAN,5,6,6
GA45B_HUMAN,6,0,2
RTN2_HUMAN,4,0,8
NDUS2_HUMAN,9,8,5
CAD16_HUMAN,3,1,3
GLRA3_HUMAN,2,6,9
ZPR1_HUMAN,22,4,11
UBP12_HUMAN,2,3,5
DUS11_HUMAN,2,4,6
NIPS2_HUMAN,4,1,3
SNN_HUMAN,1,1,3
SEM7A_HUMAN,16,3,5
HMMR_HUMAN,2,2,7
LIPA2_HUMAN,6,2,11
CILP1_HUMAN,4,0,3
PDCD6_HUMAN,18,10,13
LX12B_HUMAN,12,8,3
GCYB2_HUMAN,2,4,2
FKBP6_HUMAN,8,3,3
TBCA_HUMAN,3,4,4
VATG1_HUMAN,4,3,7
VPS4B_HUMAN,35,5,14
ENTP6_HUMAN,3,7,7
ENTP3_HUMAN,2,6,1
ENTP5_HUMAN,5,6,4
PROP1_HUMAN,10,7,3
ZN217_HUMAN,3,6,5
PITX3_HUMAN,16,3,2
TP4A3_HUMAN,9,1,4
AVIL_HUMAN,9,4,8
H2AY_HUMAN,22,16,13
SH3L1_HUMAN,2,3,6
FLNB_HUMAN,6,5,12
NCOR1_HUMAN,10,6,8
VAMP4_HUMAN,7,0,12
NDUS6_HUMAN,3,2,3
PEX14_HUMAN,12,7,8
TRIM3_HUMAN,8,4,4
ULK1_HUMAN,26,8,12
TULP3_HUMAN,16,6,9
LAT3_HUMAN,7,6,4
CISY_HUMAN,3,3,4
SC22B_HUMAN,6,1,9
DEAF1_HUMAN,10,4,6
PR40A_HUMAN,7,1,6
HYPM_HUMAN,1,2,2
TACC1_HUMAN,5,8,6
NDK6_HUMAN,7,3,3
DPOLQ_HUMAN,10,12,7
CDC45_HUMAN,5,3,6
GGYF1_HUMAN,1,0,2
MSPD3_HUMAN,1,0,2
LRCH4_HUMAN,3,0,2
MTX2_HUMAN,4,0,6
VP26A_HUMAN,4,0,9
NDUB1_HUMAN,4,1,4
MPPB_HUMAN,2,2,3
TECTA_HUMAN,3,1,5
MAF_HUMAN,9,5,4
USH2A_HUMAN,10,3,13
SAP30_HUMAN,8,4,4
MED24_HUMAN,4,5,4
KTNA1_HUMAN,3,6,9
RDH16_HUMAN,3,6,2
ERN1_HUMAN,20,14,9
E2F6_HUMAN,2,4,5
CRLF1_HUMAN,6,2,6
NR1I2_HUMAN,12,8,6
LGR5_HUMAN,8,4,4
PSIP1_HUMAN,5,5,6
ERLN1_HUMAN,6,2,4
TAD2A_HUMAN,7,4,6
SUPT3_HUMAN,6,2,4
GPC4_HUMAN,6,1,10
NDUS3_HUMAN,6,3,6
SRS10_HUMAN,8,3,8
GEMI_HUMAN,10,4,5
CLN5_HUMAN,11,4,9
HSBP1_HUMAN,4,2,4
CLD11_HUMAN,6,2,8
TNR21_HUMAN,17,0,1
ECI2_HUMAN,2,2,6
KHDR3_HUMAN,2,5,3
TADA3_HUMAN,15,4,6
TAF5L_HUMAN,7,1,6
EED_HUMAN,4,4,5
BAF_HUMAN,11,4,7
SF3B1_HUMAN,9,3,13
CSDE1_HUMAN,9,5,7
DAB1_HUMAN,23,1,5
WBP4_HUMAN,3,3,5
SG2A1_HUMAN,1,0,1
STX11_HUMAN,5,2,6
SKAP2_HUMAN,3,0,4
JERKY_HUMAN,1,2,3
PRKRA_HUMAN,15,9,8
RF1M_HUMAN,1,2,1
RPC9_HUMAN,5,3,6
ITA10_HUMAN,4,4,4
LRP6_HUMAN,20,10,11
KS6A5_HUMAN,13,8,3
MED6_HUMAN,7,4,6
MYCB2_HUMAN,13,5,9
FOXH1_HUMAN,19,12,4
PGRP1_HUMAN,10,7,6
KBL_HUMAN,3,2,5
SPAG6_HUMAN,4,1,7
GCM2_HUMAN,6,7,2
UBP2_HUMAN,11,6,5
NPM3_HUMAN,3,3,5
LYPA1_HUMAN,5,5,8
LFTY1_HUMAN,5,3,1
ERAL1_HUMAN,1,4,4
DEDD_HUMAN,6,1,2
PRDM1_HUMAN,28,8,4
REM1_HUMAN,3,5,3
CREG1_HUMAN,4,1,6
UPK3A_HUMAN,8,0,4
FCN3_HUMAN,9,5,7
CTAG2_HUMAN,1,0,1
U520_HUMAN,4,6,9
MTU1_HUMAN,1,3,1
TIPRL_HUMAN,3,0,1
OFD1_HUMAN,5,4,11
TM1L1_HUMAN,6,6,8
KS6A4_HUMAN,10,8,5
RFPL1_HUMAN,13,4,3
RFPL2_HUMAN,6,4,3
RFPL3_HUMAN,6,4,3
SURF6_HUMAN,2,3,4
PPM1B_HUMAN,8,4,4
ADAP1_HUMAN,3,5,5
UTP20_HUMAN,6,1,7
NU155_HUMAN,9,1,6
XRP2_HUMAN,5,4,11
CXB3_HUMAN,6,1,5
STK16_HUMAN,3,6,7
WDHD1_HUMAN,3,2,3
CRTAP_HUMAN,5,0,4
S2512_HUMAN,4,6,3
P3C2G_HUMAN,6,5,5
S22A3_HUMAN,24,7,9
B3GL1_HUMAN,3,2,1
TRPA1_HUMAN,14,5,2
RA51D_HUMAN,8,7,7
PALM_HUMAN,8,1,10
RHBL1_HUMAN,2,1,2
RENR_HUMAN,16,1,20
GRAP2_HUMAN,4,1,6
RNH2A_HUMAN,4,4,3
CD123_HUMAN,1,3,1
UDB17_HUMAN,4,1,2
ZMY10_HUMAN,6,3,4
PR15A_HUMAN,11,4,9
CAN15_HUMAN,1,2,1
BCAR3_HUMAN,10,3,3
POP7_HUMAN,3,3,8
RPP40_HUMAN,2,2,5
EIF3G_HUMAN,3,2,6
EIF3J_HUMAN,2,2,4
CBR3_HUMAN,3,4,3
CNMD_HUMAN,6,0,3
PSD10_HUMAN,15,5,9
CIB2_HUMAN,4,4,10
KLF7_HUMAN,10,4,4
UPK1B_HUMAN,2,1,3
AP1G2_HUMAN,3,1,8
FACE1_HUMAN,46,5,7
SC5D_HUMAN,3,3,2
PPR37_HUMAN,0,1,0
TPC6A_HUMAN,3,0,7
CEAM4_HUMAN,3,1,3
IDHC_HUMAN,11,7,10
GATB_HUMAN,2,2,2
SCO1_HUMAN,2,2,3
CP7B1_HUMAN,10,5,1
ATRN_HUMAN,5,2,4
RBBP9_HUMAN,3,1,1
STAM2_HUMAN,5,2,7
TNF13_HUMAN,4,4,7
AL1L1_HUMAN,4,2,3
TUSC2_HUMAN,9,0,1
ST1C4_HUMAN,6,2,2
GABR2_HUMAN,7,3,7
MMP23_HUMAN,3,3,4
DGAT1_HUMAN,8,5,4
SOAT2_HUMAN,8,5,3
CCNK_HUMAN,9,4,5
DHRS3_HUMAN,10,4,3
DGKI_HUMAN,6,3,13
PAK3_HUMAN,14,8,5
PRAF3_HUMAN,15,0,5
RGS9_HUMAN,12,2,6
SERF1_HUMAN,3,0,3
DYSF_HUMAN,4,3,11
PIAS1_HUMAN,17,10,10
PIAS2_HUMAN,5,7,5
SPF27_HUMAN,3,0,9
DCTN3_HUMAN,3,1,9
BODG_HUMAN,1,4,3
DNJC8_HUMAN,0,1,4
SPF30_HUMAN,3,1,6
RAD17_HUMAN,9,4,5
ATP5H_HUMAN,2,1,4
LYZL6_HUMAN,4,1,6
CABYR_HUMAN,2,3,9
FLOT1_HUMAN,27,2,26
CDKA2_HUMAN,3,0,4
TRIO_HUMAN,7,5,7
AKAP3_HUMAN,7,1,6
MPDZ_HUMAN,1,0,8
SNPC5_HUMAN,3,2,4
CBPD_HUMAN,2,3,4
SASH3_HUMAN,17,0,2
GLRX3_HUMAN,7,5,7
KRT34_HUMAN,3,1,4
KRT36_HUMAN,3,1,4
KRT37_HUMAN,2,1,4
KRT38_HUMAN,2,1,4
RL1D1_HUMAN,5,4,3
WFS1_HUMAN,30,6,6
ANXA9_HUMAN,1,5,7
CLPX_HUMAN,3,7,8
NCTR1_HUMAN,5,0,2
CDKL5_HUMAN,11,7,10
NEBL_HUMAN,1,5,4
NEUL1_HUMAN,15,4,7
S14L2_HUMAN,2,2,5
STC2_HUMAN,12,4,5
ERG24_HUMAN,1,2,6
RNF8_HUMAN,19,8,7
SYUG_HUMAN,7,1,7
CIAO1_HUMAN,5,0,3
PDE5A_HUMAN,11,7,1
DFFB_HUMAN,4,7,6
CCN5_HUMAN,4,2,3
ZFAN5_HUMAN,8,2,1
RGS20_HUMAN,4,2,4
S22A5_HUMAN,13,8,8
PDE9A_HUMAN,7,7,9
BEST1_HUMAN,10,6,8
FGF18_HUMAN,25,3,4
SRP72_HUMAN,1,4,4
JTB_HUMAN,5,1,7
CYTF_HUMAN,4,4,8
DXO_HUMAN,6,6,4
TRPM2_HUMAN,18,8,9
DDAH1_HUMAN,11,4,2
RECQ4_HUMAN,7,10,6
RECQ5_HUMAN,14,11,7
RMP_HUMAN,9,6,8
B3GA3_HUMAN,8,4,5
ST17B_HUMAN,6,5,6
ECM2_HUMAN,3,3,3
MTA2_HUMAN,10,8,9
DPM2_HUMAN,4,2,3
AQP8_HUMAN,11,4,12
CNTN5_HUMAN,5,1,6
UBP1_HUMAN,9,3,3
AL1A2_HUMAN,41,4,3
STK10_HUMAN,4,6,5
ACL6B_HUMAN,17,3,11
KPCD3_HUMAN,4,6,3
GFPT2_HUMAN,7,2,1
RGS11_HUMAN,4,3,4
TPPP_HUMAN,13,7,10
BAIP3_HUMAN,9,4,8
SLIT2_HUMAN,38,8,5
ATG12_HUMAN,11,0,10
NOL4_HUMAN,0,1,1
LTN1_HUMAN,3,3,3
AT10B_HUMAN,2,6,7
TOM70_HUMAN,12,3,7
PKHG5_HUMAN,5,1,8
IPO13_HUMAN,1,1,2
DDHD2_HUMAN,6,2,6
MYO1D_HUMAN,6,6,20
TOX4_HUMAN,1,1,3
DEND_HUMAN,1,2,8
MICA2_HUMAN,6,9,3
SC24D_HUMAN,4,2,6
NFASC_HUMAN,5,1,7
ST65G_HUMAN,4,2,3
FCSD2_HUMAN,7,2,6
UFL1_HUMAN,30,3,10
SRBS2_HUMAN,2,5,11
TMCC1_HUMAN,5,1,5
PHF14_HUMAN,10,3,4
SASH1_HUMAN,10,4,4
CSCL1_HUMAN,1,4,8
FARP2_HUMAN,9,2,3
UBXN7_HUMAN,1,3,4
ZN432_HUMAN,2,5,2
LRIG2_HUMAN,9,1,6
TOX_HUMAN,16,1,1
SUN1_HUMAN,8,4,7
ERLN2_HUMAN,6,2,6
PRP6_HUMAN,7,4,9
DKK1_HUMAN,41,4,4
AGRL1_HUMAN,4,4,7
ABCA8_HUMAN,9,6,4
PCF11_HUMAN,2,2,5
FRYL_HUMAN,2,0,2
NFAT5_HUMAN,13,6,5
ENDD1_HUMAN,1,3,4
CDK14_HUMAN,5,4,7
GLCE_HUMAN,5,4,2
GLSK_HUMAN,7,1,4
HAUS5_HUMAN,4,0,4
ABLM3_HUMAN,6,2,5
SLIK3_HUMAN,8,0,5
RNF37_HUMAN,1,3,4
KDM4B_HUMAN,3,5,3
RHBT3_HUMAN,4,5,4
SO2B1_HUMAN,8,5,4
MTCL2_HUMAN,5,0,5
UBP19_HUMAN,9,3,2
WDR47_HUMAN,11,0,5
TRI37_HUMAN,11,9,7
AP2A2_HUMAN,5,4,13
SC31A_HUMAN,5,2,11
CMTA2_HUMAN,3,6,2
CSTN1_HUMAN,8,4,10
CE152_HUMAN,4,1,8
ARHGF_HUMAN,6,2,5
SLIK5_HUMAN,13,0,4
HEXI1_HUMAN,7,7,5
SOX30_HUMAN,7,6,7
UPP2_HUMAN,5,3,2
OR2A4_HUMAN,3,3,6
ZO3_HUMAN,6,1,5
INMT_HUMAN,3,3,1
DIRA1_HUMAN,1,3,1
RPP14_HUMAN,1,2,3
CCNB2_HUMAN,8,2,7
KCNK2_HUMAN,18,8,14
YIF1A_HUMAN,2,0,7
UBR5_HUMAN,18,5,8
REC8_HUMAN,13,1,5
FSBP_HUMAN,0,1,2
NKX22_HUMAN,24,4,3
SCAF4_HUMAN,1,2,2
ZN202_HUMAN,3,4,3
S1PR2_HUMAN,12,6,5
NDUB6_HUMAN,5,1,5
MFN2_HUMAN,16,3,4
DUS14_HUMAN,1,4,0
SPN1_HUMAN,3,2,5
TNF15_HUMAN,4,3,3
RIMB1_HUMAN,1,2,5
ARK73_HUMAN,1,3,4
UBE4B_HUMAN,6,2,3
ZFPL1_HUMAN,2,2,3
ELP1_HUMAN,3,1,4
GBRAP_HUMAN,13,5,14
NDUA3_HUMAN,4,1,3
NDUB4_HUMAN,4,1,4
NDUB8_HUMAN,4,1,4
SCEL_HUMAN,5,1,4
CAC1H_HUMAN,13,6,3
NDUA7_HUMAN,3,1,3
VAMP5_HUMAN,4,0,9
UNC5C_HUMAN,11,4,8
CSPG5_HUMAN,8,1,14
RTN3_HUMAN,7,0,8
KLHL2_HUMAN,1,3,6
RHIT_HUMAN,5,4,2
LETM1_HUMAN,12,3,2
PCDH8_HUMAN,8,1,6
EPN2_HUMAN,4,3,5
STBD1_HUMAN,4,5,9
LERL1_HUMAN,2,1,2
ZRAB2_HUMAN,2,3,1
SNX4_HUMAN,4,6,9
ZWINT_HUMAN,6,0,8
VENTX_HUMAN,2,5,2
LC7L3_HUMAN,2,3,5
KI20A_HUMAN,6,5,8
APOL3_HUMAN,3,2,3
LRAT_HUMAN,9,5,5
SPDEF_HUMAN,11,3,2
KIF4A_HUMAN,6,6,10
MBD4_HUMAN,3,5,3
MTMR5_HUMAN,2,2,7
GOSR1_HUMAN,6,1,8
KAT7_HUMAN,24,13,9
MRP6_HUMAN,14,5,7
I18RA_HUMAN,8,4,2
GA45G_HUMAN,7,0,2
UCP5_HUMAN,3,5,3
KCNH1_HUMAN,6,3,10
ATE1_HUMAN,4,1,2
PDE8B_HUMAN,9,3,3
5HT3B_HUMAN,3,3,7
GRP1_HUMAN,21,7,6
TNKS1_HUMAN,21,5,12
CCDB1_HUMAN,0,0,4
LYPD3_HUMAN,2,1,4
EPM2A_HUMAN,24,11,8
KCNK5_HUMAN,6,3,2
VAPB_HUMAN,16,7,8
RASL1_HUMAN,6,3,1
SNAPN_HUMAN,28,1,14
MPZL1_HUMAN,2,1,3
NDUC2_HUMAN,4,1,6
NDUAA_HUMAN,4,1,5
FKBP9_HUMAN,1,2,1
CELF2_HUMAN,4,3,6
PAPS2_HUMAN,6,4,1
ABCBB_HUMAN,20,7,11
SIX3_HUMAN,25,6,3
SMC2_HUMAN,8,4,11
ATG7_HUMAN,18,3,7
TACC2_HUMAN,4,1,5
TRI16_HUMAN,7,5,4
SYFM_HUMAN,3,3,3
ZBT7A_HUMAN,20,12,4
LYPA2_HUMAN,5,4,5
IPO7_HUMAN,6,4,5
ARI2_HUMAN,9,4,4
CXB5_HUMAN,6,1,1
