Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
DYL2_HUMAN,1,1,14
S47A1_HUMAN,9,9,4
GLT14_HUMAN,2,3,2
PGAP3_HUMAN,2,1,2
CPNE2_HUMAN,1,2,4
S10AG_HUMAN,1,4,7
SIPA1_HUMAN,11,1,7
ASIC4_HUMAN,2,3,1
IFT43_HUMAN,2,0,7
TSN17_HUMAN,2,1,1
THOC1_HUMAN,5,2,8
OTUB1_HUMAN,8,5,3
DPH3_HUMAN,4,2,4
TRM61_HUMAN,2,2,3
PERP_HUMAN,12,0,5
HMCES_HUMAN,7,4,1
CKLF7_HUMAN,2,1,2
CHMP6_HUMAN,24,1,15
BICD1_HUMAN,12,8,9
PGM2_HUMAN,4,3,5
EF2KT_HUMAN,1,2,3
IMP4_HUMAN,3,2,6
CERS2_HUMAN,7,2,3
MED8_HUMAN,5,3,5
CFA36_HUMAN,0,0,5
MRAP2_HUMAN,8,7,3
KLD7B_HUMAN,0,0,0
DUS3L_HUMAN,3,6,0
NUD11_HUMAN,4,5,3
OTUD5_HUMAN,10,4,2
RMD5B_HUMAN,1,2,4
S35A4_HUMAN,1,2,2
P2Y11_HUMAN,7,3,1
BSCL2_HUMAN,7,1,2
LTV1_HUMAN,3,0,4
SDSL_HUMAN,4,5,1
ZN274_HUMAN,4,6,2
VMP1_HUMAN,11,1,9
PLPP_HUMAN,9,6,8
SCMH1_HUMAN,2,2,2
AURKB_HUMAN,33,5,15
CEP95_HUMAN,0,0,3
CALL4_HUMAN,1,3,1
RN185_HUMAN,12,5,4
DCNL1_HUMAN,4,3,5
TRM2B_HUMAN,1,2,2
F163A_HUMAN,0,0,1
PLPR2_HUMAN,3,1,1
SMRD1_HUMAN,17,5,12
TOE1_HUMAN,1,4,6
CDA7L_HUMAN,2,0,5
SREC2_HUMAN,1,1,2
RUSF1_HUMAN,0,0,1
DDX27_HUMAN,1,4,2
ACBG1_HUMAN,6,3,5
ZDH12_HUMAN,6,2,5
BORC6_HUMAN,4,1,2
AB17A_HUMAN,6,1,10
MACIR_HUMAN,9,0,2
PGCB_HUMAN,7,2,8
SYMM_HUMAN,2,2,2
TECT2_HUMAN,3,0,4
GWL_HUMAN,10,6,5
MTNB_HUMAN,7,3,2
LIN37_HUMAN,1,0,3
S41A3_HUMAN,1,1,2
TIMD4_HUMAN,2,1,2
SNF8_HUMAN,13,3,13
CENPN_HUMAN,2,0,4
MYO19_HUMAN,6,7,8
S39AD_HUMAN,5,2,6
ZN764_HUMAN,2,4,1
COQ2_HUMAN,3,2,2
P121A_HUMAN,4,2,5
TONSL_HUMAN,3,2,5
NTAQ1_HUMAN,1,2,2
PX11C_HUMAN,2,0,3
CC120_HUMAN,2,0,4
PDLI5_HUMAN,6,6,10
CREL1_HUMAN,2,2,3
ACY3_HUMAN,0,4,3
ERO1A_HUMAN,18,4,8
TMM80_HUMAN,1,0,2
SFRP2_HUMAN,55,5,2
TMM19_HUMAN,0,0,1
GRM2B_HUMAN,0,1,1
SENP5_HUMAN,4,2,5
CCD34_HUMAN,1,0,1
MS4A3_HUMAN,0,0,3
SAHH3_HUMAN,2,1,3
DOCK6_HUMAN,1,1,2
T176A_HUMAN,1,0,1
MED30_HUMAN,6,6,5
NAF1_HUMAN,9,3,4
REEP6_HUMAN,3,0,5
PGAM5_HUMAN,4,5,3
MR1L1_HUMAN,0,1,0
SGSM3_HUMAN,6,2,2
DIRA2_HUMAN,1,3,1
INT4_HUMAN,2,0,4
DDRGK_HUMAN,30,3,4
DHTK1_HUMAN,3,3,3
HES6_HUMAN,7,7,3
SCLY_HUMAN,2,5,3
PREY_HUMAN,1,0,2
FUBP3_HUMAN,6,3,7
SPF45_HUMAN,2,1,2
ZN625_HUMAN,1,3,1
PP16A_HUMAN,0,2,2
RCC1L_HUMAN,3,4,3
SYNM_HUMAN,1,3,4
GPTC3_HUMAN,3,1,4
SUCB2_HUMAN,4,6,5
AJUBA_HUMAN,17,6,12
LRCH3_HUMAN,1,0,2
GMPPA_HUMAN,14,3,4
BOD1_HUMAN,6,2,7
GMCL1_HUMAN,2,1,2
COA8_HUMAN,6,0,2
TET5A_HUMAN,5,2,1
ZN414_HUMAN,0,3,1
HPDL_HUMAN,1,2,2
RAX2_HUMAN,3,3,2
ZN496_HUMAN,2,4,1
ZBED3_HUMAN,13,3,5
ABHEB_HUMAN,2,2,6
NGLY1_HUMAN,2,2,3
FXDC2_HUMAN,3,2,2
SC22A_HUMAN,2,1,1
ATPMK_HUMAN,1,0,3
NSL1_HUMAN,3,0,7
CBPB2_HUMAN,11,2,3
PAWR_HUMAN,14,4,6
ADTRP_HUMAN,12,1,4
RBM41_HUMAN,1,2,1
MET2A_HUMAN,3,1,1
RSRC1_HUMAN,5,0,3
THOC3_HUMAN,3,1,4
ITCH_HUMAN,32,9,12
TXD15_HUMAN,2,0,2
MRP9_HUMAN,1,4,3
MRP8_HUMAN,6,9,5
KIRR1_HUMAN,5,2,6
CELF6_HUMAN,2,2,3
WNK4_HUMAN,26,7,6
PIWL1_HUMAN,10,7,5
LRIG1_HUMAN,4,0,3
PKHA8_HUMAN,5,6,5
DYH8_HUMAN,3,6,5
COG3_HUMAN,10,0,8
HIC2_HUMAN,4,4,3
CK5P3_HUMAN,27,7,9
LOXL4_HUMAN,1,2,5
MPP4_HUMAN,1,0,5
VPS39_HUMAN,8,0,9
EAF1_HUMAN,2,1,8
AKCL2_HUMAN,0,3,1
SC16B_HUMAN,11,0,6
MAP6_HUMAN,6,2,7
SIAT2_HUMAN,3,1,3
VPS50_HUMAN,2,1,5
MAGD4_HUMAN,1,0,1
ZN469_HUMAN,2,3,1
VCIP1_HUMAN,10,1,4
RADIL_HUMAN,3,1,2
SPTCS_HUMAN,21,1,10
ELMO2_HUMAN,5,2,2
JPH4_HUMAN,7,0,6
TMX3_HUMAN,0,2,5
DCAF5_HUMAN,2,0,3
MAML3_HUMAN,3,1,3
ZN333_HUMAN,1,3,1
ZN462_HUMAN,2,2,2
CHAP1_HUMAN,4,1,7
LMBL3_HUMAN,7,5,3
LCOR_HUMAN,3,7,2
CC136_HUMAN,3,0,1
NEUL4_HUMAN,2,1,2
FEM1C_HUMAN,4,1,4
MY15B_HUMAN,0,3,2
ZFP91_HUMAN,3,2,3
CDHR1_HUMAN,5,1,2
PCD16_HUMAN,18,3,3
M4A4A_HUMAN,0,0,4
PGBD1_HUMAN,1,3,1
S41A2_HUMAN,5,1,1
SRAC1_HUMAN,4,0,5
MAEL_HUMAN,18,1,10
PDLI2_HUMAN,4,6,6
HSH2D_HUMAN,1,0,2
FACR2_HUMAN,2,3,2
RN170_HUMAN,8,2,1
ANCHR_HUMAN,4,2,5
RITA1_HUMAN,5,1,4
ZN668_HUMAN,2,4,1
UBP47_HUMAN,15,3,5
AGRG7_HUMAN,3,1,2
ZC3HA_HUMAN,3,3,1
ZN521_HUMAN,2,4,2
CLP1L_HUMAN,1,1,3
TOPK_HUMAN,8,5,1
DNJC1_HUMAN,4,3,6
MEG10_HUMAN,16,3,3
SCYL1_HUMAN,6,4,9
COX42_HUMAN,3,1,4
KCNS1_HUMAN,5,2,4
O10C1_HUMAN,1,2,1
H2A1H_HUMAN,1,3,3
Z512B_HUMAN,1,3,1
CNDP1_HUMAN,2,4,2
PKNX2_HUMAN,1,5,6
LRAT1_HUMAN,2,0,1
RPGR1_HUMAN,4,1,4
PLAT5_HUMAN,1,5,2
EXOC2_HUMAN,8,2,5
CNDP2_HUMAN,1,5,3
TNIP3_HUMAN,6,1,1
ASPP1_HUMAN,3,1,6
EHMT2_HUMAN,21,11,4
LMLN_HUMAN,3,3,5
F210B_HUMAN,3,0,3
PHAR3_HUMAN,1,2,2
EGLN2_HUMAN,8,6,3
WDR90_HUMAN,1,0,3
SUSD3_HUMAN,0,0,1
CALR3_HUMAN,4,4,3
RL10L_HUMAN,5,1,6
MARK4_HUMAN,13,10,10
KCNH8_HUMAN,3,2,2
CPNS2_HUMAN,0,2,3
LLR1_HUMAN,2,0,2
B3GT6_HUMAN,6,2,5
NSD1_HUMAN,6,14,3
EP400_HUMAN,6,7,5
SNX27_HUMAN,8,2,10
KI16B_HUMAN,9,8,8
ALPK3_HUMAN,3,3,1
FCRL2_HUMAN,3,3,3
FCRL1_HUMAN,1,1,2
ANM6_HUMAN,11,11,3
MRGX2_HUMAN,6,3,2
MRGX1_HUMAN,5,2,2
IFT74_HUMAN,12,2,7
VATG3_HUMAN,1,3,4
PGRP4_HUMAN,6,5,3
PGRP3_HUMAN,9,5,3
SIG10_HUMAN,4,4,2
BMF_HUMAN,6,0,4
TRI47_HUMAN,2,3,4
SENP8_HUMAN,4,2,1
CNO6L_HUMAN,6,2,4
HSFY1_HUMAN,1,4,4
DHRS1_HUMAN,0,4,1
UBX10_HUMAN,2,1,2
CEP19_HUMAN,3,0,7
CH048_HUMAN,0,0,0
DJC30_HUMAN,3,0,2
SMIP2_HUMAN,0,0,0
SMIP9_HUMAN,1,0,5
LURA1_HUMAN,2,0,3
UB2E2_HUMAN,6,4,1
APLD1_HUMAN,6,1,5
SAMD8_HUMAN,4,3,6
CI072_HUMAN,15,3,21
RNPC3_HUMAN,2,2,3
PRIPO_HUMAN,7,5,5
CAR19_HUMAN,1,1,5
CCD17_HUMAN,0,0,0
ZN597_HUMAN,1,4,1
CANB2_HUMAN,5,3,5
RMD2_HUMAN,0,1,8
CJ090_HUMAN,4,2,6
HYLS1_HUMAN,1,0,8
PRRC1_HUMAN,0,2,2
TEKT5_HUMAN,3,0,4
KAD7_HUMAN,2,4,3
MAGBI_HUMAN,1,0,2
ODAD1_HUMAN,2,0,4
DNHD1_HUMAN,2,4,3
CFA53_HUMAN,7,0,10
KLH15_HUMAN,4,1,2
FGD4_HUMAN,6,4,7
PACRG_HUMAN,4,9,9
KAD8_HUMAN,2,5,5
HARB1_HUMAN,0,2,4
DRC1_HUMAN,7,0,4
KICS2_HUMAN,4,0,4
STAC3_HUMAN,5,2,6
NSE2_HUMAN,9,3,6
JSPR1_HUMAN,1,0,2
NSE3_HUMAN,10,1,5
PCMD1_HUMAN,1,2,3
HEXI2_HUMAN,3,4,5
DIESL_HUMAN,1,1,2
CBPC4_HUMAN,3,3,1
FA20A_HUMAN,6,1,5
ZFP42_HUMAN,4,5,4
H6ST2_HUMAN,1,1,1
NALP4_HUMAN,3,2,2
ZN488_HUMAN,5,2,1
KCTD7_HUMAN,5,1,3
ROBO3_HUMAN,6,1,3
PRIC1_HUMAN,47,2,7
CFA44_HUMAN,4,1,3
CEP63_HUMAN,9,1,5
YTDC1_HUMAN,11,3,4
KREM1_HUMAN,8,0,3
TLCD4_HUMAN,1,0,2
ZDH15_HUMAN,9,5,5
COG8_HUMAN,5,0,5
CKLF3_HUMAN,3,1,5
ZNF48_HUMAN,1,4,1
F161B_HUMAN,1,0,2
JKIP1_HUMAN,2,4,4
G137A_HUMAN,5,0,1
AP4AT_HUMAN,0,1,6
ZN578_HUMAN,1,3,1
PWP2A_HUMAN,3,4,1
MBOA7_HUMAN,7,4,4
DOCK7_HUMAN,11,2,5
HUTU_HUMAN,3,1,1
ZN641_HUMAN,1,3,4
S6A18_HUMAN,5,2,3
ZN396_HUMAN,2,6,3
SPT13_HUMAN,5,2,8
RILP_HUMAN,9,3,8
CEP20_HUMAN,2,1,7
SFXN2_HUMAN,2,2,3
ZN830_HUMAN,13,2,5
ZMAT2_HUMAN,1,2,4
FRMD6_HUMAN,4,0,5
ODAD4_HUMAN,9,0,6
ZN558_HUMAN,1,3,1
BROMI_HUMAN,10,0,2
LRFN5_HUMAN,4,0,4
SCLT1_HUMAN,2,2,5
CF418_HUMAN,1,0,6
TOX2_HUMAN,2,2,2
AIFM3_HUMAN,1,3,5
PTHD1_HUMAN,9,0,3
RDH12_HUMAN,5,3,3
CC115_HUMAN,5,1,7
GUCD1_HUMAN,2,0,0
PCFT_HUMAN,9,8,8
SAM11_HUMAN,2,3,2
ANR27_HUMAN,8,4,12
LRRC7_HUMAN,6,1,7
KCC1G_HUMAN,1,4,3
CLIC6_HUMAN,0,5,4
NECT4_HUMAN,2,2,3
MUS81_HUMAN,9,5,7
FOXN4_HUMAN,9,4,2
WFKN1_HUMAN,6,3,1
PRAP1_HUMAN,8,1,2
BIRC8_HUMAN,5,3,2
NSUN5_HUMAN,7,2,2
SPB11_HUMAN,1,1,2
RPR1A_HUMAN,2,3,3
NLRP3_HUMAN,27,15,11
5NT1B_HUMAN,2,4,2
FCRL3_HUMAN,11,3,3
COLA1_HUMAN,0,0,5
AGAP3_HUMAN,3,5,5
ARAP1_HUMAN,8,4,8
WDFY2_HUMAN,2,1,3
CTSR2_HUMAN,4,2,3
SPB12_HUMAN,3,2,6
QRFPR_HUMAN,2,3,2
GP101_HUMAN,2,1,2
OXGR1_HUMAN,1,2,2
IPO9_HUMAN,2,4,4
NECA3_HUMAN,3,1,6
CASD1_HUMAN,1,1,1
NOE3_HUMAN,2,0,4
IP6K3_HUMAN,6,9,3
AP1S3_HUMAN,5,1,9
MIA2_HUMAN,6,2,4
DCBD2_HUMAN,3,1,2
IL17F_HUMAN,20,5,2
PGRP2_HUMAN,9,4,3
MOGT1_HUMAN,3,2,1
DGAT2_HUMAN,14,4,9
AGRA2_HUMAN,12,1,6
INP4A_HUMAN,3,3,9
MCEE_HUMAN,2,2,2
TGM7_HUMAN,1,2,0
TSSK2_HUMAN,4,6,4
BBC3B_HUMAN,6,1,1
NOX5_HUMAN,10,7,4
DB118_HUMAN,10,2,1
FCRL4_HUMAN,3,1,2
RBM14_HUMAN,11,4,7
ERMAP_HUMAN,2,1,4
ZN363_HUMAN,7,5,7
Z385A_HUMAN,13,5,7
ADCYA_HUMAN,25,6,14
TREF1_HUMAN,6,7,6
TSSK3_HUMAN,3,6,1
GBP5_HUMAN,17,6,9
GBP4_HUMAN,3,4,7
SORC2_HUMAN,3,1,8
SIG12_HUMAN,1,2,1
ZN317_HUMAN,1,3,1
KCNC2_HUMAN,20,5,19
AQP10_HUMAN,5,3,5
UHRF2_HUMAN,6,7,4
NED4L_HUMAN,24,7,6
QKI_HUMAN,26,8,4
SYGP1_HUMAN,15,2,5
PNMA5_HUMAN,1,1,0
LENG8_HUMAN,0,0,2
F193B_HUMAN,0,0,5
RN157_HUMAN,3,2,2
SLIK1_HUMAN,14,0,6
PKH4B_HUMAN,3,1,7
FMNL2_HUMAN,5,3,1
NEK1_HUMAN,3,8,7
PUS7_HUMAN,8,4,1
F111A_HUMAN,7,2,5
CSMD1_HUMAN,8,0,1
LMTK3_HUMAN,1,5,3
TPPC9_HUMAN,5,0,6
PLIN4_HUMAN,0,0,3
BTBD9_HUMAN,9,0,2
TRNT1_HUMAN,5,7,5
SMG1_HUMAN,8,9,5
ASB2_HUMAN,13,1,4
FACC1_HUMAN,0,0,4
CDK15_HUMAN,1,6,3
ALS2_HUMAN,17,6,15
TM237_HUMAN,2,0,5
CIB3_HUMAN,1,2,0
DERL3_HUMAN,4,2,1
ALKB3_HUMAN,3,5,4
KI20B_HUMAN,13,7,16
B3A4_HUMAN,5,3,3
GSDMA_HUMAN,3,4,4
RHG07_HUMAN,20,3,10
PP1RA_HUMAN,4,5,5
S38A2_HUMAN,24,8,7
UIF_HUMAN,1,2,2
MYCT_HUMAN,4,4,11
ATAD5_HUMAN,11,4,2
TEFM_HUMAN,3,2,4
RAB3I_HUMAN,10,3,9
GCNA_HUMAN,1,1,4
MTMR9_HUMAN,6,2,6
PRAM_HUMAN,4,2,2
HS3S6_HUMAN,2,1,1
VPS35_HUMAN,39,1,19
ALPK1_HUMAN,5,5,4
PURB_HUMAN,4,10,2
ARX_HUMAN,15,7,2
PSKH2_HUMAN,1,3,0
TRPM7_HUMAN,14,8,3
PHF12_HUMAN,2,4,4
PCD15_HUMAN,7,1,6
XPO6_HUMAN,1,2,7
HHIP_HUMAN,9,2,5
H2A1A_HUMAN,1,3,5
MAGI1_HUMAN,6,2,10
SPAG5_HUMAN,10,1,11
PANX2_HUMAN,5,2,3
PANX1_HUMAN,11,13,7
FCRL5_HUMAN,4,2,4
NACC1_HUMAN,3,4,5
ZN300_HUMAN,2,5,4
SNX18_HUMAN,8,2,5
PASK_HUMAN,8,5,3
PAR4_HUMAN,9,3,2
NR1H4_HUMAN,46,15,6
TAAR6_HUMAN,2,2,1
TAAR1_HUMAN,4,2,3
TR13C_HUMAN,6,1,2
FER3L_HUMAN,7,5,2
CIC_HUMAN,6,2,4
BBS4_HUMAN,52,5,16
UIMC1_HUMAN,8,5,5
SIG11_HUMAN,1,3,1
VP13A_HUMAN,25,0,14
S26A8_HUMAN,6,6,2
MED15_HUMAN,4,1,5
UCN2_HUMAN,4,4,2
G3ST4_HUMAN,7,4,3
EFGM_HUMAN,1,4,2
ERGI2_HUMAN,2,0,12
MCCA_HUMAN,3,5,5
OXLA_HUMAN,13,3,5
PEO1_HUMAN,5,9,5
KKCC2_HUMAN,10,7,3
TGS1_HUMAN,3,2,8
NUDC1_HUMAN,1,0,2
ERBIN_HUMAN,15,3,13
GCP6_HUMAN,5,2,8
GCP5_HUMAN,5,2,7
UBP28_HUMAN,10,2,5
FNBP1_HUMAN,2,2,8
TRIB3_HUMAN,15,7,4
TRIB1_HUMAN,12,5,3
HMCN1_HUMAN,7,2,8
IF140_HUMAN,14,0,9
LMF1_HUMAN,2,0,1
WDR24_HUMAN,9,2,5
JMJD8_HUMAN,4,0,4
RB40C_HUMAN,4,3,4
S22AC_HUMAN,8,2,5
KS6C1_HUMAN,2,5,4
NODAL_HUMAN,48,4,1
PRPK_HUMAN,4,6,5
PIGS_HUMAN,1,0,3
TESK2_HUMAN,4,7,4
WRIP1_HUMAN,4,7,3
RANB9_HUMAN,5,2,8
CSRN1_HUMAN,8,4,2
CLCC1_HUMAN,1,1,6
UBL7_HUMAN,3,2,2
CCNL2_HUMAN,5,1,5
MYADM_HUMAN,9,0,5
PKHF1_HUMAN,7,5,6
NEB2_HUMAN,37,7,20
SRPK1_HUMAN,11,7,9
SMC6_HUMAN,9,6,11
DMTA2_HUMAN,10,5,2
DCR1C_HUMAN,7,5,3
TBX15_HUMAN,4,5,3
KCD15_HUMAN,1,1,1
STRBP_HUMAN,3,5,3
DIRC2_HUMAN,1,1,3
GPX7_HUMAN,1,3,3
ORAI2_HUMAN,1,1,3
CK5P2_HUMAN,15,7,13
ZN587_HUMAN,1,3,1
ATOH8_HUMAN,15,5,5
CP2S1_HUMAN,6,10,4
IWS1_HUMAN,7,0,2
SIN3A_HUMAN,27,7,8
CEP89_HUMAN,4,0,9
OSBL9_HUMAN,1,2,5
CRBN_HUMAN,7,2,6
ZSC10_HUMAN,2,5,2
AEDO_HUMAN,1,2,2
CK5P1_HUMAN,6,4,3
SEBP2_HUMAN,6,5,3
RSF1_HUMAN,9,3,3
RBM15_HUMAN,11,2,5
PP16B_HUMAN,10,3,6
RUFY1_HUMAN,6,6,6
IMP2L_HUMAN,12,3,3
MBOA4_HUMAN,4,3,2
KCNKH_HUMAN,3,3,2
KCNKG_HUMAN,4,3,4
MINT_HUMAN,7,5,4
PNKP_HUMAN,12,7,5
NMNA3_HUMAN,4,3,4
SETB2_HUMAN,10,5,4
MMS19_HUMAN,3,5,10
SL9A7_HUMAN,6,2,7
UHRF1_HUMAN,15,13,8
GPHA2_HUMAN,2,3,2
NIBA2_HUMAN,15,2,7
YMEL1_HUMAN,11,5,4
RMD3_HUMAN,3,1,11
CSF3R_HUMAN,7,4,6
HBEGF_HUMAN,17,5,6
HTF4_HUMAN,10,13,7
MUC4_HUMAN,2,2,7
AMELX_HUMAN,16,4,5
SCN2A_HUMAN,13,2,10
DCE1_HUMAN,6,3,10
MYCBP_HUMAN,2,1,4
CYH2_HUMAN,3,3,8
ACOX2_HUMAN,4,6,4
TBCB_HUMAN,5,2,6
NELL2_HUMAN,3,4,3
PSB7_HUMAN,1,2,11
VATO_HUMAN,7,1,9
CNN2_HUMAN,14,4,9
PCY2_HUMAN,2,1,2
PHX2B_HUMAN,35,5,2
K1C12_HUMAN,5,1,4
CDC5L_HUMAN,5,7,9
PSMD1_HUMAN,2,2,11
NOTC4_HUMAN,18,5,8
CD180_HUMAN,6,0,6
STAC_HUMAN,6,2,3
PFD5_HUMAN,10,3,5
PAFA2_HUMAN,3,3,2
OXDD_HUMAN,7,3,4
AGAP2_HUMAN,6,9,8
RING2_HUMAN,10,5,10
PARK7_HUMAN,79,32,18
S1PR3_HUMAN,11,4,3
GA2L1_HUMAN,6,3,2
EYA1_HUMAN,29,5,5
EYA3_HUMAN,7,3,4
FMO2_HUMAN,8,4,2
NEUR1_HUMAN,2,5,11
SORT_HUMAN,20,5,18
GPER1_HUMAN,53,6,29
VAT1_HUMAN,1,2,5
LGMN_HUMAN,26,4,9
PLIN2_HUMAN,7,0,6
MMP19_HUMAN,6,3,3
DNJC2_HUMAN,6,7,6
MPH6_HUMAN,1,1,5
MPP8_HUMAN,4,3,8
MPP9_HUMAN,1,0,5
MTEF1_HUMAN,4,3,3
M3K14_HUMAN,6,5,4
NUP88_HUMAN,5,1,4
PKP4_HUMAN,6,1,16
PI3R4_HUMAN,14,5,12
P2RX4_HUMAN,34,9,13
P2RX7_HUMAN,73,6,11
NEUS_HUMAN,4,1,6
POP1_HUMAN,3,3,6
T22D3_HUMAN,3,0,2
RIT2_HUMAN,14,7,11
FEV_HUMAN,5,4,3
MNT_HUMAN,6,8,2
S10AD_HUMAN,6,8,9
SCAFB_HUMAN,4,2,3
ZBT18_HUMAN,5,6,4
TBX5_HUMAN,38,7,7
TEAD3_HUMAN,6,4,3
TI17A_HUMAN,3,1,4
TSNAX_HUMAN,4,8,7
ELF4_HUMAN,9,4,5
NECD_HUMAN,14,3,7
SPS2_HUMAN,4,3,2
KLF6_HUMAN,4,5,7
EIF3C_HUMAN,4,4,4
DNJC7_HUMAN,3,2,6
CCL13_HUMAN,12,3,2
SPSB2_HUMAN,4,1,2
C10_HUMAN,7,0,2
PHB2_HUMAN,29,6,16
S38A3_HUMAN,17,9,3
CDX2_HUMAN,17,7,5
CSN8_HUMAN,7,0,7
PRP18_HUMAN,3,0,7
RAD9A_HUMAN,8,6,4
PMYT1_HUMAN,8,7,10
C560_HUMAN,4,3,4
EPYC_HUMAN,4,1,2
OSMR_HUMAN,5,4,5
CHP1_HUMAN,24,7,12
KIF2C_HUMAN,10,6,14
I12R2_HUMAN,6,4,3
CGRE1_HUMAN,3,1,1
CGRF1_HUMAN,3,1,3
LPAR4_HUMAN,2,2,3
M3K5_HUMAN,31,12,6
GFI1_HUMAN,11,7,4
MGLL_HUMAN,11,3,4
MEIS3_HUMAN,8,6,2
FEZ1_HUMAN,11,2,9
PITX2_HUMAN,19,12,5
LYST_HUMAN,12,1,3
ATX2_HUMAN,6,3,8
DOK1_HUMAN,6,0,4
MCHR1_HUMAN,8,6,5
KI2L4_HUMAN,6,2,3
METH_HUMAN,10,3,1
CTIP_HUMAN,11,6,6
KCJ15_HUMAN,3,1,2
HCD2_HUMAN,14,13,7
COCA1_HUMAN,3,1,7
SMAD5_HUMAN,25,9,9
SEPT5_HUMAN,7,5,6
SGMR1_HUMAN,5,2,14
ZNT3_HUMAN,5,3,12
BARD1_HUMAN,19,6,11
ROAA_HUMAN,5,2,7
CCL19_HUMAN,43,5,2
LITAF_HUMAN,6,5,11
NP1L4_HUMAN,1,5,3
MGST2_HUMAN,6,6,6
CDC6_HUMAN,14,4,8
NPAS2_HUMAN,9,8,5
SNAG_HUMAN,5,2,5
NRTN_HUMAN,7,5,3
MDFI_HUMAN,7,2,2
PI51A_HUMAN,17,6,8
THIOM_HUMAN,9,4,5
ABCA3_HUMAN,19,7,11
M3K3_HUMAN,9,6,2
ATP5S_HUMAN,2,2,4
APBA2_HUMAN,8,2,5
NOE1_HUMAN,11,0,7
CML1_HUMAN,14,6,2
GPA33_HUMAN,0,1,2
MIPEP_HUMAN,2,2,2
ACON_HUMAN,6,4,3
NKX31_HUMAN,44,13,5
COQ7_HUMAN,6,4,6
S29A1_HUMAN,26,9,6
EPAS1_HUMAN,22,7,5
TS101_HUMAN,26,8,15
CIB1_HUMAN,41,7,22
CPNE1_HUMAN,12,6,9
TCPH_HUMAN,8,6,6
SMO_HUMAN,68,6,14
MYD88_HUMAN,62,9,9
EBP2_HUMAN,2,1,4
FOXB1_HUMAN,21,4,2
ARI3A_HUMAN,2,4,4
HAUS7_HUMAN,4,2,6
ANM1_HUMAN,23,15,6
H2B1N_HUMAN,1,3,5
H2A1J_HUMAN,1,3,3
H2B1M_HUMAN,1,3,5
H2B1L_HUMAN,1,3,5
SC6A7_HUMAN,5,2,4
CTRC_HUMAN,2,2,0
SSX3_HUMAN,1,0,1
GBRG3_HUMAN,6,3,12
ASCL2_HUMAN,17,9,4
SPAG8_HUMAN,5,1,10
BAG1_HUMAN,6,3,5
PROL1_HUMAN,2,2,2
ATF6B_HUMAN,7,4,9
RNF5_HUMAN,11,6,5
PLCA_HUMAN,5,1,3
EGFL8_HUMAN,0,2,2
PRRT1_HUMAN,7,2,4
PTN18_HUMAN,3,2,4
DUS9_HUMAN,5,6,3
FOXC2_HUMAN,40,11,4
PKP2_HUMAN,19,9,13
SH3G1_HUMAN,3,3,8
SH3G2_HUMAN,9,2,10
SH3G3_HUMAN,5,2,7
ADAM2_HUMAN,8,3,3
CITE1_HUMAN,40,5,4
CITE2_HUMAN,59,9,7
RARR2_HUMAN,16,1,5
MYOC_HUMAN,20,5,12
TEP1_HUMAN,1,6,5
OMD_HUMAN,1,0,6
SEM3C_HUMAN,18,2,3
VRK1_HUMAN,12,12,7
GDF15_HUMAN,17,4,6
VGLL1_HUMAN,2,1,2
AKAP9_HUMAN,15,6,14
G3ST1_HUMAN,8,2,3
DPYL5_HUMAN,4,1,5
B9D2_HUMAN,1,1,6
P2Y13_HUMAN,3,1,2
NIPS1_HUMAN,2,1,3
DHRS9_HUMAN,6,6,2
DHB14_HUMAN,1,3,1
CND3_HUMAN,5,0,8
MICU1_HUMAN,11,5,7
HOP_HUMAN,11,2,3
SPI2B_HUMAN,3,1,2
PAIP2_HUMAN,6,3,1
SIN1_HUMAN,9,8,7
RBM4B_HUMAN,6,2,5
SOSB1_HUMAN,7,4,6
TICN3_HUMAN,2,3,3
ZFY21_HUMAN,0,1,2
KCNS3_HUMAN,5,3,5
DDX50_HUMAN,0,5,3
TREX2_HUMAN,3,6,2
PD1L2_HUMAN,9,0,4
RNZ2_HUMAN,4,5,6
USB1_HUMAN,3,3,3
KR412_HUMAN,0,0,2
GRWD1_HUMAN,4,4,6
MACD1_HUMAN,4,3,3
TCF25_HUMAN,4,2,3
SLX1_HUMAN,8,3,2
TBL1Y_HUMAN,7,3,4
F110A_HUMAN,1,0,6
KLDC3_HUMAN,4,2,5
ECSIT_HUMAN,6,1,6
MEP50_HUMAN,10,3,7
HINFP_HUMAN,15,12,3
CYBC1_HUMAN,2,0,2
SOST_HUMAN,11,5,4
VKOR1_HUMAN,8,3,2
DPH2_HUMAN,1,3,2
KXDL1_HUMAN,5,0,2
ANKMT_HUMAN,2,2,2
TBA1C_HUMAN,5,5,7
SELS_HUMAN,22,5,8
APOL2_HUMAN,6,3,3
BCL7B_HUMAN,13,1,4
SENP7_HUMAN,3,1,4
MBB1A_HUMAN,14,4,8
SYT3_HUMAN,3,5,4
NUD12_HUMAN,8,7,4
AIF1L_HUMAN,2,2,5
E2AK1_HUMAN,15,6,3
CCDC3_HUMAN,8,0,2
SGIP1_HUMAN,6,3,7
SLF1_HUMAN,9,2,9
TMM47_HUMAN,1,0,3
LPIN3_HUMAN,4,2,2
FERM1_HUMAN,18,2,7
MGME1_HUMAN,3,2,1
GORS1_HUMAN,6,1,4
