Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
NUDT4_MOUSE,0,6,1
ZN445_MOUSE,3,3,1
PANK3_MOUSE,1,5,2
ABHD6_MOUSE,10,2,9
MUC18_MOUSE,6,0,3
SOSB1_MOUSE,6,1,3
ADIPL_MOUSE,12,1,2
S26A7_MOUSE,10,6,5
VWA1_MOUSE,3,3,5
VPS18_MOUSE,9,4,10
HBP1_MOUSE,5,2,1
UBQL1_MOUSE,11,5,10
PSPC1_MOUSE,6,1,6
ZNHI1_MOUSE,13,3,2
NUP58_MOUSE,4,4,3
RFIP5_MOUSE,4,2,12
IGSF8_MOUSE,2,0,5
DAAF4_MOUSE,11,1,9
CLMP_MOUSE,2,0,3
PLCD1_MOUSE,6,6,2
RBM19_MOUSE,1,1,4
WIPI1_MOUSE,4,6,8
STPAP_MOUSE,3,9,4
PP1R8_MOUSE,3,4,2
HS2ST_MOUSE,5,1,2
MBOA2_MOUSE,5,3,1
CHAC1_MOUSE,7,2,2
PTCD2_MOUSE,9,0,1
MMGT2_MOUSE,6,6,5
TCF25_MOUSE,3,2,3
SO3A1_MOUSE,3,3,5
CDK8_MOUSE,3,10,7
THOC1_MOUSE,5,2,5
ACY2_MOUSE,4,5,2
DTX2_MOUSE,2,2,3
CLUA1_MOUSE,9,0,7
SLF1_MOUSE,6,2,7
GBRL1_MOUSE,2,5,6
TSN33_MOUSE,3,1,5
PLAT3_MOUSE,12,7,12
CACB1_MOUSE,4,2,6
Q8R407_MOUSE,6,6,6
HEXI1_MOUSE,8,6,4
DICER_MOUSE,72,6,7
ABCA3_MOUSE,18,5,6
CD109_MOUSE,9,1,4
AT2A1_MOUSE,17,5,10
IL36G_MOUSE,6,1,2
CADM4_MOUSE,11,4,3
NUP85_MOUSE,8,1,10
ACHB4_MOUSE,9,6,4
DACT1_MOUSE,19,4,4
NLRP3_MOUSE,29,9,12
SL9A8_MOUSE,7,2,6
TRPM8_MOUSE,6,3,5
CDT1_MOUSE,8,2,3
MCLN3_MOUSE,2,4,6
NTNG2_MOUSE,8,0,6
NTNG1_MOUSE,6,1,5
MGT5A_MOUSE,4,5,4
ACHA3_MOUSE,10,3,6
NAGS_MOUSE,3,1,2
ZNT5_MOUSE,7,3,12
ATX7_MOUSE,8,1,7
NETO1_MOUSE,7,1,7
IRAK4_MOUSE,9,25,3
PAPP1_MOUSE,5,3,1
SLAP2_MOUSE,5,1,5
CLYBL_MOUSE,3,4,1
TMC2_MOUSE,4,3,4
TMC1_MOUSE,5,3,4
MRP7_MOUSE,3,5,2
CYS1_MOUSE,3,2,7
UT2_MOUSE,0,2,3
STAB2_MOUSE,5,6,2
MYPOP_MOUSE,2,5,1
LUZP1_MOUSE,8,2,11
NFAM1_MOUSE,8,1,4
DUS15_MOUSE,1,13,2
ACER1_MOUSE,8,2,2
FCRL1_MOUSE,0,0,1
ETV3_MOUSE,3,3,4
LRC8C_MOUSE,7,1,4
FKTN_MOUSE,12,1,5
MIB2_MOUSE,2,4,3
PK1L1_MOUSE,5,1,4
RHOQ_MOUSE,12,4,4
ADM1B_MOUSE,2,3,1
SH3K1_MOUSE,6,3,9
SNP47_MOUSE,3,0,9
SMYD2_MOUSE,6,6,3
AB1IP_MOUSE,3,0,6
ZMY11_MOUSE,2,5,2
IFIH1_MOUSE,16,16,3
ARAP3_MOUSE,5,3,5
UBP15_MOUSE,11,8,5
WASF1_MOUSE,11,3,8
GSTM4_MOUSE,4,5,2
PRAF3_MOUSE,13,0,4
UBP33_MOUSE,12,5,6
WNT9A_MOUSE,12,1,1
CADM1_MOUSE,19,3,13
TMX1_MOUSE,5,3,4
SDHL_MOUSE,4,4,2
OSCAR_MOUSE,4,1,2
ASPC1_MOUSE,4,0,8
Q8VBU5_MOUSE,7,3,9
BANP_MOUSE,2,1,2
FBXW7_MOUSE,26,7,11
GUC1B_MOUSE,2,3,3
O51E2_MOUSE,10,4,3
SC6A8_MOUSE,2,1,1
ULA1_MOUSE,5,3,3
Q8VBX2_MOUSE,18,3,10
MPDZ_MOUSE,3,0,8
KKCC1_MOUSE,0,4,2
T106A_MOUSE,11,0,1
HEM1_MOUSE,5,3,5
TKFC_MOUSE,5,5,1
RPAP2_MOUSE,2,13,5
TCAB1_MOUSE,14,9,5
RNF8_MOUSE,18,8,8
ADIP_MOUSE,6,0,7
S22A6_MOUSE,8,9,5
ZDH12_MOUSE,4,1,4
BUP1_MOUSE,11,3,1
TMPS4_MOUSE,6,2,3
MED25_MOUSE,5,2,4
GYS2_MOUSE,2,1,5
PGDH_MOUSE,15,5,4
EST1_MOUSE,12,2,3
RPGF3_MOUSE,13,3,5
MED17_MOUSE,7,4,6
KDM4C_MOUSE,9,9,2
MAVS_MOUSE,21,1,3
CANT1_MOUSE,2,5,4
THIKB_MOUSE,1,2,2
CLM5_MOUSE,3,1,1
DHC24_MOUSE,14,6,4
RDH10_MOUSE,17,2,2
KLH20_MOUSE,6,3,8
FFAR2_MOUSE,18,2,2
SCO2_MOUSE,9,3,3
S17A9_MOUSE,6,4,5
NOXO1_MOUSE,2,3,2
MUL1_MOUSE,25,6,5
FIBG_MOUSE,4,2,4
CGL_MOUSE,14,8,1
CD99_MOUSE,4,0,2
NRBF2_MOUSE,4,2,5
SMS1_MOUSE,7,4,5
DHB13_MOUSE,2,2,2
MYLK2_MOUSE,8,3,3
PGRP2_MOUSE,8,4,2
XYLK_MOUSE,0,4,5
EST1D_MOUSE,11,6,4
TESK2_MOUSE,4,7,2
UN93B_MOUSE,13,1,5
AK1D1_MOUSE,6,2,1
MICU1_MOUSE,10,5,7
SGMR2_MOUSE,5,2,6
GRAP1_MOUSE,2,0,6
Z385A_MOUSE,14,3,6
SGIP1_MOUSE,7,4,5
ASZ1_MOUSE,5,0,3
ACER2_MOUSE,12,2,1
PI3R4_MOUSE,11,22,5
ABHD4_MOUSE,3,1,0
TTC8_MOUSE,18,1,9
HIP1_MOUSE,12,10,9
S620A_MOUSE,6,5,1
MYH9_MOUSE,29,11,26
WASH1_MOUSE,20,5,11
PHIP_MOUSE,18,1,1
UHRF1_MOUSE,9,9,8
DAPK2_MOUSE,5,23,3
PAFA2_MOUSE,1,2,2
ESIP1_MOUSE,8,0,0
NIT1_MOUSE,1,2,2
ELF5_MOUSE,7,2,2
ADPGK_MOUSE,2,2,1
GLIS2_MOUSE,12,6,5
AT1A1_MOUSE,19,9,15
MICA1_MOUSE,6,10,7
CCAR2_MOUSE,19,2,7
PTGR2_MOUSE,1,1,2
SIR2_MOUSE,37,21,25
CBX7_MOUSE,2,3,4
GPSM2_MOUSE,8,6,9
SNRK_MOUSE,1,24,1
DX39A_MOUSE,2,10,2
UBE2W_MOUSE,6,4,1
EFCB7_MOUSE,5,1,3
ZDHC5_MOUSE,9,2,8
DUS18_MOUSE,7,15,7
NAA40_MOUSE,1,3,3
MTMR6_MOUSE,2,2,4
MIOS_MOUSE,7,1,5
NKD2_MOUSE,8,5,3
METRL_MOUSE,7,1,1
UBA5_MOUSE,9,4,5
PDC10_MOUSE,20,1,4
CUL7_MOUSE,11,1,6
RETR1_MOUSE,8,1,5
RBM4B_MOUSE,7,2,4
CD276_MOUSE,11,2,1
MIA40_MOUSE,12,1,2
RAB7B_MOUSE,8,2,6
GRK5_MOUSE,8,5,4
SAV1_MOUSE,16,4,3
PAG15_MOUSE,8,7,5
AGRF1_MOUSE,5,1,1
CAHM2_MOUSE,6,0,1
BL1S4_MOUSE,6,0,3
LMCD1_MOUSE,3,2,2
RFA1_MOUSE,13,4,9
ASTRA_MOUSE,2,2,7
EXD2_MOUSE,3,8,5
CNO6L_MOUSE,7,2,4
ZNG1_MOUSE,3,3,1
HYAL3_MOUSE,14,2,9
NLE1_MOUSE,10,0,2
VPS4A_MOUSE,28,8,14
CC50A_MOUSE,6,2,7
RHBD2_MOUSE,0,1,4
HNRPU_MOUSE,35,29,23
ING3_MOUSE,6,7,5
MSPD1_MOUSE,3,0,5
GOLI_MOUSE,3,2,2
PLET1_MOUSE,4,0,2
OR4M1_MOUSE,6,2,2
O5AR1_MOUSE,3,4,2
HDAC8_MOUSE,5,14,4
RBM39_MOUSE,4,3,3
CAH9_MOUSE,5,3,4
SELM_MOUSE,5,0,3
CABP4_MOUSE,5,2,3
SEC63_MOUSE,5,0,2
DYH5_MOUSE,8,6,10
CDHR5_MOUSE,5,2,4
AMOT_MOUSE,17,2,11
OBOX4_MOUSE,7,1,1
AGAP3_MOUSE,3,5,3
ADCY3_MOUSE,9,4,5
IL25_MOUSE,6,2,1
OFUT2_MOUSE,8,2,2
VITRN_MOUSE,3,1,3
WASF3_MOUSE,7,1,6
MARK1_MOUSE,11,28,6
PRGC2_MOUSE,15,4,5
DHX36_MOUSE,32,23,10
UT1_MOUSE,4,3,3
SETD7_MOUSE,7,5,2
AGRV1_MOUSE,19,6,13
CDHR1_MOUSE,4,1,2
SOCS7_MOUSE,9,2,4
PP16B_MOUSE,4,1,5
ACO11_MOUSE,5,4,2
PCD18_MOUSE,3,1,1
CRUM1_MOUSE,17,1,14
CCG8_MOUSE,2,2,6
FLNC_MOUSE,3,3,6
CSPG4_MOUSE,9,2,8
SATB2_MOUSE,10,6,6
TAF9_MOUSE,9,2,5
PAXI_MOUSE,10,5,5
GBGT1_MOUSE,4,2,2
MRP2_MOUSE,4,6,5
LRP4_MOUSE,28,6,9
HUMMR_MOUSE,11,0,4
SP7_MOUSE,11,5,3
OAS3_MOUSE,15,4,4
OAS1D_MOUSE,2,2,1
BARH2_MOUSE,8,2,1
RECQ5_MOUSE,11,16,5
Q8VIE5_MOUSE,18,4,11
S7A12_MOUSE,1,1,4
PRS42_MOUSE,3,1,3
REST_MOUSE,41,11,4
RSPH1_MOUSE,6,0,13
TRAIP_MOUSE,7,4,4
NOBOX_MOUSE,4,4,3
MCR_MOUSE,8,4,6
SFPQ_MOUSE,15,3,6
H18_MOUSE,3,3,5
PEAR1_MOUSE,4,1,3
HAVR2_MOUSE,42,1,6
BSND_MOUSE,5,1,4
MYCD_MOUSE,41,5,5
STRC_MOUSE,5,0,3
CPIN1_MOUSE,4,4,4
Q91UZ1_MOUSE,3,2,7
EGLN3_MOUSE,7,5,2
IMPA2_MOUSE,4,3,1
MBOA5_MOUSE,14,3,1
CLC2D_MOUSE,3,3,2
VSX1_MOUSE,4,2,1
BACH_MOUSE,1,3,5
S12A5_MOUSE,14,3,9
ZNRF1_MOUSE,5,3,5
ABCA7_MOUSE,25,5,9
MELPH_MOUSE,5,7,6
RAB14_MOUSE,10,4,7
KISSR_MOUSE,1,3,4
TTLL1_MOUSE,9,4,5
CHIN_MOUSE,6,3,0
FITM1_MOUSE,4,3,1
FGRL1_MOUSE,8,5,4
NPNT_MOUSE,17,2,6
ACLY_MOUSE,4,3,2
CD248_MOUSE,7,3,2
ACSM1_MOUSE,1,8,2
CTL4_MOUSE,7,3,1
CAN8_MOUSE,1,3,1
KCC1G_MOUSE,0,4,4
IF4A3_MOUSE,10,9,5
GHITM_MOUSE,6,1,2
NDUS1_MOUSE,4,5,5
S27A4_MOUSE,15,7,5
P2RX5_MOUSE,4,4,2
KLK7_MOUSE,2,1,3
COQA1_MOUSE,1,0,5
PAQR1_MOUSE,15,6,1
SNX9_MOUSE,13,5,10
AIM2_MOUSE,20,5,7
CAVN3_MOUSE,5,1,4
STK38_MOUSE,5,27,4
PQBP1_MOUSE,10,2,5
ITM2C_MOUSE,3,2,5
TE2IP_MOUSE,12,3,7
ZBTB1_MOUSE,16,5,4
SPNS2_MOUSE,12,2,2
RMXL1_MOUSE,10,4,5
LRP5_MOUSE,51,3,4
ZNF24_MOUSE,2,5,2
DDX41_MOUSE,6,11,3
DDX1_MOUSE,11,16,8
MLP3A_MOUSE,12,3,10
BRK1_MOUSE,10,3,3
FARP2_MOUSE,9,2,3
NSE2_MOUSE,8,3,3
CBR4_MOUSE,5,4,3
FAM3C_MOUSE,7,2,2
DCA11_MOUSE,8,0,2
PUS7_MOUSE,7,4,1
GOGA4_MOUSE,2,1,4
ZKSC3_MOUSE,6,5,2
Q91VY2_MOUSE,7,3,9
KDM4B_MOUSE,1,5,3
SMAP1_MOUSE,2,3,2
Q91W06_MOUSE,40,1,9
S39A8_MOUSE,24,2,5
UBP3_MOUSE,5,7,4
KLC3_MOUSE,5,2,7
GCSP_MOUSE,6,7,4
VPS11_MOUSE,3,2,9
MA2C1_MOUSE,2,3,2
TXND5_MOUSE,0,2,1
HKDC1_MOUSE,4,3,3
S15A4_MOUSE,14,4,4
TIPIN_MOUSE,8,0,3
HDA11_MOUSE,2,9,4
SHRPN_MOUSE,11,5,5
ABCG4_MOUSE,8,5,4
PLPP7_MOUSE,1,0,2
SETD3_MOUSE,6,6,3
ACSL6_MOUSE,1,4,5
DGLB_MOUSE,10,4,2
GP108_MOUSE,2,0,3
TRPV6_MOUSE,6,4,3
NDUS2_MOUSE,8,8,4
KI18A_MOUSE,8,6,8
CDKAL_MOUSE,2,4,3
TAZ_MOUSE,6,1,3
ADCY4_MOUSE,3,4,3
FIG4_MOUSE,10,6,3
EST2C_MOUSE,0,2,2
INSI2_MOUSE,13,2,1
AAKG2_MOUSE,6,9,3
DGKG_MOUSE,7,4,3
GLCNE_MOUSE,4,6,1
EIF3H_MOUSE,3,2,4
ANR54_MOUSE,3,2,3
CP4CA_MOUSE,2,5,1
WWOX_MOUSE,10,2,9
STRBP_MOUSE,3,4,4
EVA1A_MOUSE,9,0,3
S7A13_MOUSE,3,2,1
KMO_MOUSE,12,3,4
MASP2_MOUSE,3,4,1
AK1CL_MOUSE,2,10,1
CISD1_MOUSE,3,5,2
NLRP6_MOUSE,25,8,6
RBM47_MOUSE,8,4,3
CBS_MOUSE,22,12,2
EST1F_MOUSE,1,2,3
S22A7_MOUSE,5,4,4
ZDHC7_MOUSE,12,4,3
NC2B_MOUSE,7,4,6
SLC31_MOUSE,5,3,4
PLPL3_MOUSE,6,8,2
DTBP1_MOUSE,25,0,24
UROM_MOUSE,59,2,10
ASH2L_MOUSE,5,3,7
BAAT_MOUSE,9,7,2
GCKR_MOUSE,7,6,5
GORS1_MOUSE,6,1,2
DCXR_MOUSE,6,4,5
S1PR5_MOUSE,2,2,2
ZFN2B_MOUSE,4,4,4
HEMO_MOUSE,9,3,1
CY250_MOUSE,2,5,1
ERLN1_MOUSE,5,2,2
CELA1_MOUSE,16,2,2
CRTC3_MOUSE,8,1,4
FLVC2_MOUSE,7,5,3
TMM98_MOUSE,7,0,5
PMGT1_MOUSE,13,4,2
GOLM1_MOUSE,2,0,2
CHIA_MOUSE,6,3,2
TREX1_MOUSE,59,14,7
AJUBA_MOUSE,15,6,11
LIMS2_MOUSE,10,1,2
FTCD_MOUSE,5,4,7
VPS36_MOUSE,3,2,6
ACY3_MOUSE,0,4,3
CR3L3_MOUSE,3,4,5
RN167_MOUSE,9,2,3
Q91XL1_MOUSE,11,3,2
DLG2_MOUSE,7,2,13
GLRA3_MOUSE,3,5,9
DYH8_MOUSE,1,6,5
MTMR4_MOUSE,5,7,5
WRIP1_MOUSE,4,10,3
BASP1_MOUSE,4,4,10
FKBP6_MOUSE,8,2,4
PCDB8_MOUSE,1,2,1
PCDB6_MOUSE,2,2,1
PCDA9_MOUSE,10,1,3
PCDA7_MOUSE,2,2,2
BRDT_MOUSE,10,3,1
SIG12_MOUSE,5,2,2
S13A3_MOUSE,3,8,3
SIA4C_MOUSE,8,3,1
MK08_MOUSE,29,7,10
ALDOB_MOUSE,10,7,2
KPSH1_MOUSE,2,23,6
CXD3_MOUSE,6,2,3
DCP1A_MOUSE,5,4,5
TRPM2_MOUSE,18,7,5
WASL_MOUSE,18,1,7
EGLN2_MOUSE,5,6,2
EGLN1_MOUSE,12,4,4
BAZ2A_MOUSE,5,5,5
IPO9_MOUSE,4,4,2
SYNP2_MOUSE,0,3,3
5NT1B_MOUSE,4,4,1
ATLA3_MOUSE,5,3,4
VATB1_MOUSE,18,4,10
ARLY_MOUSE,8,2,0
ATG13_MOUSE,6,2,5
ARRB2_MOUSE,28,5,7
GLD2_MOUSE,5,3,2
RRP1B_MOUSE,10,1,7
RN126_MOUSE,13,3,4
PG2IP_MOUSE,24,0,2
RHG35_MOUSE,22,7,5
UAP1_MOUSE,2,3,1
BAG2_MOUSE,4,7,3
NEUL_MOUSE,3,4,4
ELMD3_MOUSE,8,0,5
RAB7L_MOUSE,8,2,9
RPN1_MOUSE,2,0,4
TWF1_MOUSE,4,5,6
EFNMT_MOUSE,1,1,4
PTGR1_MOUSE,3,4,1
KCC1A_MOUSE,16,4,2
NDUV1_MOUSE,3,5,4
RN185_MOUSE,9,5,3
YTHD2_MOUSE,21,3,6
CSCL1_MOUSE,1,4,4
LZTS2_MOUSE,13,0,7
Q91YU7_MOUSE,28,7,6
DNJC3_MOUSE,7,4,5
THMS2_MOUSE,3,0,2
LGAT1_MOUSE,3,4,1
B4GT3_MOUSE,3,3,2
SO1A5_MOUSE,1,3,2
PTBP2_MOUSE,3,1,1
GBP7_MOUSE,15,2,3
DUS7_MOUSE,0,13,1
SRGP2_MOUSE,12,3,11
MYH7_MOUSE,12,4,7
B3GT6_MOUSE,5,1,3
BMP2K_MOUSE,1,24,2
PCCA_MOUSE,1,4,3
NRARP_MOUSE,14,0,0
ALPK2_MOUSE,7,22,1
OSR2_MOUSE,30,5,1
VANG2_MOUSE,45,0,13
EAF2_MOUSE,8,1,5
TMLH_MOUSE,1,3,2
AGRE4_MOUSE,1,2,2
Q91ZE6_MOUSE,18,5,15
BMF_MOUSE,10,0,3
DJC24_MOUSE,2,3,2
CAT7_MOUSE,5,2,6
ABHD3_MOUSE,1,5,1
CELR3_MOUSE,8,2,3
IOD3_MOUSE,8,2,2
MUS81_MOUSE,7,4,4
UGPA_MOUSE,5,6,1
HYAL1_MOUSE,21,2,4
AP2D_MOUSE,5,2,2
DMBX1_MOUSE,7,6,2
SH2B1_MOUSE,6,1,4
LPIN1_MOUSE,16,5,8
S5A4B_MOUSE,3,2,2
NFIP2_MOUSE,2,0,3
NECA2_MOUSE,5,3,6
PDE6C_MOUSE,4,4,1
RPE65_MOUSE,7,8,6
RAB4B_MOUSE,5,2,7
SNX18_MOUSE,6,1,4
NEK8_MOUSE,4,23,5
CTSR1_MOUSE,7,2,3
RED1_MOUSE,18,5,5
FGD4_MOUSE,2,3,4
DYST_MOUSE,8,5,26
NMD3B_MOUSE,3,2,5
MIA2_MOUSE,7,1,2
MOGT1_MOUSE,3,2,3
PLDX1_MOUSE,1,0,7
AGRA2_MOUSE,11,1,5
OFUT1_MOUSE,8,2,2
SMCA5_MOUSE,20,8,18
C209D_MOUSE,3,3,1
C209A_MOUSE,2,4,2
SENP2_MOUSE,15,2,7
LRP1_MOUSE,29,4,10
Q91ZZ2_MOUSE,13,1,2
SYUB_MOUSE,6,2,4
RXFP2_MOUSE,7,3,1
OPT_MOUSE,3,0,2
AFG31_MOUSE,7,11,3
FRM4B_MOUSE,1,0,5
SP16H_MOUSE,4,0,2
CRDL1_MOUSE,10,2,3
KCNH5_MOUSE,2,5,2
FPPS_MOUSE,3,3,3
SMC1B_MOUSE,2,3,7
SIGL5_MOUSE,2,2,2
MFRN1_MOUSE,2,2,2
SG3A2_MOUSE,0,0,2
FADS1_MOUSE,2,2,2
ELOV6_MOUSE,8,2,2
BPL1_MOUSE,3,5,6
SYT12_MOUSE,3,0,2
BRNP1_MOUSE,18,0,3
REV1_MOUSE,2,4,1
VPS16_MOUSE,4,1,8
MSI2H_MOUSE,1,3,3
NS1BP_MOUSE,6,0,3
ALS2_MOUSE,17,6,14
VPP4_MOUSE,6,3,9
B3GL1_MOUSE,3,2,1
NRIF2_MOUSE,3,3,2
BRWD1_MOUSE,3,0,6
BICD2_MOUSE,9,5,8
MED6_MOUSE,6,4,5
GRHL1_MOUSE,6,8,2
RAB31_MOUSE,6,3,7
EED_MOUSE,10,4,7
TADBP_MOUSE,16,6,6
ETFD_MOUSE,2,6,4
THIKA_MOUSE,4,3,3
TRFE_MOUSE,15,6,15
RHEB_MOUSE,9,7,8
UBE2S_MOUSE,10,2,1
Q921K2_MOUSE,39,20,10
TMCO1_MOUSE,5,2,4
GLT11_MOUSE,6,4,1
GOGA2_MOUSE,15,2,9
CYRIB_MOUSE,11,2,3
DDX27_MOUSE,1,9,2
GPS2_MOUSE,15,3,6
Q921Q6_MOUSE,0,2,1
RIN1_MOUSE,5,3,5
Q921T1_MOUSE,42,7,2
TOIP1_MOUSE,3,4,3
MGAT2_MOUSE,2,4,2
CHM1A_MOUSE,21,2,14
MACD1_MOUSE,4,3,3
TRAF7_MOUSE,8,2,5
C1TC_MOUSE,14,5,2
S2536_MOUSE,4,1,2
TEKT2_MOUSE,2,0,4
ANM3_MOUSE,3,5,1
GMPPA_MOUSE,15,5,2
FOXI1_MOUSE,3,4,2
CLIP1_MOUSE,3,4,6
FACR1_MOUSE,4,2,2
NOP2_MOUSE,5,2,2
FRK_MOUSE,1,4,2
T132A_MOUSE,3,1,4
GLYR1_MOUSE,0,6,2
RIOK1_MOUSE,2,24,3
PRKX_MOUSE,13,24,3
P4R3B_MOUSE,3,1,6
PDE2A_MOUSE,26,9,14
KIF2C_MOUSE,10,3,8
K2C5_MOUSE,4,0,5
ANM7_MOUSE,3,7,4
DYRK3_MOUSE,11,9,6
UBXN1_MOUSE,4,6,3
TRI59_MOUSE,4,2,2
OXDD_MOUSE,7,3,2
Q923A8_MOUSE,26,14,3
NRIF1_MOUSE,5,3,3
STEA4_MOUSE,5,6,5
BLVRB_MOUSE,3,6,1
WBP11_MOUSE,3,1,3
SIR1_MOUSE,101,31,16
SC5A2_MOUSE,3,3,1
TRPM7_MOUSE,9,31,5
CSMD1_MOUSE,11,0,1
NEUL1_MOUSE,15,4,8
TRIM7_MOUSE,2,2,3
KCC2G_MOUSE,6,5,2
TM1L1_MOUSE,3,6,3
TGS1_MOUSE,0,1,5
AGRL4_MOUSE,2,2,2
GLRX2_MOUSE,0,3,2
TAAR1_MOUSE,5,2,3
GPC5B_MOUSE,10,4,4
FER3L_MOUSE,6,3,1
TF7L2_MOUSE,48,5,6
CIC_MOUSE,8,2,2
UCN3_MOUSE,12,2,3
XPO5_MOUSE,2,6,4
ALPK3_MOUSE,3,22,1
LOXL4_MOUSE,0,2,3
RA51C_MOUSE,8,4,11
MTA3_MOUSE,10,4,4
LTMD1_MOUSE,4,2,6
MPI_MOUSE,4,2,1
S12A6_MOUSE,7,3,3
PRS28_MOUSE,3,2,2
SPRE2_MOUSE,8,3,3
SPRE1_MOUSE,11,4,6
DSCR6_MOUSE,5,0,1
XRCC4_MOUSE,23,1,6
RNF31_MOUSE,11,6,4
SMC6_MOUSE,6,4,10
TRI66_MOUSE,1,3,2
EPGN_MOUSE,7,4,2
LRP8_MOUSE,16,9,12
STK33_MOUSE,3,23,2
CERS2_MOUSE,7,3,2
PAWR_MOUSE,12,2,6
TS1R3_MOUSE,3,2,3
2ABD_MOUSE,4,2,2
ESAM_MOUSE,6,1,4
R144A_MOUSE,2,2,4
RNF37_MOUSE,1,4,3
CYBR1_MOUSE,4,4,3
ASIC2_MOUSE,21,5,7
TRPS1_MOUSE,7,3,1
KR211_MOUSE,9,0,1
ATD3A_MOUSE,7,3,4
TS1R2_MOUSE,2,2,3
PDGFD_MOUSE,10,2,2
MED1_MOUSE,60,22,8
TSSK6_MOUSE,4,25,3
CLD16_MOUSE,4,4,3
CEAM2_MOUSE,3,0,3
NCLX_MOUSE,11,3,6
IL24_MOUSE,3,1,2
GRIP1_MOUSE,3,0,11
EDEM1_MOUSE,8,3,4
TALDO_MOUSE,2,2,3
RN112_MOUSE,8,4,11
PRDM9_MOUSE,13,12,3
ROAA_MOUSE,6,2,8
Q99052_MOUSE,5,19,1
MYO5A_MOUSE,26,9,15
CAC1D_MOUSE,11,6,5
MEP50_MOUSE,10,3,7
MCLN1_MOUSE,12,10,12
OPHN1_MOUSE,16,4,6
DCMC_MOUSE,9,2,5
NRBP_MOUSE,4,3,5
DRS7B_MOUSE,9,3,5
DERL1_MOUSE,9,6,8
ABEC3_MOUSE,7,2,1
DDB2_MOUSE,7,3,6
ATG5_MOUSE,49,1,14
NPTXR_MOUSE,3,2,2
DHX58_MOUSE,12,12,1
IFM2_MOUSE,6,0,4
SO1A6_MOUSE,8,1,1
CDK9_MOUSE,13,18,6
THTM_MOUSE,5,3,5
CALCA_MOUSE,20,3,7
CLTR1_MOUSE,9,1,1
KLF7_MOUSE,9,5,3
STML2_MOUSE,10,3,7
KRBBB_MOUSE,1,3,2
FOXP3_MOUSE,72,12,4
AMNLS_MOUSE,6,2,10
PACN3_MOUSE,5,4,3
PSIP1_MOUSE,4,4,5
G37L1_MOUSE,10,3,3
TNIP2_MOUSE,15,3,1
CSTN3_MOUSE,23,4,13
ERD21_MOUSE,5,1,7
MSTN1_MOUSE,10,0,3
RAP1B_MOUSE,14,5,5
SPEF1_MOUSE,8,2,13
KLH22_MOUSE,13,2,9
M4K3_MOUSE,3,24,0
HOME3_MOUSE,3,3,4
SFXN1_MOUSE,6,3,2
TINAL_MOUSE,1,2,3
NMNA3_MOUSE,3,3,3
SMRD2_MOUSE,11,0,8
STK26_MOUSE,9,25,8
MTND_MOUSE,1,5,3
LIMS1_MOUSE,14,2,2
EPCAM_MOUSE,7,1,6
GORS2_MOUSE,6,0,3
NXF1_MOUSE,3,2,8
ECHB_MOUSE,3,4,6
TIRAP_MOUSE,31,5,4
GIMA4_MOUSE,0,1,2
PLPP3_MOUSE,22,5,10
ARP3_MOUSE,11,3,7
ERRFI_MOUSE,41,1,4
NLGN1_MOUSE,46,2,18
UFSP2_MOUSE,6,1,3
S39A3_MOUSE,7,1,3
ARFG2_MOUSE,2,2,3
ES8L2_MOUSE,5,2,7
EMIL1_MOUSE,27,4,7
NONO_MOUSE,12,4,7
AASS_MOUSE,3,2,1
RRAGC_MOUSE,6,9,6
MED24_MOUSE,5,0,4
SMOX_MOUSE,1,2,3
TAB2_MOUSE,7,4,4
GLO2_MOUSE,2,2,2
CO72R_MOUSE,3,1,4
RBM10_MOUSE,9,3,2
LSR_MOUSE,8,2,7
HPS4_MOUSE,9,4,7
STK24_MOUSE,8,24,6
ACON_MOUSE,5,4,3
UBX2A_MOUSE,7,1,7
DCTN2_MOUSE,4,3,9
NEUA_MOUSE,2,1,2
PRP19_MOUSE,15,3,10
NAMPT_MOUSE,5,3,5
RNF34_MOUSE,11,5,6
PPIF_MOUSE,25,5,4
NGRN_MOUSE,3,1,7
VMP1_MOUSE,10,1,7
DJB11_MOUSE,4,3,6
TARA_MOUSE,5,2,9
GAK_MOUSE,17,22,5
PGR1A_MOUSE,6,0,3
CDS2_MOUSE,4,1,3
IF2B_MOUSE,4,2,3
SNTB1_MOUSE,0,4,6
MCRS1_MOUSE,14,3,9
DHRS4_MOUSE,3,4,2
NDUAA_MOUSE,4,1,5
RIPL2_MOUSE,2,2,4
AKIR1_MOUSE,7,0,3
RTCB_MOUSE,3,4,7
UBP16_MOUSE,12,8,2
TTC5_MOUSE,5,3,7
PTSS1_MOUSE,1,2,2
CLCC1_MOUSE,1,2,3
ZN281_MOUSE,5,6,2
HGS_MOUSE,1,5,3
CLP1_MOUSE,5,3,4
NGBR_MOUSE,10,2,3
CK5P3_MOUSE,24,6,8
SMTL1_MOUSE,6,7,5
MBIP1_MOUSE,9,2,6
SVBP_MOUSE,7,2,4
PDES1_MOUSE,2,1,1
ABD12_MOUSE,8,3,6
CH1B1_MOUSE,19,2,13
PARK7_MOUSE,73,27,15
GDPD3_MOUSE,3,3,2
MARH2_MOUSE,4,2,8
LIAS_MOUSE,5,3,1
PPIP2_MOUSE,1,1,3
NCK1_MOUSE,22,7,8
