Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
A0A0G2JGV9_MOUSE,0,0,0
A0A0G2JGW0_MOUSE,1,1,1
A0A0G2JGW1_MOUSE,1,0,2
A0A0G2JGW2_MOUSE,1,2,0
A0A0G2JGW3_MOUSE,0,2,0
A0A0G2JGW5_MOUSE,0,0,0
A0A0G2JGW7_MOUSE,0,0,0
A0A0G2JGW8_MOUSE,0,0,0
A0A0G2JGW9_MOUSE,1,1,1
A0A0G2JGX0_MOUSE,0,0,0
A0A0G2JGX1_MOUSE,0,0,0
A0A0G2JGX2_MOUSE,0,1,2
A0A0G2JGX5_MOUSE,0,1,1
A0A0G2JGX6_MOUSE,0,1,0
A0A0G2JGX7_MOUSE,0,1,0
A0A0G2JGX8_MOUSE,0,0,0
A0A0G2JGX9_MOUSE,0,1,0
A0A0G2JGY0_MOUSE,0,1,0
A0A0G2JGY1_MOUSE,0,1,0
A0A0G2JGY2_MOUSE,2,0,1
A0A0G2JGY3_MOUSE,0,0,0
A0A0G2JGY5_MOUSE,0,1,0
A0A0G2JGY6_MOUSE,0,1,1
A0A0G2JGY7_MOUSE,0,0,0
A0A0G2JGY8_MOUSE,1,1,2
A0A0G2JGY9_MOUSE,1,0,1
A0A0G2JGZ0_MOUSE,0,0,0
A0A0G2JGZ2_MOUSE,2,2,0
A0A0G2JGZ3_MOUSE,0,1,0
A0A0G2JGZ4_MOUSE,1,1,1
A0A0G2JGZ5_MOUSE,0,1,1
A0A0G2JGZ7_MOUSE,0,3,1
A0A0G2JGZ8_MOUSE,0,0,0
A0A0G2JH00_MOUSE,1,0,1
A0A0G2JH01_MOUSE,0,0,0
A0A0G2JH03_MOUSE,3,2,1
A0A0G2JH05_MOUSE,0,1,1
A0A0G2JH06_MOUSE,0,1,1
A0A0G2JH07_MOUSE,0,0,0
A0A0G2JH08_MOUSE,0,0,0
A0A0G2JH09_MOUSE,0,0,0
A0A0G2JH10_MOUSE,0,0,0
A0A0G2JH11_MOUSE,0,1,0
A0A0G2JH12_MOUSE,0,0,2
A0A0G2JH13_MOUSE,2,0,1
A0A0G2JH14_MOUSE,1,2,1
A0A0G2JH15_MOUSE,0,0,0
A0A0G2JH17_MOUSE,1,0,1
A0A0G2JH18_MOUSE,0,0,0
A0A0G2JH19_MOUSE,0,0,0
A0A0G2LB92_MOUSE,0,0,0
A0A0G2LB96_MOUSE,1,1,0
A0A0G2SSZ4_MOUSE,0,0,0
A0A0G2YDK5_MOUSE,0,2,3
A0A0G2YJ29_MOUSE,0,2,3
A0A0G2YKU1_MOUSE,0,2,3
A0A0H2UH17_MOUSE,0,0,1
A0A0H2UH20_MOUSE,0,0,0
A0A0H2UH22_MOUSE,0,2,0
A0A0H2UH25_MOUSE,0,0,1
A0A0H2UH27_MOUSE,1,1,1
A0A0H2UH30_MOUSE,0,2,2
A0A0H2UH31_MOUSE,0,0,0
A0A0H2UKB5_MOUSE,0,0,0
A0A0H2UKB7_MOUSE,0,0,0
A0A0H2UKC0_MOUSE,0,1,0
A0A0H2UKC2_MOUSE,0,0,0
A0A0H2UKC3_MOUSE,0,0,0
A0A0H2UKC4_MOUSE,2,1,1
A0A0H3TRK9_MOUSE,0,0,0
A0A0H3XWX3_MOUSE,0,1,0
A0A0J9YMM3_MOUSE,0,1,1
A0A0J9YQM4_MOUSE,0,1,0
A0A0J9YSF5_MOUSE,1,1,1
A0A0J9YTQ2_MOUSE,0,0,0
A0A0J9YTQ3_MOUSE,2,2,0
A0A0J9YTQ7_MOUSE,0,0,0
A0A0J9YTQ8_MOUSE,0,1,1
A0A0J9YTQ9_MOUSE,0,0,0
A0A0J9YTR2_MOUSE,0,0,0
A0A0J9YTR3_MOUSE,0,0,1
A0A0J9YTR4_MOUSE,0,0,0
A0A0J9YTR6_MOUSE,0,0,0
A0A0J9YTR7_MOUSE,1,1,1
A0A0J9YTR8_MOUSE,0,0,0
A0A0J9YTS0_MOUSE,0,0,0
A0A0J9YTS1_MOUSE,1,0,0
A0A0J9YTS2_MOUSE,0,0,1
A0A0J9YTS3_MOUSE,0,0,0
A0A0J9YTS4_MOUSE,0,0,1
A0A0J9YTS6_MOUSE,2,0,0
A0A0J9YTS8_MOUSE,0,0,0
A0A0J9YTS9_MOUSE,0,0,3
A0A0J9YTT0_MOUSE,0,1,1
A0A0J9YTT1_MOUSE,0,0,0
A0A0J9YTT2_MOUSE,0,0,0
A0A0J9YTT4_MOUSE,0,0,0
A0A0J9YTT5_MOUSE,0,0,0
A0A0J9YTT8_MOUSE,1,0,0
A0A0J9YTU1_MOUSE,1,1,0
A0A0J9YTU2_MOUSE,0,0,0
A0A0J9YTU3_MOUSE,0,0,0
A0A0J9YTU6_MOUSE,0,0,0
A0A0J9YTV0_MOUSE,0,0,0
A0A0J9YTV1_MOUSE,1,0,1
A0A0J9YTV2_MOUSE,0,0,0
A0A0J9YTV4_MOUSE,1,0,0
A0A0J9YTV6_MOUSE,0,0,0
A0A0J9YTV7_MOUSE,0,0,0
A0A0J9YTW2_MOUSE,0,1,1
A0A0J9YTW3_MOUSE,0,2,0
A0A0J9YTW4_MOUSE,0,1,1
A0A0J9YTW5_MOUSE,0,1,1
A0A0J9YTW8_MOUSE,0,0,0
A0A0J9YTX0_MOUSE,0,1,1
A0A0J9YTX1_MOUSE,0,0,1
A0A0J9YTX3_MOUSE,0,1,1
A0A0J9YTX4_MOUSE,0,0,0
A0A0J9YTX5_MOUSE,0,1,0
A0A0J9YTX6_MOUSE,0,0,0
A0A0J9YTX7_MOUSE,1,1,1
A0A0J9YTX8_MOUSE,0,1,0
A0A0J9YTY5_MOUSE,1,0,1
A0A0J9YTY7_MOUSE,0,0,1
A0A0J9YTY9_MOUSE,0,0,0
A0A0J9YTZ0_MOUSE,0,1,0
A0A0J9YTZ2_MOUSE,0,0,0
A0A0J9YTZ3_MOUSE,0,0,0
A0A0J9YTZ5_MOUSE,0,0,0
A0A0J9YTZ6_MOUSE,1,2,1
A0A0J9YTZ7_MOUSE,0,2,0
A0A0J9YTZ8_MOUSE,0,0,0
A0A0J9YU00_MOUSE,4,0,0
A0A0J9YU01_MOUSE,4,0,0
A0A0J9YU02_MOUSE,0,0,0
A0A0J9YU03_MOUSE,1,2,2
A0A0J9YU04_MOUSE,0,0,0
A0A0J9YU05_MOUSE,0,0,0
A0A0J9YU06_MOUSE,0,0,0
A0A0J9YU07_MOUSE,0,2,0
A0A0J9YU08_MOUSE,0,0,0
A0A0J9YU11_MOUSE,0,0,0
A0A0J9YU13_MOUSE,1,0,3
A0A0J9YU14_MOUSE,0,0,2
A0A0J9YU15_MOUSE,0,0,1
A0A0J9YU17_MOUSE,0,0,0
A0A0J9YU20_MOUSE,0,0,0
A0A0J9YU22_MOUSE,0,0,0
A0A0J9YU23_MOUSE,1,1,1
A0A0J9YU24_MOUSE,0,0,0
A0A0J9YU25_MOUSE,0,0,0
A0A0J9YU27_MOUSE,0,0,0
A0A0J9YU28_MOUSE,0,0,0
A0A0J9YU29_MOUSE,0,0,0
A0A0J9YU30_MOUSE,0,1,0
A0A0J9YU32_MOUSE,1,1,1
A0A0J9YU33_MOUSE,1,0,0
A0A0J9YU34_MOUSE,0,0,0
A0A0J9YU35_MOUSE,0,0,0
A0A0J9YU36_MOUSE,0,1,1
A0A0J9YU38_MOUSE,1,0,2
A0A0J9YU41_MOUSE,0,0,0
A0A0J9YU43_MOUSE,2,0,0
A0A0J9YU44_MOUSE,0,0,0
A0A0J9YU45_MOUSE,0,2,1
A0A0J9YU48_MOUSE,0,0,0
A0A0J9YU49_MOUSE,0,1,0
A0A0J9YU51_MOUSE,1,0,2
A0A0J9YU52_MOUSE,0,0,0
A0A0J9YU54_MOUSE,0,3,0
A0A0J9YU56_MOUSE,0,0,0
A0A0J9YU65_MOUSE,0,0,0
A0A0J9YU66_MOUSE,0,0,0
A0A0J9YU67_MOUSE,0,1,1
A0A0J9YU68_MOUSE,0,0,0
A0A0J9YU69_MOUSE,0,0,1
A0A0J9YU70_MOUSE,1,2,1
A0A0J9YU71_MOUSE,1,1,0
A0A0J9YU72_MOUSE,0,0,1
A0A0J9YU74_MOUSE,3,0,0
A0A0J9YU75_MOUSE,0,1,1
A0A0J9YU76_MOUSE,0,0,0
A0A0J9YU77_MOUSE,1,1,1
A0A0J9YU78_MOUSE,2,0,4
A0A0J9YU79_MOUSE,1,1,0
A0A0J9YU80_MOUSE,0,0,0
A0A0J9YU82_MOUSE,1,2,0
A0A0J9YU83_MOUSE,0,2,0
A0A0J9YU87_MOUSE,1,1,1
A0A0J9YU88_MOUSE,4,0,0
A0A0J9YU89_MOUSE,0,1,1
A0A0J9YU90_MOUSE,0,0,0
A0A0J9YU91_MOUSE,0,1,1
A0A0J9YU92_MOUSE,0,1,0
A0A0J9YU93_MOUSE,0,0,0
A0A0J9YU94_MOUSE,0,0,0
A0A0J9YU95_MOUSE,0,1,1
A0A0J9YU98_MOUSE,0,0,0
A0A0J9YU99_MOUSE,0,1,1
A0A0J9YUA0_MOUSE,2,0,2
A0A0J9YUA1_MOUSE,1,2,1
A0A0J9YUA3_MOUSE,1,2,1
A0A0J9YUA4_MOUSE,1,0,1
A0A0J9YUA5_MOUSE,1,0,1
A0A0J9YUA6_MOUSE,0,0,0
A0A0J9YUA7_MOUSE,2,0,2
A0A0J9YUB0_MOUSE,0,2,0
A0A0J9YUB2_MOUSE,1,0,0
A0A0J9YUB4_MOUSE,0,0,0
A0A0J9YUB5_MOUSE,0,1,0
A0A0J9YUC1_MOUSE,0,2,0
A0A0J9YUC2_MOUSE,0,0,0
A0A0J9YUC3_MOUSE,1,2,0
A0A0J9YUC5_MOUSE,0,0,1
A0A0J9YUC6_MOUSE,0,0,1
A0A0J9YUC9_MOUSE,1,1,0
A0A0J9YUD0_MOUSE,0,0,1
A0A0J9YUD1_MOUSE,3,0,0
A0A0J9YUD3_MOUSE,0,0,1
A0A0J9YUD4_MOUSE,1,1,1
A0A0J9YUD5_MOUSE,1,1,3
A0A0J9YUD9_MOUSE,0,0,0
A0A0J9YUE0_MOUSE,0,1,1
A0A0J9YUE1_MOUSE,0,0,0
A0A0J9YUE3_MOUSE,0,1,1
A0A0J9YUE4_MOUSE,3,0,0
A0A0J9YUE5_MOUSE,0,0,0
A0A0J9YUE6_MOUSE,0,0,2
A0A0J9YUE8_MOUSE,0,0,0
A0A0J9YUF0_MOUSE,2,0,1
A0A0J9YUF2_MOUSE,0,0,0
A0A0J9YUF3_MOUSE,0,0,0
A0A0J9YUF4_MOUSE,0,0,0
A0A0J9YUF5_MOUSE,0,1,1
A0A0J9YUF6_MOUSE,0,0,1
A0A0J9YUF7_MOUSE,0,0,0
A0A0J9YUF8_MOUSE,0,0,0
A0A0J9YUF9_MOUSE,0,0,0
A0A0J9YUG0_MOUSE,0,0,0
A0A0J9YUG1_MOUSE,0,0,0
A0A0J9YUG5_MOUSE,0,0,0
A0A0J9YUG7_MOUSE,0,0,0
A0A0J9YUG8_MOUSE,0,0,0
A0A0J9YUH0_MOUSE,0,0,0
A0A0J9YUH2_MOUSE,0,0,0
A0A0J9YUH4_MOUSE,1,0,0
A0A0J9YUH6_MOUSE,0,0,0
A0A0J9YUH7_MOUSE,0,0,1
A0A0J9YUH8_MOUSE,1,0,1
A0A0J9YUH9_MOUSE,0,0,0
A0A0J9YUI0_MOUSE,1,1,0
A0A0J9YUI1_MOUSE,0,0,0
A0A0J9YUI2_MOUSE,0,0,2
A0A0J9YUI3_MOUSE,1,0,0
A0A0J9YUI4_MOUSE,0,0,0
A0A0J9YUI5_MOUSE,0,0,0
A0A0J9YUI6_MOUSE,0,0,0
A0A0J9YUI7_MOUSE,0,0,0
A0A0J9YUI9_MOUSE,0,1,1
A0A0J9YUJ0_MOUSE,0,0,0
A0A0J9YUJ3_MOUSE,0,0,0
A0A0J9YUJ4_MOUSE,0,0,1
A0A0J9YUJ5_MOUSE,0,1,1
A0A0J9YUJ6_MOUSE,1,0,0
A0A0J9YUJ7_MOUSE,0,0,0
A0A0J9YUK0_MOUSE,0,0,0
A0A0J9YUK2_MOUSE,0,1,1
A0A0J9YUK3_MOUSE,0,0,0
A0A0J9YUK4_MOUSE,0,0,0
A0A0J9YUK5_MOUSE,0,1,0
A0A0J9YUK6_MOUSE,1,1,0
A0A0J9YUK7_MOUSE,0,0,1
A0A0J9YUK8_MOUSE,0,0,0
A0A0J9YUK9_MOUSE,0,0,1
A0A0J9YUL0_MOUSE,0,1,1
A0A0J9YUL1_MOUSE,0,0,0
A0A0J9YUL4_MOUSE,0,0,0
A0A0J9YUL5_MOUSE,0,0,0
A0A0J9YUL6_MOUSE,0,0,0
A0A0J9YUL8_MOUSE,0,0,2
A0A0J9YUM0_MOUSE,0,2,0
A0A0J9YUM1_MOUSE,4,0,0
A0A0J9YUM2_MOUSE,1,1,0
A0A0J9YUM4_MOUSE,0,3,0
A0A0J9YUN0_MOUSE,1,0,1
A0A0J9YUN1_MOUSE,0,0,0
A0A0J9YUN2_MOUSE,0,2,0
A0A0J9YUN6_MOUSE,1,1,0
A0A0J9YUN7_MOUSE,1,0,0
A0A0J9YUN8_MOUSE,0,0,0
A0A0J9YUP2_MOUSE,1,2,0
A0A0J9YUP3_MOUSE,0,0,1
A0A0J9YUP4_MOUSE,1,0,0
A0A0J9YUP5_MOUSE,0,3,1
A0A0J9YUP6_MOUSE,0,0,0
A0A0J9YUQ2_MOUSE,0,0,0
A0A0J9YUQ4_MOUSE,0,2,0
A0A0J9YUR0_MOUSE,0,1,1
A0A0J9YUR1_MOUSE,0,0,1
A0A0J9YUR2_MOUSE,0,0,0
A0A0J9YUR3_MOUSE,0,1,1
A0A0J9YUR4_MOUSE,0,0,0
A0A0J9YUR5_MOUSE,0,2,0
A0A0J9YUR6_MOUSE,0,0,1
A0A0J9YUR7_MOUSE,0,1,0
A0A0J9YUR9_MOUSE,0,0,0
A0A0J9YUS0_MOUSE,0,2,0
A0A0J9YUS1_MOUSE,0,0,0
A0A0J9YUS2_MOUSE,0,1,1
A0A0J9YUS3_MOUSE,0,0,2
A0A0J9YUS4_MOUSE,1,0,0
A0A0J9YUS5_MOUSE,0,2,0
A0A0J9YUS9_MOUSE,0,0,0
A0A0J9YUT0_MOUSE,0,0,1
A0A0J9YUT1_MOUSE,0,0,0
A0A0J9YUT2_MOUSE,1,0,1
A0A0J9YUT3_MOUSE,0,1,1
A0A0J9YUT6_MOUSE,0,0,0
A0A0J9YUT7_MOUSE,0,1,1
A0A0J9YUT8_MOUSE,0,1,1
A0A0J9YUT9_MOUSE,0,1,1
A0A0J9YUU0_MOUSE,0,1,1
A0A0J9YUU2_MOUSE,0,0,0
A0A0J9YUU3_MOUSE,0,0,1
A0A0J9YUU8_MOUSE,0,1,0
A0A0J9YUV1_MOUSE,4,0,0
A0A0J9YUV2_MOUSE,0,0,0
A0A0J9YUV3_MOUSE,0,1,0
A0A0J9YUV6_MOUSE,1,1,2
A0A0J9YUW1_MOUSE,0,0,0
A0A0J9YUW3_MOUSE,1,1,1
A0A0J9YUW6_MOUSE,0,2,0
A0A0J9YUW7_MOUSE,0,1,1
A0A0J9YUW9_MOUSE,0,1,1
A0A0J9YUX0_MOUSE,0,0,0
A0A0J9YUX1_MOUSE,0,0,1
A0A0J9YUX2_MOUSE,0,1,0
A0A0J9YUX4_MOUSE,0,0,1
A0A0J9YUX6_MOUSE,0,1,1
A0A0J9YUX7_MOUSE,0,1,1
A0A0J9YUX8_MOUSE,0,0,1
A0A0J9YUX9_MOUSE,1,2,0
A0A0J9YUY1_MOUSE,0,0,0
A0A0J9YUY2_MOUSE,3,0,0
A0A0J9YUY3_MOUSE,0,1,1
A0A0J9YUY5_MOUSE,0,0,0
A0A0J9YUY6_MOUSE,1,1,1
A0A0J9YUY7_MOUSE,0,1,0
A0A0J9YUY8_MOUSE,0,1,1
A0A0J9YUY9_MOUSE,0,0,0
A0A0J9YUZ1_MOUSE,0,1,0
A0A0J9YUZ2_MOUSE,0,0,0
A0A0J9YUZ3_MOUSE,0,0,0
A0A0J9YUZ5_MOUSE,0,0,0
A0A0J9YUZ6_MOUSE,0,0,0
A0A0J9YUZ7_MOUSE,0,0,0
A0A0J9YV00_MOUSE,0,1,1
A0A0J9YV02_MOUSE,0,0,0
A0A0J9YV03_MOUSE,0,0,1
A0A0J9YV04_MOUSE,0,0,0
A0A0J9YV05_MOUSE,0,1,0
A0A0J9YV06_MOUSE,0,0,0
A0A0J9YV08_MOUSE,1,2,0
A0A0J9YV09_MOUSE,0,0,0
A0A0J9YV10_MOUSE,0,1,0
A0A0J9YV11_MOUSE,0,0,0
A0A0J9YV12_MOUSE,0,0,0
A0A0J9YV14_MOUSE,0,0,0
A0A0J9YV16_MOUSE,0,0,0
A0A0J9YV17_MOUSE,0,1,0
A0A0J9YV18_MOUSE,1,0,2
A0A0J9YV19_MOUSE,0,0,0
A0A0J9YV21_MOUSE,0,1,1
A0A0J9YV23_MOUSE,0,0,0
A0A0J9YV24_MOUSE,0,0,0
A0A0J9YV26_MOUSE,0,0,0
A0A0J9YV27_MOUSE,0,0,0
A0A0J9YV28_MOUSE,2,0,0
A0A0J9YV29_MOUSE,0,0,0
A0A0J9YV30_MOUSE,0,1,2
A0A0J9YV31_MOUSE,0,0,0
A0A0J9YV33_MOUSE,0,0,0
A0A0J9YV35_MOUSE,0,0,0
A0A0J9YV39_MOUSE,0,1,1
A0A0J9YV40_MOUSE,0,1,0
A0A0J9YV44_MOUSE,0,1,0
A0A0J9YV46_MOUSE,0,0,0
A0A0J9YV47_MOUSE,0,0,0
A0A0J9YV48_MOUSE,0,0,0
A0A0J9YV49_MOUSE,0,0,0
A0A0J9YV50_MOUSE,0,1,1
A0A0J9YV52_MOUSE,0,0,0
A0A0J9YV53_MOUSE,0,1,1
A0A0J9YV54_MOUSE,0,1,1
A0A0J9YV55_MOUSE,2,1,1
A0A0J9YV59_MOUSE,0,1,1
A0A0J9YV63_MOUSE,0,0,0
A0A0J9YV64_MOUSE,1,2,1
A0A0J9YV65_MOUSE,0,0,0
A0A0J9YV66_MOUSE,0,0,0
A0A0J9YV67_MOUSE,0,0,0
A0A0J9YV68_MOUSE,0,0,0
A0A0J9YV72_MOUSE,0,1,1
A0A0J9YV74_MOUSE,0,0,0
A0A0J9YV75_MOUSE,0,0,1
A0A0J9YV76_MOUSE,0,2,0
A0A0J9YV78_MOUSE,0,0,1
A0A0J9YV80_MOUSE,0,0,0
A0A0J9YV82_MOUSE,0,0,1
A0A0J9YV86_MOUSE,0,0,0
A0A0J9YV87_MOUSE,0,0,0
A0A0J9YV88_MOUSE,0,1,1
A0A0J9YV89_MOUSE,0,0,0
A0A0J9YV90_MOUSE,0,1,1
A0A0J9YV92_MOUSE,1,1,0
A0A0J9YV93_MOUSE,0,0,0
A0A0J9YV96_MOUSE,0,0,0
A0A0J9YV97_MOUSE,0,1,2
A0A0J9YV98_MOUSE,0,0,0
A0A0J9YV99_MOUSE,0,0,2
A0A0J9YVA2_MOUSE,0,0,0
A0A0J9YVA3_MOUSE,1,1,0
A0A0J9YVA4_MOUSE,0,0,0
A0A0J9YVA6_MOUSE,1,1,3
A0A0J9YVA8_MOUSE,0,0,1
A0A0J9YVA9_MOUSE,2,2,0
A0A0J9YVB0_MOUSE,1,2,1
A0A0J9YVB2_MOUSE,0,0,0
A0A0J9YVB3_MOUSE,0,1,1
A0A0J9YVB6_MOUSE,0,0,0
A0A0J9YVB7_MOUSE,0,0,0
A0A0J9YVB8_MOUSE,1,0,1
A0A0J9YVB9_MOUSE,0,1,0
A0A0J9YVC1_MOUSE,0,2,0
A0A0J9YVC3_MOUSE,0,0,0
A0A0J9YVC4_MOUSE,0,0,0
A0A0J9YVC5_MOUSE,0,0,0
A0A0J9YVC6_MOUSE,0,1,1
A0A0J9YVC8_MOUSE,0,0,0
A0A0J9YVC9_MOUSE,0,1,1
A0A0J9YVD0_MOUSE,4,0,0
A0A0J9YVD4_MOUSE,0,0,0
A0A0J9YVD5_MOUSE,2,0,0
A0A0J9YVD6_MOUSE,1,1,0
A0A0J9YVE0_MOUSE,0,2,1
A0A0J9YVE7_MOUSE,0,0,0
A0A0J9YVE9_MOUSE,0,1,1
A0A0J9YVF0_MOUSE,0,1,1
A0A0J9YVF2_MOUSE,0,1,1
A0A0J9YVF3_MOUSE,0,0,0
A0A0J9YVF4_MOUSE,0,0,0
A0A0J9YVF5_MOUSE,0,0,2
A0A0J9YVF7_MOUSE,0,0,0
A0A0J9YVG5_MOUSE,0,0,0
A0A0J9YVG7_MOUSE,0,0,0
A0A0J9YVG8_MOUSE,0,1,1
A0A0J9YVH0_MOUSE,1,0,0
A0A0J9YVH1_MOUSE,1,2,1
A0A0J9YVH3_MOUSE,1,1,0
A0A0J9YVH4_MOUSE,1,1,1
A0A0J9YVH5_MOUSE,1,0,1
A0A0J9YVH6_MOUSE,0,0,0
A0A0J9YVH7_MOUSE,1,1,1
A0A0J9YVH8_MOUSE,1,1,0
A0A0J9YVI2_MOUSE,0,0,0
A0A0J9YVI3_MOUSE,0,2,0
A0A0J9YVI4_MOUSE,0,0,0
A0A0J9YVI5_MOUSE,1,0,0
A0A0J9YVI7_MOUSE,1,0,0
A0A0J9YVI8_MOUSE,0,0,0
A0A0J9YVJ2_MOUSE,1,0,0
A0A0J9YVJ3_MOUSE,0,0,1
A0A0J9YVJ4_MOUSE,0,0,0
A0A0J9YVJ6_MOUSE,1,2,1
A0A0M3HEP4_MOUSE,0,0,0
A0A0M3HEP9_MOUSE,1,2,0
A0A0M3HEQ6_MOUSE,1,0,0
A0A0M3KL48_MOUSE,1,0,2
A0A0M3KL49_MOUSE,1,0,1
A0A0M3Q1Q5_MOUSE,1,0,0
A0A0M3RM39_MOUSE,1,0,1
A0A0M3SU23_MOUSE,1,0,2
A0A0M4KEQ7_MOUSE,0,0,0
A0A0M4KM70_MOUSE,0,0,0
A0A0M4KPD8_MOUSE,0,0,0
A0A0M4LB22_MOUSE,1,0,2
A0A0M4U0H0_MOUSE,0,2,1
A0A0M4U494_MOUSE,0,1,0
A0A0M4UGV1_MOUSE,0,2,1
A0A0M4UGV7_MOUSE,0,2,1
A0A0M4USJ3_MOUSE,0,0,0
A0A0M5KS39_MOUSE,1,0,1
A0A0M5MR12_MOUSE,0,2,1
A0A0M5MSK5_MOUSE,0,2,1
A0A0M5MZ80_MOUSE,0,2,1
A0A0M6L0I6_MOUSE,0,1,1
A0A0M6L0N6_MOUSE,0,1,1
A0A0M6L0X0_MOUSE,0,1,1
A0A0N4SUI1_MOUSE,0,0,1
A0A0N4SUI4_MOUSE,0,0,1
A0A0N4SUI5_MOUSE,0,1,0
A0A0N4SUI6_MOUSE,1,2,1
A0A0N4SUI7_MOUSE,2,0,1
A0A0N4SUI8_MOUSE,0,1,0
A0A0N4SUJ1_MOUSE,1,1,0
A0A0N4SUJ3_MOUSE,1,0,2
A0A0N4SUJ4_MOUSE,0,0,1
A0A0N4SUJ5_MOUSE,0,0,0
A0A0N4SUJ6_MOUSE,0,0,1
A0A0N4SUJ7_MOUSE,1,0,1
A0A0N4SUJ8_MOUSE,0,0,0
A0A0N4SUJ9_MOUSE,0,0,0
A0A0N4SUK1_MOUSE,0,1,1
A0A0N4SUK4_MOUSE,0,0,1
A0A0N4SUK6_MOUSE,0,2,0
A0A0N4SUK7_MOUSE,0,0,0
A0A0N4SUK8_MOUSE,0,0,0
A0A0N4SUK9_MOUSE,0,1,0
A0A0N4SUL0_MOUSE,0,0,0
A0A0N4SUL1_MOUSE,0,0,0
A0A0N4SUL2_MOUSE,1,0,1
A0A0N4SUL3_MOUSE,0,0,0
A0A0N4SUL5_MOUSE,0,0,1
A0A0N4SUL6_MOUSE,1,2,0
A0A0N4SUL9_MOUSE,0,0,1
A0A0N4SUM0_MOUSE,0,1,1
A0A0N4SUM1_MOUSE,0,0,1
A0A0N4SUM2_MOUSE,0,1,1
A0A0N4SUM3_MOUSE,0,0,1
A0A0N4SUM7_MOUSE,0,0,1
A0A0N4SUM8_MOUSE,1,0,1
A0A0N4SUM9_MOUSE,0,0,0
A0A0N4SUN0_MOUSE,0,0,0
A0A0N4SUN1_MOUSE,0,0,0
A0A0N4SUN4_MOUSE,0,0,0
A0A0N4SUN5_MOUSE,1,1,0
A0A0N4SUN8_MOUSE,0,1,0
A0A0N4SUP1_MOUSE,0,0,0
A0A0N4SUP3_MOUSE,0,1,0
A0A0N4SUP6_MOUSE,0,0,1
A0A0N4SUP7_MOUSE,0,0,0
A0A0N4SUP9_MOUSE,0,0,0
A0A0N4SUQ0_MOUSE,0,0,0
A0A0N4SUQ1_MOUSE,0,1,0
A0A0N4SUQ5_MOUSE,0,0,0
A0A0N4SUQ6_MOUSE,0,1,1
A0A0N4SUQ7_MOUSE,0,1,0
A0A0N4SUQ8_MOUSE,0,1,0
A0A0N4SUQ9_MOUSE,0,0,0
A0A0N4SUR3_MOUSE,0,1,1
A0A0N4SUR4_MOUSE,0,1,0
A0A0N4SUR5_MOUSE,1,1,0
A0A0N4SUR7_MOUSE,1,3,0
A0A0N4SUR8_MOUSE,0,0,0
A0A0N4SUR9_MOUSE,0,2,1
A0A0N4SUS0_MOUSE,2,2,1
A0A0N4SUS3_MOUSE,0,0,0
A0A0N4SUS4_MOUSE,0,1,1
A0A0N4SUS5_MOUSE,0,0,0
A0A0N4SUS7_MOUSE,0,0,0
A0A0N4SUS9_MOUSE,0,0,1
A0A0N4SUT0_MOUSE,2,0,1
A0A0N4SUT1_MOUSE,0,0,0
A0A0N4SUT2_MOUSE,0,0,1
A0A0N4SUT6_MOUSE,0,0,0
A0A0N4SUT7_MOUSE,0,0,0
A0A0N4SUU1_MOUSE,0,0,0
A0A0N4SUU3_MOUSE,0,2,0
A0A0N4SUU4_MOUSE,0,0,0
A0A0N4SUU5_MOUSE,1,0,1
A0A0N4SUU7_MOUSE,0,0,0
A0A0N4SUV2_MOUSE,1,2,2
A0A0N4SUV5_MOUSE,0,0,0
A0A0N4SUV6_MOUSE,0,2,0
A0A0N4SUV8_MOUSE,0,1,2
A0A0N4SUW0_MOUSE,1,1,0
A0A0N4SUW1_MOUSE,0,0,0
A0A0N4SUW2_MOUSE,0,0,1
A0A0N4SUW3_MOUSE,0,0,0
A0A0N4SUW4_MOUSE,1,2,0
A0A0N4SUW7_MOUSE,0,0,1
A0A0N4SUW8_MOUSE,0,0,0
A0A0N4SUX0_MOUSE,0,0,1
A0A0N4SUX1_MOUSE,0,1,0
A0A0N4SUX2_MOUSE,0,0,0
A0A0N4SUX6_MOUSE,0,0,0
A0A0N4SUX9_MOUSE,2,0,1
A0A0N4SUY0_MOUSE,1,1,1
A0A0N4SUY1_MOUSE,0,0,1
A0A0N4SUY2_MOUSE,0,1,1
A0A0N4SUY4_MOUSE,0,0,0
A0A0N4SUY7_MOUSE,3,0,0
A0A0N4SUY8_MOUSE,0,0,0
A0A0N4SUZ0_MOUSE,0,0,1
A0A0N4SUZ1_MOUSE,0,1,0
A0A0N4SUZ2_MOUSE,0,0,0
A0A0N4SUZ4_MOUSE,0,0,0
A0A0N4SUZ5_MOUSE,0,0,0
A0A0N4SV01_MOUSE,0,0,1
A0A0N4SV03_MOUSE,0,1,1
A0A0N4SV05_MOUSE,0,1,1
A0A0N4SV06_MOUSE,0,0,1
A0A0N4SV07_MOUSE,2,0,0
A0A0N4SV09_MOUSE,0,0,0
A0A0N4SV11_MOUSE,1,3,0
A0A0N4SV12_MOUSE,0,0,0
A0A0N4SV13_MOUSE,0,0,0
A0A0N4SV15_MOUSE,0,0,0
A0A0N4SV17_MOUSE,0,0,1
A0A0N4SV19_MOUSE,0,0,0
A0A0N4SV20_MOUSE,1,1,2
